AWAY,HOME,VegasSpread,VegasTotal,Court,Time
Florida Atlantic,New Mexico,1,137,H,08:00 PM
Buffalo,Michigan,-12,140,H,05:30 PM
Northern Colorado,Pacific,-4,138,N,08:30 PM
Gardner Webb,UNLV,-6,142,H,09:00 PM
Penn,Florida St.,-16,140,H,08:00 PM
Detroit,Wyoming,-10,156,H,08:00 PM
Long Beach St.,Idaho,4,150,H,08:00 PM
Lehigh,Rutgers,-15,137,H,06:00 PM
Robert Morris,UCF,-18,144,H,06:00 PM
Coppin St.,DePaul,-20,154,H,08:00 PM
Fairleigh Dickinson,Seton Hall,-22,150,H,06:00 PM
Florida A&M,Kansas St.,-13,125,H,07:00 PM
Youngstown St.,Penn St.,-18,144,H,07:30 PM
William & Mary,Wake Forest,-16,138,H,06:00 PM
North Florida,Texas A&M,-14,142,H,07:00 PM
North Alabama,Mississippi St.,-20,138,H,07:00 PM
Alabama St.,Vanderbilt,-21,143,H,07:00 PM
Northwestern St.,Tulsa,-18,140,H,07:00 PM
Alcorn St.,Seattle,-17,147,H,09:00 PM
Maryland Eastern Shore,Temple,-24,132,H,06:00 PM
