AWAY,HOME,VegasSpread,VegasTotal,Court,Time,Reg_dif,Over_dif
Oklahoma,Missouri St.,1,141,H,6:00 PM,10.7,9.2
Notre Dame,Rutgers,2,130,N,11:00 PM,3.2,-1.4
Indiana,Wyoming,4,132,N,8:10 PM,0.2,10.9
Santa Clara,Washington St.,-6,150,H,10:00 PM,10.5,4.1
Oregon,Utah St.,-5,143,H,8:00 PM,-3.3,-6.7
Belmont,Vanderbilt,-6,142,H,6:00 PM,-22.3,-16.2
St. Bonaventure,Colorado,-4,136,H,10:00 PM,-1.8,-11.0
Princeton,VCU,-8,138,H,6:00 PM,7.4,3.1
Texas A&M Corpus Chris,Texas Southern,-3,133,N,5:40 PM,8.0,1.6
Cleveland St.,Xavier,-14,150,H,8:00 PM,13.3,-0.3
Texas St.,North Texas,-8,114,H,7:00 PM,14.5,6.3
