AWAY,HOME,VegasSpread,VegasTotal,Court,Time,Reg_dif,Over_dif
Villanova,Baylor,-3,135,H,2:00 PM,-2.1,-1.4
Oregon,Stanford,-1,135,H,6:00 PM,-3.9,-1.4
Florida,Maryland,6,134,N,3:30 PM,4.9,2.4
Davidson,Northeastern,-1,123,H,12:00 PM,-5.6,3.5
Wofford,Coastal Carolina,1,141,H,1:00 PM,-9.1,1.9
Virginia Tech,Dayton,3,119,H,1:00 PM,-21.1,-10.0
Colgate,St. John's,-8,160,H,11:00 AM,5.7,-1.6
Iona,Yale,5,139,N,6:00 PM,12.9,8.3
UTEP,New Mexico,-4,148,H,2:00 PM,-9.8,-14.9
North Carolina St.,Purdue,-13,145,N,1:00 PM,-9.5,-1.6
Florida St.,South Carolina,8,136,N,11:00 AM,0.8,-2.5
Navy,Marist,2,126,H,1:00 PM,-0.3,-4.8
Monmouth,Pittsburgh,2,132,H,6:00 PM,5.6,2.4
UMKC,SIU Edwardsville,-1,135,H,2:00 PM,-10.1,-14.1
Fordham,Miami FL,-5,139,N,10:30 AM,2.3,2.8
Rutgers,Seton Hall,-11,131,H,6:30 PM,3.1,-0.7
Kent St.,West Virginia,-10,130,H,3:00 PM,-2.4,-0.4
UC San Diego,Seattle,-7,145,H,7:00 PM,1.1,10.6
Cal Baptist,UC Riverside,-8,136,H,6:00 PM,-1.4,0.7
Long Beach St.,USC,-27,147,H,4:00 PM,-5.0,-1.7
Presbyterian,College of Charleston,-11,143,H,1:00 PM,-10.8,-12.4
Jackson St.,Iowa St.,-14,122,H,12:00 PM,-12.4,-9.8
NJIT,Northwestern,-16,132,H,3:00 PM,5.4,-3.7
Merrimack,Indiana,-17,117,H,11:00 AM,-9.9,-3.3
Tennessee St.,Lipscomb,-9,151,H,4:00 PM,5.7,12.5
Florida A&M,Akron,-11,127,H,1:00 PM,-3.9,-6.8
Hampton,Loyola MD,-7,129,H,1:00 PM,0.1,-0.7
Fairfield,William & Mary,8,136,H,12:00 PM,6.9,7.1
Green Bay,Kansas St.,-16,124,H,4:00 PM,-5.3,-1.8
