AWAY,HOME,VegasSpread,VegasTotal,Court,Time,Reg_dif,Over_dif
San Diego St.,Colorado St.,1,125,H,08:00 PM,8.7,11.9
Creighton,Seton Hall,-2,136,H,06:00 PM,19.6,14.0
Princeton,Cornell,-5,163,H,06:00 PM,-7.4,-15.5
St. Bonaventure,Richmond,-6,140,H,05:00 PM,-8.2,-5.4
Toledo,Ball St.,8,156,H,08:00 PM,3.2,4.6
Detroit,Wright St.,-3,147,H,06:00 PM,0.5,-5.5
Oakland,Northern Kentucky,4,134,H,06:00 PM,-7.9,-13.4
Fairfield,Monmouth,-5,131,H,06:00 PM,6.3,15.8
Harvard,Brown,-5,139,H,06:00 PM,0.7,4.8
Nevada,Fresno St.,-12,130,H,10:00 PM,-7.6,-14.3
Iona,Canisius,11,145,H,06:00 PM,-1.4,0.0
Quinnipiac,Saint Peter's,-8,138,H,06:00 PM,0.1,-6.4
Rider,Siena,-5,129,H,06:00 PM,-8.5,-2.3
Dartmouth,Yale,-7,129,H,04:00 PM,8.4,-3.7
Manhattan,Niagara,-7,135,H,06:00 PM,2.9,-5.7
Miami OH,Akron,-8,138,H,05:30 PM,-12.8,-20.2
Western Carolina,VMI,-14,158,H,05:00 PM,-9.9,-3.9
Milwaukee,Fort Wayne,-10,136,H,06:00 PM,-12.9,-11.8
Penn,Columbia,9,151,H,06:00 PM,-0.1,3.8
