AWAY,HOME,VegasSpread,VegasTotal,Court,Time,Reg_dif,Over_dif
Illinois,Iowa,-2,156,H,06:00 PM,-8.7,0.7
New Mexico St.,New Mexico,2,156,H,08:00 PM,-10.2,-9.4
San Jose St.,Pepperdine,-3,137,H,09:00 PM,11.3,18.1
Towson,Kent St.,-5,135,H,06:00 PM,9.2,11.9
Mercer,Coastal Carolina,-5,137,H,06:00 PM,-14.1,-6.6
Texas Southern,Florida,-21,139,H,05:00 PM,-4.4,-5.5
Alcorn St.,Houston,-28,132,H,07:00 PM,-4.1,-12.0
Presbyterian,Morehead St.,-10,120,H,06:00 PM,-10.2,-9.9
North Carolina Central,The Citadel,-11,149,H,06:00 PM,-2.7,-1.5
Delaware St.,Liberty,-18,132,H,06:00 PM,1.1,-4.8
Columbia,Colgate,-23,151,H,06:00 PM,-1.4,-0.0
