AWAY,HOME,VegasSpread,VegasTotal,Court,Time,Reg_dif,Over_dif
Kansas,Oklahoma,2,148,H,06:00 PM,-7.6,2.6
Iowa St.,Texas Tech,-2,118,H,08:00 PM,2.2,10.6
Wisconsin,Northwestern,1,141,H,08:00 PM,0.7,7.1
North Carolina,Miami FL,2,162,H,06:00 PM,-3.3,0.3
Duke,Florida St.,4,144,H,08:00 PM,4.7,1.3
Iona,Monmouth,1,145,H,06:00 PM,4.3,23.9
Baylor,West Virginia,6,138,H,04:00 PM,4.7,-11.6
Davidson,VCU,-2,126,H,06:00 PM,-2.6,4.4
Tennessee,Vanderbilt,5,131,H,08:00 PM,-0.4,-6.4
UCF,East Carolina,1,145,H,06:00 PM,-3.8,-13.5
Ohio,Miami OH,1,143,H,06:00 PM,-1.5,3.1
Clemson,Syracuse,-5,155,H,08:00 PM,-4.9,-12.3
Richmond,Fordham,1,135,H,07:00 PM,-3.0,-1.5
Utah St.,Fresno St.,-7,127,H,10:00 PM,-10.5,-14.0
South Carolina,Arkansas,-11,149,H,06:00 PM,-3.7,-16.2
Kent St.,Eastern Michigan,1,139,H,06:00 PM,-5.3,1.4
Maryland,Michigan,-8,136,H,06:00 PM,4.7,6.8
Kansas St.,Texas,-9,119,H,07:30 PM,2.3,5.2
St. Bonaventure,Dayton,-7,133,H,06:00 PM,-28.2,-16.1
Niagara,Manhattan,-2,136,H,06:00 PM,-6.0,-9.4
Lipscomb,Eastern Kentucky,-5,165,H,06:00 PM,6.1,8.1
South Florida,Houston,-21,121,H,07:00 PM,3.4,21.0
Bowling Green,Northern Illinois,4,146,H,07:00 PM,10.4,-6.7
Florida Gulf Coast,Stetson,3,137,H,06:00 PM,-4.5,4.8
Butler,Connecticut,-14,124,H,06:00 PM,8.3,-6.5
Ball St.,Toledo,-15,155,H,06:00 PM,-5.1,-3.5
North Alabama,Bellarmine,-6,130,H,06:00 PM,4.6,-4.4
Jacksonville,Liberty,-8,118,H,06:00 PM,-2.6,-1.6
Jacksonville St.,Central Arkansas,9,151,H,07:00 PM,-8.3,-3.0
Missouri,Mississippi,-12,130,H,06:00 PM,-4.3,-8.4
Loyola Chicago,Evansville,11,125,H,07:00 PM,-11.5,-1.2
Cal Poly,Cal St. Bakersfield,-5,121,H,09:00 PM,2.9,7.3
Air Force,Boise St.,-15,115,H,08:00 PM,-1.2,-4.2
Canisius,Saint Peter's,-11,133,H,01:00 PM,-1.4,-4.7
Western Michigan,Akron,-13,135,H,05:00 PM,-1.2,7.0
