AWAY,HOME,VegasSpread,VegasTotal,Court,Time,Reg_dif,Over_dif
San Francisco,Santa Clara,1,153,H,5:00 PM,-0.9,-3.0
Arkansas,Alabama,-3,161,H,11:00 AM,15.3,7.1
Indiana,Michigan St.,-2,136,H,2:30 PM,7.5,9.3
Texas,Baylor,-5,127,H,11:00 AM,17.4,11.0
UCLA,USC,3,137,H,9:00 PM,5.7,7.3
Ohio St.,Michigan,-4,146,H,5:00 PM,-6.8,-10.6
Saint Mary's,Gonzaga,-14,146,H,9:00 PM,-0.4,0.9
West Virginia,Oklahoma St.,-4,132,H,1:00 PM,-6.1,8.7
Notre Dame,Clemson,-2,136,H,6:00 PM,7.4,9.4
VCU,George Mason,-1,123,H,3:00 PM,-10.8,-0.9
Oklahoma,Kansas,-10,144,H,12:00 PM,-4.7,-1.1
Murray St.,Morehead St.,2,130,H,3:00 PM,-10.3,-15.4
Mississippi St.,LSU,-5,131,H,7:00 PM,17.2,7.9
South Carolina,Georgia,-1,147,H,1:00 PM,-8.7,-7.0
Davidson,Rhode Island,1,133,H,1:00 PM,6.1,4.9
Florida,Kentucky,-12,142,H,3:00 PM,1.8,1.4
Miami FL,Wake Forest,-8,152,H,2:00 PM,-6.0,-10.5
Memphis,Houston,-15,143,H,2:30 PM,-0.2,2.2
Syracuse,Virginia Tech,-6,148,H,5:00 PM,0.7,-1.9
Hofstra,Delaware,-2,150,H,5:30 PM,0.9,0.2
New Mexico St.,Utah Valley,-1,133,H,3:00 PM,11.4,7.6
Mississippi,Missouri,1,129,H,7:30 PM,-2.8,-0.6
Kansas St.,Iowa St.,-5,123,H,3:00 PM,11.2,14.4
Saint Joseph's,Massachusetts,1,157,H,11:00 AM,0.2,7.2
Bryant,LIU Brooklyn,-1,161,H,1:00 PM,11.9,6.4
Arizona,Washington,12,152,H,5:00 PM,-11.0,-11.3
Florida St.,North Carolina,-7,147,H,1:00 PM,2.0,-5.5
College of Charleston,UNC Wilmington,-2,150,H,6:00 PM,-8.1,-6.1
Seton Hall,Villanova,-10,132,H,12:00 PM,-4.6,5.2
TCU,Texas Tech,-9,123,H,3:00 PM,1.4,8.0
Penn St.,Minnesota,-2,120,H,7:30 PM,2.3,8.4
Cincinnati,Tulsa,3,133,H,7:00 PM,2.6,-0.4
Chattanooga,Furman,-5,135,H,1:00 PM,-17.5,-0.3
Creighton,Georgetown,4,142,H,11:00 AM,-7.3,-11.1
Texas A&M,Auburn,-14,142,H,11:00 AM,-3.5,-2.5
North Carolina St.,Pittsburgh,1,133,H,2:00 PM,5.7,-7.3
Marquette,Butler,5,131,H,3:30 PM,5.0,-1.0
SMU,East Carolina,6,146,H,5:00 PM,10.1,7.8
Utah,Colorado,-4,134,H,7:00 PM,5.7,-1.0
Abilene Christian,Tarleton St.,-2,132,H,7:00 PM,-0.8,2.8
Vanderbilt,Tennessee,-11,131,H,5:00 PM,5.6,3.4
Drake,Bradley,-6,136,H,7:00 PM,-0.2,-10.8
Southern,Prairie View A&M,1,151,H,5:30 PM,-8.4,-2.5
Stanford,Oregon St.,3,139,H,9:30 PM,0.8,4.9
Fordham,Duquesne,-1,129,H,4:30 PM,3.6,-1.9
Rutgers,Wisconsin,-9,129,H,1:00 PM,-0.6,3.3
Bowling Green,Miami OH,-1,161,H,2:30 PM,16.2,13.8
Illinois St.,Indiana St.,-4,152,H,12:00 PM,2.4,0.8
DePaul,Providence,-10,138,H,5:30 PM,4.1,-1.3
Arkansas St.,South Alabama,-4,140,H,6:00 PM,5.7,4.9
Duke,Boston College,13,137,H,4:00 PM,1.1,6.4
UMBC,UMass Lowell,-1,139,H,4:00 PM,-1.6,2.6
Loyola Marymount,Portland,-3,139,H,9:00 PM,-10.5,-8.0
North Dakota St.,St. Thomas,1,143,H,7:00 PM,16.9,10.1
Harvard,Penn,-3,139,H,1:00 PM,5.1,-7.9
Temple,Tulane,-8,132,H,1:00 PM,-7.6,-7.9
Brown,Cornell,-6,150,H,1:00 PM,-10.6,-7.4
Tennessee Tech,SIU Edwardsville,-1,143,H,3:30 PM,10.2,8.9
Liberty,Jacksonville,4,120,H,5:00 PM,3.5,-0.9
North Texas,Rice,6,128,H,2:00 PM,-3.3,1.6
Campbell,High Point,-2,128,H,5:00 PM,0.4,-6.3
Longwood,North Carolina A&T,3,139,H,3:00 PM,1.1,3.1
Eastern Kentucky,Lipscomb,-3,165,H,4:00 PM,-6.0,-7.7
McNeese St.,Northwestern St.,1,161,H,3:00 PM,-7.6,1.4
