AWAY,HOME,VegasSpread,VegasTotal,Court,Time,Reg_dif,Over_dif
Indiana,Michigan,1,137,N,10:30 AM,-4.6,-1.9
Utah St.,Colorado St.,-1,141,N,8:00 PM,-5.7,-1.8
Virginia Tech,Notre Dame,1,131,N,6:00 PM,1.6,6.5
Seton Hall,Connecticut,-2,136,N,8:30 PM,-2.9,-13.1
Florida,Texas A&M,1,135,N,11:00 AM,-4.5,-15.3
Vanderbilt,Alabama,-3,151,N,7:00 PM,3.2,9.4
Marquette,Creighton,2,140,N,1:50 PM,-1.5,-12.1
UNLV,Wyoming,-1,137,N,4:30 PM,3.4,-4.2
TCU,Texas,-3,123,N,11:30 AM,6.5,6.7
Oklahoma,Baylor,-6,136,N,6:00 PM,3.6,13.3
North Carolina,Virginia,2,132,N,8:30 PM,1.0,22.3
Oregon,Colorado,2,138,N,4:30 PM,-12.8,-17.7
UCLA,Washington St.,6,132,N,8:00 PM,6.2,2.9
Iowa St.,Texas Tech,-5,121,N,8:30 PM,-10.6,-23.0
Maryland,Michigan St.,-3,143,N,5:30 PM,9.6,-4.6
St. John's,Villanova,-8,148,N,6:00 PM,11.3,11.7
Syracuse,Duke,-9,155,N,11:00 AM,-0.3,10.9
Iowa,Northwestern,8,150,N,1:00 PM,23.9,30.7
Abilene Christian,Stephen F. Austin,-1,143,N,10:30 PM,4.5,11.8
Louisiana Tech,Western Kentucky,1,149,N,6:00 PM,-3.2,2.4
Fresno St.,San Diego St.,-3,109,N,10:30 PM,-8.2,-3.7
Mississippi St.,South Carolina,3,135,N,5:00 PM,-6.8,2.9
West Virginia,Kansas,-13,149,H,2:21 PM,0.9,-7.3
USC,Washington,5,143,N,10:30 PM,-7.8,-14.9
UC Santa Barbara,UC Irvine,1,125,N,4:30 PM,4.3,12.9
Buffalo,Akron,1,141,N,12:30 PM,-12.4,-11.0
Florida Atlantic,UAB,-5,147,N,8:30 PM,1.2,-6.4
UC Riverside,Hawaii,1,127,N,10:30 PM,10.2,3.9
Massachusetts,George Washington,1,157,N,5:00 PM,-2.3,12.0
Rhode Island,Richmond,-3,133,N,7:30 PM,-3.6,0.2
UC Davis,Cal St. Fullerton,1,135,N,8:00 PM,9.4,-6.5
Sam Houston St.,Grand Canyon,-3,121,N,8:00 PM,2.0,6.8
Penn St.,Ohio St.,-5,127,N,8:00 PM,-0.1,3.4
Stanford,Arizona,-15,147,N,2:00 PM,0.9,10.5
Middle Tennessee,UTEP,4,136,N,8:00 PM,-4.8,-9.0
Eastern Washington,Northern Colorado,-2,164,N,9:00 PM,-6.6,-12.2
Boston College,Miami FL,-6,140,N,1:41 PM,10.3,6.7
Nevada,Boise St.,-8,138,N,2:00 PM,2.1,5.4
George Mason,Fordham,4,126,N,11:00 AM,-4.9,-7.5
East Carolina,Cincinnati,-5,137,N,12:00 PM,5.7,2.7
Butler,Providence,-7,127,N,11:00 AM,7.5,4.0
Quinnipiac,Siena,-1,141,N,6:00 PM,1.2,14.4
Tulsa,Wichita St.,-6,134,N,2:00 PM,6.3,15.1
Niagara,Monmouth,-2,128,N,8:30 PM,12.1,9.9
Montana,Weber St.,-2,142,N,3:30 PM,-7.5,-10.1
LSU,Missouri,10,130,N,1:00 PM,4.6,1.7
South Carolina St.,Morgan St.,-2,144,N,5:00 PM,-14.9,-12.1
Ball St.,Ohio,-6,148,N,5:30 PM,13.2,7.8
McNeese St.,New Orleans,-3,153,N,7:30 PM,0.2,6.2
Portland St.,Southern Utah,-5,149,N,6:30 PM,8.9,20.2
Maryland Eastern Shore,North Carolina Central,1,131,N,7:00 PM,9.8,-3.8
La Salle,Saint Louis,-11,141,N,1:30 PM,1.7,-4.5
South Florida,UCF,-8,124,N,6:00 PM,-0.4,6.7
Miami OH,Kent St.,-8,138,N,3:00 PM,-2.0,0.2
Cal St. Bakersfield,Long Beach St.,-7,141,N,2:00 PM,4.1,2.8
Grambling St.,Southern,-6,140,N,2:00 PM,5.6,7.3
Rice,North Texas,-11,125,N,5:30 PM,-4.8,-9.3
Alabama A&M,Florida A&M,-2,120,N,8:30 PM,9.7,8.6
Houston Baptist,Texas A&M Corpus Chris,-6,144,N,5:00 PM,-1.0,-8.7
Central Michigan,Toledo,-17,149,N,10:00 AM,10.3,9.4
Sacramento St.,Montana St.,-9,131,N,1:00 PM,10.5,4.8
