AWAY,HOME,VegasSpread,VegasTotal,Court,Time,Reg_dif,Over_dif
Davidson,Richmond,1,143,H,08:00 PM,4.3,2.6
Michigan,Illinois,-7,145,H,08:00 PM,-10.6,-9.6
VCU,St. Bonaventure,2,124,H,06:30 PM,21.8,26.8
Fresno St.,UNLV,3,123,H,10:00 PM,7.5,-0.1
Buffalo,Ball St.,3,167,H,05:00 PM,-7.9,-10.5
Monmouth,Saint Peter's,4,134,H,06:00 PM,14.5,4.8
Akron,Kent St.,-1,129,H,07:00 PM,8.6,5.8
Nebraska,Purdue,-22,162,H,05:30 PM,6.2,7.0
Quinnipiac,Rider,-3,149,H,06:00 PM,7.8,-6.8
Manhattan,Iona,-15,151,H,06:00 PM,-5.4,3.1
