AWAY,HOME,VegasSpread,VegasTotal,Court,Time,Reg_dif,Over_dif
Xavier,Villanova,-3,131,H,06:00 PM,18.8,19.1
Connecticut,Marquette,4,144,H,08:00 PM,-8.5,-6.3
Fresno St.,Utah,-1,129,H,06:00 PM,15.0,18.2
Alabama,Davidson,8,148,N,06:00 PM,-3.8,-10.1
Kansas,Colorado,11,145,H,08:00 PM,7.9,2.3
Michigan St.,Oakland,10,138,N,06:30 PM,-3.1,2.1
Grand Canyon,Nevada,-4,136,H,09:00 PM,-1.7,3.2
Marshall,Toledo,-5,161,H,06:00 PM,0.5,-6.8
Utah Valley,Washington,-3,135,H,08:00 PM,4.7,3.8
Santa Clara,San Jose St.,4,150,H,09:00 PM,-15.1,-16.1
Delaware,Iona,-5,145,N,06:30 PM,-3.6,-8.8
Loyola Marymount,Bellarmine,1,137,H,06:00 PM,-1.7,-5.1
Florida Atlantic,High Point,-1,135,H,06:00 PM,2.1,4.8
Bradley,Sam Houston St.,3,133,N,06:00 PM,14.6,10.8
Georgia St.,Georgia Tech,-7,145,H,08:00 PM,-6.9,-7.9
Nicholls St.,Oregon St.,-4,142,H,10:00 PM,10.5,13.0
Howard,Harvard,-6,148,H,06:00 PM,1.6,10.2
Jacksonville,Pittsburgh,-2,114,H,01:00 PM,2.9,9.5
Mississippi St.,Winthrop,11,139,N,06:00 PM,-4.4,4.0
Appalachian St.,North Carolina,-12,140,H,06:00 PM,3.7,10.3
Manhattan,The Citadel,-4,148,H,06:00 PM,0.2,5.2
Charleston Southern,South Carolina St.,-2,156,N,04:00 PM,-6.5,-15.3
Norfolk St.,New Mexico,-9,159,H,08:00 PM,-7.3,-0.2
Wright St.,North Carolina St.,-12,144,H,06:00 PM,-9.1,-6.3
SIU Edwardsville,South Alabama,-11,141,H,07:00 PM,0.2,6.2
Pepperdine,Oregon,-14,138,H,08:00 PM,9.8,-0.4
Portland St.,Utah St.,-20,142,H,08:00 PM,-14.1,-8.2
Jackson St.,Stephen F. Austin,-9,123,H,02:00 PM,3.5,3.9
Elon,Arkansas,-21,159,H,06:00 PM,2.6,8.8
Fort Wayne,Michigan,-22,138,H,06:00 PM,2.9,-2.1
Southeastern Louisiana,Iowa,-27,159,H,07:00 PM,8.3,3.2
Tennessee Tech,Cincinnati,-15,129,H,06:00 PM,4.6,0.5
UTSA,Illinois St.,-8,152,H,02:00 PM,0.2,-6.4
Dartmouth,Cal St. Bakersfield,-4,120,H,04:00 PM,5.1,9.1
Samford,Mississippi,-13,133,H,03:00 PM,7.1,0.5
Jacksonville St.,Little Rock,8,132,H,02:00 PM,-0.8,6.6
Albany,Lehigh,-4,128,H,06:00 PM,4.9,8.1
Southeast Missouri St.,Cal Baptist,-10,154,H,09:00 PM,-5.9,-3.8
Southern,Dayton,-13,137,H,06:00 PM,-13.4,1.9
McNeese St.,Kansas St.,-17,137,H,07:00 PM,0.4,7.3
Florida A&M,Arizona St.,-13,123,H,04:00 PM,3.5,0.4
Grambling St.,TCU,-18,132,H,07:00 PM,-1.1,-4.1
North Carolina Central,UTEP,-11,133,H,08:00 PM,2.2,16.6
Southern Miss,East Carolina,-14,136,H,11:00 AM,-12.0,-8.1
Presbyterian,Furman,-11,127,H,06:00 PM,0.6,-4.6
Air Force,Tarleton St.,-8,108,H,07:00 PM,0.1,-10.9
Merrimack,Maine,3,111,H,04:00 PM,4.2,5.5
USC Upstate,Ohio,-22,136,H,11:00 AM,3.0,-5.8
Northwestern St.,Texas A&M,-22,142,H,05:00 PM,-9.5,-3.5
Chicago St.,Iowa St.,-24,124,H,06:00 PM,-12.4,2.9
American,George Mason,-20,138,H,06:00 PM,-4.4,-5.4
Eastern Illinois,Ball St.,-16,138,H,06:00 PM,-9.9,2.4
Morehead St.,IUPUI,14,118,H,06:00 PM,15.4,7.6
