AWAY,HOME,VegasSpread,VegasTotal,Court,Time
Rutgers,Indiana,-5,135,H,
Davidson,Massachusetts,-1,149,H,
Nevada,Wyoming,2,152,H,
Notre Dame,Miami FL,1,143,H,
James Madison,Northeastern,-7,139,H,
Utah,Washington,6,140,H,
Norfolk St.,Coppin St.,1,147,H,
Valparaiso,Illinois St.,-2,136,H,
Delaware,UNC Wilmington,-7,139,H,
Memphis,East Carolina,4,130,H,
Army,Navy,-4,132,H,
Albany,New Hampshire,-2,134,H,
Loyola Chicago,Bradley,4,124,H,
Boston University,Lafayette,-8,146,H,
Radford,UNC Asheville,-3,135,H,
Stony Brook,NJIT,-3,137,H,
UMKC,Oral Roberts,-7,135,H,
American,Loyola MD,-3,145,H,
Western Kentucky,Middle Tennessee,9,141,H,
Lehigh,Holy Cross,-1,145,H,
San Diego St.,Air Force,16,122,H,
Towson,Hofstra,-8,140,H,
Presbyterian,High Point,-7,127,H,
Fordham,Rhode Island,-14,124,H,
Charleston Southern,Gardner Webb,-15,139,H,
Delaware St.,Morgan St.,-12,160,H,
