AWAY,HOME,VegasSpread,VegasTotal,Court,Time,Reg_dif,Over_dif
BYU,Utah,2,138,H,08:30 PM,-3.0,-6.3
Mississippi St.,Richmond,1,137,N,11:30 AM,-0.8,-2.1
Louisville,Maryland,3,133,N,09:00 AM,12.1,11.3
Oklahoma,UCF,-3,129,H,01:00 PM,0.3,-5.3
LSU,Wake Forest,5,145,N,06:00 PM,-3.4,-0.3
Rutgers,Massachusetts,-1,139,H,01:00 PM,-4.5,-9.2
Northeastern,Harvard,2,124,H,04:00 PM,5.2,2.2
Louisiana Tech,North Carolina St.,-4,138,H,01:00 PM,8.6,9.5
UC Irvine,Santa Clara,-6,136,H,06:30 PM,-5.2,2.7
Miami OH,Western Illinois,3,149,H,02:00 PM,5.8,5.6
Georgia St.,Rhode Island,-6,140,H,03:00 PM,2.5,4.1
Oregon St.,Penn St.,-3,129,N,03:00 PM,-6.3,-5.7
Indiana St.,Ball St.,-2,144,H,12:00 PM,-2.1,-10.6
UCLA,UNLV,11,143,H,04:00 PM,-9.1,-11.6
Morehead St.,UMKC,2,130,N,06:00 PM,-10.4,-5.9
Portland,Southeast Missouri St.,1,149,N,02:00 PM,17.5,10.0
Vermont,UNC Greensboro,2,118,H,04:00 PM,-0.9,1.5
Weber St.,Dixie St.,5,157,H,08:00 PM,-6.0,-8.0
Grand Canyon,Pepperdine,3,133,H,05:00 PM,13.5,11.3
Marshall,Indiana,-16,148,H,06:00 PM,-15.3,-14.3
Marist,Army,-1,129,H,12:00 PM,-14.2,-9.6
Delaware,Temple,-4,140,H,06:00 PM,12.7,3.5
Campbell,Stetson,1,129,H,02:00 PM,13.8,10.3
Monmouth,Cincinnati,-11,145,H,01:00 PM,-0.0,0.5
North Carolina A&T,St. Francis NY,-1,145,N,10:00 AM,-10.1,-8.3
Jacksonville St.,Elon,4,132,H,12:00 PM,7.9,8.5
Winthrop,Washington,-8,148,H,09:00 PM,-9.6,-2.6
Northern Iowa,St. Bonaventure,-11,133,H,01:00 PM,-6.7,-7.2
Navy,Mount St. Mary's,3,123,H,01:00 PM,9.8,15.1
St. Francis PA,Samford,-3,149,N,12:30 PM,-17.0,-16.8
Saint Peter's,Providence,-10,128,H,11:00 AM,-7.4,2.0
South Dakota,Nebraska,-10,144,H,01:00 PM,2.0,6.8
Northern Colorado,Colorado St.,-14,146,H,01:00 PM,2.5,2.2
College of Charleston,Chattanooga,-11,145,H,03:00 PM,-4.8,-5.7
Jackson St.,Louisiana Lafayette,-8,134,H,11:00 AM,-2.4,-7.7
Fort Wayne,Western Michigan,4,144,N,03:30 PM,7.6,7.5
UMBC,Pittsburgh,-6,134,H,01:00 PM,1.3,9.3
McNeese St.,Samford,-4,148,N,12:30 PM,-2.3,0.9
Montana St.,Incarnate Word,3,143,H,11:30 AM,-12.1,-8.1
NJIT,St. John's,-16,144,H,03:00 PM,6.6,6.7
Detroit,Hofstra,-8,148,H,01:00 PM,-11.1,-12.7
Sacramento St.,Arizona,-25,141,H,06:30 PM,-12.3,-8.0
Idaho St.,Air Force,-2,120,H,03:00 PM,-16.7,-15.9
Prairie View A&M,Loyola Marymount,-14,142,H,09:00 PM,-2.3,-4.2
Eastern Washington,Washington St.,-20,146,H,06:30 PM,-10.1,-5.9
UT Arlington,Utah St.,-18,134,H,08:00 PM,-24.2,-18.7
Delaware St.,LIU Brooklyn,-9,157,H,01:00 PM,17.3,15.3
Furman,USC Upstate,9,139,H,03:00 PM,-4.8,-6.7
Robert Morris,Davidson,-12,142,H,01:00 PM,2.6,0.8
Coppin St.,East Carolina,-16,146,H,12:00 PM,5.9,3.2
St. Thomas,Seattle,-13,149,H,09:00 PM,7.3,10.3
Lamar,Texas Tech,-22,140,H,03:00 PM,-3.3,-8.1
Western Carolina,Gardner Webb,-10,142,H,01:00 PM,6.5,13.6
Southeastern Louisiana,Florida Gulf Coast,-12,150,H,06:00 PM,-3.6,-2.1
Northern Illinois,Marquette,-17,137,H,07:00 PM,-1.3,4.8
SIU Edwardsville,Creighton,-18,140,H,05:00 PM,0.4,3.5
New Hampshire,Holy Cross,7,137,H,04:00 PM,21.1,23.6
Denver,Utah Valley,-13,137,H,04:00 PM,-7.7,-7.3
Maine,Bradley,-8,126,H,02:00 PM,-4.7,-3.6
Tennessee Martin,Western Kentucky,-22,148,H,12:00 PM,15.9,14.5
Idaho,North Dakota St.,-16,132,H,07:00 PM,10.8,10.9
Maryland Eastern Shore,Liberty,-20,120,H,04:00 PM,24.9,21.4
