AWAY,HOME,VegasSpread,VegasTotal,Court,Time
Vermont,Northern Iowa,-4,140,H,5:00 PM
UC Riverside,Arizona St.,-6,144,H,7:30 PM
Northern Colorado,Hawaii,-3,139,H,10:59 PM
Cal St. Fullerton,San Jose St.,1,161,H,9:00 PM
Merrimack,NJIT,1,131,H,6:00 PM
Prairie View A&M,San Francisco,-15,139,H,9:30 PM
George Washington,Maryland,-20,140,H,5:30 PM
Sacred Heart,Providence,-16,140,H,5:30 PM
Kennesaw St.,Creighton,-16,144,H,7:30 PM
Northern Arizona,Washington,-18,146,H,9:30 PM
McNeese St.,TCU,-20,144,H,7:00 PM
Air Force,South Dakota,-9,137,N,1:30 PM
South Carolina St.,College of Charleston,-12,146,H,6:00 PM
IUPUI,Evansville,-12,136,H,6:00 PM
