AWAY,HOME,VegasSpread,VegasTotal,Court,Time,Reg_dif,Over_dif
UCLA,Arizona,-1,149,N,8:00 PM,6.5,2.7
Texas Tech,Kansas,-1,137,N,5:00 PM,-4.2,-9.1
Kentucky,Tennessee,1,139,N,2:00 PM,-10.3,-14.5
Indiana,Iowa,-3,147,N,12:00 PM,-19.0,-3.1
Texas A&M,Arkansas,-4,140,N,12:00 PM,9.3,23.1
San Diego St.,Boise St.,1,117,N,5:00 PM,-2.4,-3.2
Davidson,Saint Louis,-1,143,N,12:00 PM,7.0,16.8
Memphis,SMU,3,147,N,4:00 PM,18.9,11.1
Duke,Virginia Tech,5,139,N,7:30 PM,-9.6,-23.3
Michigan St.,Purdue,-5,147,N,2:37 PM,1.5,3.6
Louisiana Tech,UAB,-3,145,N,7:30 PM,-3.0,-4.7
Creighton,Villanova,-7,127,N,5:30 PM,1.2,9.7
Abilene Christian,New Mexico St.,-2,140,N,9:00 PM,0.9,-10.2
Tulane,Houston,-11,135,N,2:00 PM,10.1,6.3
Cal St. Fullerton,Long Beach St.,1,143,N,10:30 PM,5.3,4.1
Richmond,Dayton,-4,130,N,2:30 PM,5.0,7.3
Akron,Kent St.,-1,123,N,6:30 PM,3.3,16.2
Cornell,Princeton,-5,157,N,10:00 AM,-16.3,-6.1
Northern Colorado,Montana St.,-3,151,N,7:00 PM,3.4,-9.6
Southeastern Louisiana,Texas A&M Corpus Chris,-1,151,N,8:30 PM,-5.6,-8.2
Penn,Yale,-4,146,N,1:00 PM,-11.4,-9.2
Monmouth,Saint Peter's,-3,125,N,3:00 PM,-18.6,-12.3
Texas Southern,Alcorn St.,2,130,N,5:00 PM,-5.1,11.1
UMBC,Vermont,-15,145,H,10:00 AM,-10.1,-18.0
Coppin St.,Norfolk St.,-9,141,N,12:00 PM,-16.0,-4.0
