AWAY,HOME,VegasSpread,VegasTotal,Court,Time,Reg_dif,Over_dif
Alabama,Gonzaga,-8,158,N,7:00 PM,-2.1,11.0
USC,Washington St.,1,133,H,5:00 PM,-1.2,0.7
Loyola Chicago,DePaul,1,143,H,3:00 PM,-11.3,-11.2
UAB,Saint Louis,-1,145,H,5:30 PM,-4.4,-6.4
Memphis,Mississippi,3,137,H,11:00 AM,-3.3,-7.3
BYU,Missouri St.,2,140,H,3:00 PM,-2.7,-0.4
Clemson,Miami FL,-1,139,H,11:00 AM,2.0,-7.2
Saint Mary's,Colorado St.,-1,133,H,3:00 PM,1.0,-3.2
Louisville,North Carolina St.,2,136,H,1:00 PM,6.7,2.4
Rhode Island,Providence,-4,134,H,1:00 PM,5.4,7.4
Vanderbilt,SMU,-2,136,H,5:00 PM,-2.0,-3.7
Eastern Kentucky,Western Kentucky,-3,155,H,6:00 PM,13.8,11.9
Iowa St.,Creighton,-3,137,H,8:00 PM,15.0,9.1
Tennessee,Colorado,5,137,H,1:00 PM,7.0,10.0
Syracuse,Florida St.,-8,150,H,3:00 PM,-2.5,7.5
Louisiana Tech,Santa Clara,-7,149,H,4:00 PM,1.2,4.5
San Diego St.,Michigan,-7,121,H,12:00 PM,7.1,11.2
Miami OH,Indiana St.,2,146,H,12:00 PM,4.4,4.0
Buffalo,St. Bonaventure,-7,147,H,3:00 PM,6.4,10.7
Georgia St.,Mercer,2,146,H,1:00 PM,0.9,-2.7
Wake Forest,Virginia Tech,-9,133,H,1:00 PM,6.3,5.9
Winthrop,Coastal Carolina,-2,150,H,12:00 PM,-5.9,-9.3
Marquette,Wisconsin,-9,135,H,11:30 AM,-6.6,-4.4
Nebraska,Indiana,-12,140,H,11:00 AM,-8.5,-1.6
Northern Kentucky,Fort Wayne,-1,143,H,12:00 PM,-4.5,-5.2
Harvard,Massachusetts,-6,154,H,11:00 AM,7.0,5.9
Pacific,Cal St. Fullerton,-3,135,H,7:00 PM,-2.1,-3.7
Toledo,Michigan St.,-14,142,H,4:00 PM,0.3,0.7
South Alabama,Jacksonville St.,-6,136,H,7:30 PM,14.8,16.0
Yale,Auburn,-16,144,H,1:00 PM,-3.7,-8.6
Wagner,Stony Brook,-4,138,H,5:31 PM,2.6,-0.3
Wright St.,Cleveland St.,-7,143,H,2:00 PM,-14.1,-11.3
Gardner Webb,East Carolina,-6,140,H,2:00 PM,1.8,9.5
High Point,Elon,-3,139,H,6:00 PM,14.0,12.4
Jackson St.,Illinois St.,-3,135,H,3:00 PM,1.4,-1.3
Montana St.,Sacramento St.,3,141,H,3:00 PM,-0.3,5.0
Drexel,Princeton,-5,139,H,3:00 PM,3.9,5.3
Saint Joseph's,Villanova,-20,142,H,11:00 AM,-0.7,1.5
Tennessee Tech,Evansville,-3,131,H,1:00 PM,8.7,9.2
Campbell,VCU,-6,112,H,3:00 PM,2.9,2.1
Duquesne,Marshall,-10,156,H,6:00 PM,-2.5,-2.9
Montana,Northern Colorado,-6,134,H,7:00 PM,-5.7,-10.6
Portland St.,Weber St.,-11,143,H,7:00 PM,-3.9,-1.2
Loyola Marymount,Long Beach St.,8,152,H,6:00 PM,-5.5,-5.9
Army,Air Force,-2,124,H,3:00 PM,-3.5,-9.3
UNLV,San Francisco,-14,134,H,9:00 PM,-0.3,-9.3
Penn,Temple,-6,134,H,3:00 PM,8.5,-2.5
Youngstown St.,Green Bay,-2,136,H,6:00 PM,-3.3,-4.0
Middle Tennessee,Murray St.,-12,132,H,7:00 PM,1.2,0.1
Robert Morris,Milwaukee,-4,142,H,11:00 AM,16.0,9.7
Norfolk St.,Hampton,3,139,H,4:30 PM,1.9,7.2
UMass Lowell,Merrimack,-6,122,H,6:00 PM,4.3,-5.4
Mount St. Mary's,Loyola MD,-3,125,H,12:00 PM,-1.3,-5.0
Western Carolina,USC Upstate,-3,145,H,5:00 PM,-0.7,-2.2
Stetson,FIU,-6,132,H,6:00 PM,-17.0,-21.0
Grambling St.,Connecticut,-21,139,H,3:00 PM,10.9,14.2
Old Dominion,George Mason,-10,128,H,6:00 PM,-12.7,-7.7
Little Rock,Arkansas,-23,145,H,3:00 PM,1.1,3.0
St. Francis PA,Ohio,-18,146,H,2:30 PM,0.2,2.4
Maine,Columbia,1,131,H,1:00 PM,-4.3,2.0
Southern,Akron,-10,138,H,6:00 PM,2.0,1.3
George Washington,Charlotte,-9,129,H,1:00 PM,-0.5,3.3
Southern Miss,Southern Illinois,-9,125,H,8:00 PM,-1.7,-12.1
Radford,West Virginia,-17,133,H,3:00 PM,7.1,9.0
Oral Roberts,Houston Baptist,9,153,H,7:00 PM,-2.3,-6.8
Northern Arizona,Idaho St.,-4,130,H,7:00 PM,10.9,7.7
SIU Edwardsville,Bradley,-7,133,H,2:00 PM,4.2,7.9
McNeese St.,Wyoming,-20,146,H,3:00 PM,-7.3,-6.8
Bucknell,Hofstra,-16,156,H,1:00 PM,-8.6,-14.5
Tennessee St.,Chicago St.,5,147,H,4:00 PM,4.9,0.2
Alcorn St.,Tulane,-10,132,H,1:00 PM,15.7,17.4
Dartmouth,Florida Gulf Coast,-10,138,H,6:00 PM,-2.1,-2.4
North Carolina Central,UNC Asheville,-9,137,H,1:00 PM,0.1,0.4
Cal St. Northridge,Fresno St.,-14,128,H,6:00 PM,-0.6,-3.4
American,Howard,-9,151,H,4:30 PM,-12.7,-11.6
Eastern Washington,Nebraska Omaha,7,143,H,12:00 PM,25.4,21.7
Southern Utah,Idaho,14,152,H,4:00 PM,6.2,2.9
Central Arkansas,Arkansas St.,-14,148,H,4:00 PM,5.9,3.4
Binghamton,Boston University,-12,134,H,12:00 PM,-6.8,-4.0
Tennessee Martin,Western Illinois,-18,154,H,1:00 PM,2.4,0.3
