AWAY,HOME,VegasSpread,VegasTotal,Court,Time,Reg_dif,Over_dif
Northwestern St.,Louisiana Monroe,-12,150,H,2:00 PM,-11.4,-3.4
Oakland,IUPUI,12,126,H,11:00 AM,9.5,13.6
Northern Illinois,Dayton,-13,121,H,1:00 PM,-11.7,-6.6
William & Mary,Davidson,-21,137,H,2:00 PM,-9.1,-13.7
Incarnate Word,Abilene Christian,-14,136,H,3:00 PM,7.3,4.9
Delaware St.,Longwood,-15,141,H,2:00 PM,-9.4,-2.6
Central Connecticut,New Hampshire,-13,135,H,3:00 PM,0.1,-3.0
Maryland Eastern Shore,Lehigh,-10,132,H,3:30 PM,18.6,17.3
Holy Cross,La Salle,-13,137,H,1:00 PM,-2.0,1.9
Mississippi Valley St.,Grand Canyon,-25,137,H,7:00 PM,9.2,7.4
