AWAY,HOME,VegasSpread,VegasTotal,Court,Time,Reg_dif,Over_dif
Marquette,Providence,-4,140,H,11:30 AM,6.6,6.5
Ohio St.,Purdue,-11,151,H,11:00 AM,6.5,-4.9
Loyola Chicago,Drake,2,130,H,1:00 PM,-6.2,-3.9
Cincinnati,East Carolina,3,135,H,11:00 AM,2.0,10.0
George Mason,Massachusetts,3,151,H,1:00 PM,3.5,8.4
Colorado,Washington St.,-8,128,H,9:00 PM,5.1,-3.1
Minnesota,Wisconsin,-10,136,H,12:00 PM,-4.5,-3.0
Fordham,George Washington,2,132,H,11:00 AM,-1.0,-0.6
Indiana St.,Bradley,-8,142,H,1:00 PM,-8.6,-2.8
Fort Wayne,Wright St.,-2,148,H,11:00 AM,8.7,8.7
New Orleans,McNeese St.,-2,146,H,5:00 PM,0.4,2.3
Cornell,Brown,-5,151,H,10:00 AM,5.3,3.7
Marist,Manhattan,2,142,H,1:00 PM,9.8,4.3
Cleveland St.,Northern Kentucky,2,130,H,11:00 AM,0.8,-5.6
Quinnipiac,Siena,-2,136,H,1:00 PM,-6.4,2.4
Pittsburgh,Boston College,-4,122,H,3:00 PM,19.3,7.5
LIU Brooklyn,Bryant,-8,156,H,12:00 PM,-2.1,-9.5
Saint Peter's,Iona,-10,132,H,12:00 PM,2.3,9.5
Canisius,Rider,-3,137,H,1:00 PM,-0.3,6.6
Loyola MD,Bucknell,2,140,H,5:00 PM,8.6,0.2
Valparaiso,Southern Illinois,-7,119,H,4:00 PM,-2.7,-1.5
Niagara,Monmouth,-9,127,H,1:00 PM,-0.7,2.7
Wagner,St. Francis NY,9,137,H,1:00 PM,-7.8,-3.9
Presbyterian,Campbell,-8,118,H,3:00 PM,-5.9,-4.3
Central Connecticut,Fairleigh Dickinson,-5,137,H,12:00 PM,-2.4,0.2
