AWAY,HOME,VegasSpread,VegasTotal,Court,Time,Reg_dif,Over_dif
Memphis,Virginia Tech,4,140,N,08:30 PM,-8.6,-12.3
Auburn,Connecticut,-2,138,N,01:30 PM,-13.2,-12.5
Loyola Chicago,Michigan St.,-2,138,N,11:00 AM,4.2,7.5
Florida,Ohio St.,2,138,N,07:30 PM,11.9,11.4
Saint Mary's,Wisconsin,-1,115,N,04:00 PM,-5.8,-6.4
Nevada,Washington,1,149,N,06:00 PM,-10.4,-7.4
George Mason,South Dakota St.,-2,152,N,08:30 PM,-2.5,-0.9
Syracuse,VCU,2,130,N,04:00 PM,-1.1,-0.7
Arizona St.,Baylor,-9,147,N,06:30 PM,-9.8,-8.2
Houston,Oregon,6,128,N,01:30 PM,16.0,6.9
Saint Louis,Stephen F. Austin,3,143,N,07:30 PM,1.1,-1.1
Delaware,Oakland,-1,139,N,06:30 PM,-3.1,-3.7
Notre Dame,Texas A&M,4,132,N,10:30 PM,-11.0,-11.6
East Tennessee St.,Kent St.,-2,136,N,07:00 PM,-3.0,-1.8
Santa Clara,Fresno St.,5,143,N,12:00 AM,11.6,9.7
Colgate,Harvard,3,147,H,06:00 PM,-3.6,1.4
Princeton,Monmouth,-3,147,H,06:00 PM,-0.7,0.1
Tulane,Valparaiso,1,133,N,01:30 PM,-6.3,-7.5
Western Illinois,Eastern Michigan,-1,145,H,02:00 PM,3.6,3.8
Montana,UC San Diego,-2,138,H,08:30 PM,-32.4,-30.8
Mercer,Middle Tennessee,1,137,N,02:00 PM,-5.7,-5.4
James Madison,Murray St.,-6,136,N,01:30 PM,-3.4,-8.7
Vanderbilt,Pittsburgh,4,128,H,08:00 PM,3.1,6.3
Iowa St.,Xavier,-10,136,N,06:00 PM,1.7,2.7
Fordham,Rice,-2,140,N,04:00 PM,7.7,7.2
Bowling Green,Southern Utah,-4,150,N,12:30 PM,-3.8,0.3
Stony Brook,Fairfield,-3,135,H,01:00 PM,-12.5,-14.3
Appalachian St.,Vermont,-4,124,N,12:30 PM,4.3,5.9
California,Seton Hall,-10,130,N,05:00 PM,-12.4,-13.2
New Orleans,Central Arkansas,1,157,H,01:00 PM,6.3,1.8
Nicholls St.,Utah Valley,-4,140,N,04:30 PM,-5.3,-7.6
Coastal Carolina,Toledo,-6,146,N,04:30 PM,-7.6,-9.3
Milwaukee,Yale,-5,137,N,10:00 AM,-18.3,-18.2
Cal St. Fullerton,Northern Arizona,2,146,H,07:00 PM,-6.2,-4.0
Sam Houston St.,SMU,-9,143,H,07:00 PM,2.6,3.3
Drexel,Jacksonville St.,-6,128,N,11:00 AM,2.1,4.9
Boston University,Florida St.,-14,132,H,06:00 PM,3.5,1.2
Buffalo,Illinois St.,10,150,N,05:00 PM,-0.4,-3.8
Akron,Evansville,4,124,N,10:00 AM,-2.6,-2.4
Pepperdine,TCU,-8,136,N,09:30 PM,0.3,3.4
Bucknell,Rider,-4,146,N,11:30 AM,6.9,5.5
Cal Baptist,Texas,-21,141,H,07:30 PM,-2.8,-4.3
Presbyterian,VMI,-4,136,N,03:00 PM,5.3,3.2
Southern Miss,UNC Wilmington,4,132,N,06:00 PM,-15.8,-14.3
St. Francis PA,Cornell,-3,141,H,03:00 PM,-18.3,-17.8
Tarleton St.,Michigan,-16,126,H,06:00 PM,12.3,15.4
Texas Southern,BYU,-17,139,H,08:00 PM,-3.8,-6.3
UMass Lowell,Massachusetts,-9,149,H,06:00 PM,16.8,20.3
George Washington,Missouri St.,-11,143,N,04:30 PM,-2.6,5.0
Long Beach St.,Wright St.,-9,153,N,11:00 AM,7.4,-1.8
Lamar,UTSA,-4,146,H,02:00 PM,14.2,17.1
Coppin St.,Canisius,-9,149,H,01:00 PM,12.4,8.9
Louisiana Monroe,Louisiana Tech,-12,138,H,06:30 PM,-0.8,-1.6
Jacksonville,Minnesota,-13,135,H,08:00 PM,5.7,5.3
Florida A&M,UTEP,-10,128,H,08:00 PM,1.4,3.1
Fairleigh Dickinson,NJIT,-9,149,H,01:00 PM,-8.3,-4.7
North Dakota,FIU,-8,140,H,10:00 AM,-8.4,-12.2
Albany,Eastern Illinois,6,132,N,11:00 AM,5.0,5.2
Denver,Air Force,-5,125,H,03:00 PM,3.7,8.9
William & Mary,Radford,-6,132,H,04:00 PM,-1.2,3.0
Alabama A&M,Western Kentucky,-15,133,H,04:00 PM,11.7,9.9
Houston Baptist,Oklahoma,-27,143,H,07:00 PM,-5.6,-1.7
Cal Poly,Idaho,7,137,N,02:00 PM,4.2,8.3
Hampton,South Florida,-10,128,H,06:00 PM,-6.6,-12.0
Arkansas Pine Bluff,UC Santa Barbara,-22,140,H,09:00 PM,17.2,20.8
Maryland Eastern Shore,Campbell,-20,124,H,12:00 PM,12.7,14.3
