AWAY,HOME,VegasSpread,VegasTotal,Court,Time,Reg_dif,Over_dif
Michigan St.,Wisconsin,-3,141,H,08:00 PM,-2.0,-14.1
Toledo,Ohio,-4,140,H,05:00 PM,6.8,-7.5
Illinois,Maryland,7,141,H,06:00 PM,7.7,5.5
Fresno St.,Nevada,5,131,H,10:00 PM,11.6,8.4
Wagner,LIU Brooklyn,2,146,H,06:00 PM,-12.7,-7.0
St. Bonaventure,Duquesne,1,139,H,06:00 PM,-17.9,-7.2
Saint Peter's,Niagara,-3,121,H,06:00 PM,6.6,2.6
Kent St.,Buffalo,-6,140,H,07:00 PM,4.5,10.3
Bryant,Merrimack,2,128,H,06:00 PM,6.2,16.3
Siena,Manhattan,-4,138,H,06:00 PM,13.8,9.8
Rider,Canisius,-2,136,H,06:00 PM,1.3,-1.8
Youngstown St.,Cleveland St.,-8,144,H,06:00 PM,-0.9,-0.8
Sacred Heart,Mount St. Mary's,-3,133,H,06:00 PM,-4.4,-0.8
St. Francis NY,Fairleigh Dickinson,-2,142,H,06:00 PM,1.8,3.6
Robert Morris,Fort Wayne,-8,142,H,06:00 PM,-6.3,-2.3
Evansville,Illinois St.,-9,137,H,06:00 PM,-5.8,-5.3
