AWAY,HOME,VegasSpread,VegasTotal,Court,Time,Reg_dif,Over_dif
Auburn,Arkansas,2,150,H,06:00 PM,-12.1,-11.1
Indiana,Northwestern,1,137,H,08:00 PM,-1.0,-8.9
Illinois,Purdue,-6,150,H,08:00 PM,-7.5,1.0
Iowa St.,West Virginia,-1,127,H,06:00 PM,-7.3,-10.3
LSU,Texas A&M,1,131,H,06:00 PM,-12.0,-13.1
Marquette,Connecticut,-3,145,H,05:30 PM,13.3,20.3
North Carolina,Clemson,-1,151,H,05:00 PM,-1.7,-3.7
Saint Mary's,Santa Clara,2,140,H,10:00 PM,2.0,-4.0
Wisconsin,Michigan St.,-3,141,H,06:00 PM,3.8,7.6
Wichita St.,UCF,-1,133,H,08:00 PM,10.4,15.7
Utah St.,Wyoming,-3,143,H,08:00 PM,1.0,1.0
Oklahoma St.,TCU,-2,128,H,06:00 PM,5.9,5.9
Michigan,Penn St.,1,127,H,08:00 PM,7.2,2.7
Villanova,St. John's,7,143,H,07:30 PM,-8.1,-4.4
Ohio,Toledo,-4,146,H,06:00 PM,7.4,6.6
Colorado St.,Nevada,3,151,H,10:00 PM,1.1,-2.7
UCLA,Stanford,7,135,H,10:00 PM,5.2,-8.9
Kentucky,South Carolina,12,142,H,06:00 PM,3.7,8.0
Syracuse,Boston College,4,146,H,07:00 PM,5.1,12.0
Cal St. Fullerton,Long Beach St.,-3,147,H,09:00 PM,-12.1,-2.3
Rhode Island,VCU,-6,116,H,06:00 PM,-3.1,-4.1
East Carolina,Tulsa,-5,141,H,07:00 PM,-11.5,-10.9
Missouri,Vanderbilt,-7,131,H,08:00 PM,15.3,2.9
Fordham,St. Bonaventure,-6,132,H,06:00 PM,4.4,9.2
Saint Louis,La Salle,10,144,H,06:00 PM,-0.3,2.3
UMKC,St. Thomas,-3,143,H,07:00 PM,18.3,12.2
Butler,Creighton,-8,122,H,08:00 PM,13.5,15.8
Old Dominion,Florida Atlantic,-6,132,H,05:00 PM,-0.5,-5.3
Bowling Green,Kent St.,-7,149,H,06:00 PM,-12.8,-3.5
Marist,Monmouth,-7,133,H,06:00 PM,3.5,-9.4
Portland,San Francisco,-18,142,H,09:00 PM,-1.1,9.2
Manhattan,Rider,-4,144,H,06:00 PM,-8.0,-13.2
Eastern Michigan,Buffalo,-10,150,H,06:00 PM,5.5,2.0
Akron,Northern Illinois,5,125,H,07:00 PM,-5.3,4.7
Air Force,UNLV,-11,125,H,09:00 PM,-6.3,-11.5
Pacific,USC,-19,135,H,09:00 PM,9.4,4.7
Lipscomb,Liberty,-17,149,H,06:00 PM,-3.1,-7.3
Evansville,Indiana St.,-11,127,H,06:00 PM,-6.9,-5.7
Central Michigan,Ball St.,-13,151,H,06:00 PM,1.7,-8.0
Western Michigan,Miami OH,-9,145,H,06:00 PM,17.8,16.7
