AWAY,HOME,VegasSpread,VegasTotal,Court,Time,Reg_dif,Over_dif
Iowa,Minnesota,1,157,H,01:00 PM,-4.8,-0.8
Cincinnati,Wichita St.,-2,130,H,12:00 PM,-4.1,6.0
Bradley,Illinois St.,3,151,H,07:00 PM,7.4,8.7
Penn St.,Ohio St.,-8,134,H,11:00 AM,2.7,13.7
Monmouth,Marist,3,133,H,01:00 PM,-3.6,-4.4
Navy,Boston University,1,127,H,12:00 PM,2.5,-2.9
Fairfield,Quinnipiac,1,143,H,01:00 PM,-7.5,1.5
Saint Peter's,Rider,1,135,H,01:00 PM,-1.2,3.6
Georgetown,St. John's,-14,168,H,03:30 PM,4.6,-13.6
Army,Lafayette,2,146,H,01:00 PM,-0.5,16.6
Loyola MD,Lehigh,2,140,H,05:00 PM,9.2,-4.5
Butler,Villanova,-15,115,H,11:00 AM,2.3,-2.9
Niagara,Iona,-12,138,H,12:00 PM,-6.7,-2.0
Binghamton,Maine,1,133,H,12:00 PM,-1.2,-5.0
Bucknell,American,1,147,H,01:00 PM,5.7,-2.8
Canisius,Manhattan,-7,147,H,01:00 PM,-0.1,4.6
