AWAY,HOME,VegasSpread,VegasTotal,Court,Time,Reg_dif,Over_dif
Purdue,Iowa,1,161,H,08:00 PM,2.1,8.7
BYU,Santa Clara,1,151,H,10:00 PM,-0.8,-5.6
Ohio St.,Minnesota,1,139,H,07:00 PM,6.4,4.6
Saint Mary's,San Francisco,-4,124,H,09:00 PM,2.8,-2.9
Hofstra,College of Charleston,1,159,H,06:00 PM,2.8,7.1
Colorado,Washington,1,135,H,10:00 PM,-3.6,-1.1
UAB,Western Kentucky,4,154,H,08:00 PM,-3.5,4.8
Jacksonville St.,Kennesaw St.,-1,139,H,06:30 PM,-5.5,-0.9
Drexel,James Madison,-2,146,H,06:00 PM,6.1,6.1
Wisconsin,Nebraska,8,148,H,04:00 PM,-3.1,-2.9
Middle Tennessee,Marshall,4,150,H,06:00 PM,10.7,1.2
Cal St. Fullerton,UC Davis,-2,142,H,08:00 PM,6.9,3.3
Weber St.,Northern Colorado,-5,159,H,07:00 PM,-3.3,3.1
Gardner Webb,UNC Asheville,-1,133,H,06:00 PM,-1.4,6.6
Loyola Chicago,Southern Illinois,4,122,H,07:00 PM,-15.8,-5.7
North Dakota St.,South Dakota,-1,139,H,07:00 PM,2.5,2.0
Florida Atlantic,UTEP,-1,129,H,08:00 PM,5.2,1.5
Nicholls St.,McNeese St.,1,149,H,07:30 PM,-6.1,-3.7
Stanford,USC,-10,138,H,10:00 PM,11.1,6.9
Texas St.,UT Arlington,1,127,H,07:00 PM,-14.2,-11.7
Loyola Marymount,Gonzaga,-29,157,H,10:00 PM,-4.5,-8.6
Texas A&M Corpus Chris,Southeastern Louisiana,-3,147,H,08:00 PM,-5.4,-3.1
Eastern Kentucky,Florida Gulf Coast,-4,154,H,04:00 PM,-3.1,1.0
Georgia Southern,Louisiana Monroe,-2,144,H,06:30 PM,-4.6,3.1
East Carolina,Memphis,-12,150,H,08:00 PM,4.5,-3.7
California,UCLA,-15,129,H,08:00 PM,6.0,-9.1
UMKC,Denver,-2,130,H,08:00 PM,-6.5,-0.7
Long Beach St.,UC Riverside,-8,134,H,09:00 PM,8.3,15.4
Ball St.,Northern Illinois,2,140,H,07:00 PM,6.5,7.0
Troy,South Alabama,-6,134,H,07:00 PM,8.6,-2.5
Georgia St.,Louisiana Lafayette,-8,144,H,07:00 PM,-13.3,1.3
Morehead St.,Southeast Missouri St.,6,154,H,08:00 PM,4.3,-10.7
Murray St.,Tennessee Tech,11,139,H,06:00 PM,-0.5,-6.1
Rice,Louisiana Tech,-11,149,H,06:30 PM,-4.1,-0.9
Arkansas St.,Appalachian St.,-4,130,H,05:30 PM,2.2,-10.5
Eastern Washington,Montana St.,-8,146,H,08:00 PM,1.2,5.7
Southern Utah,Portland St.,2,142,H,09:00 PM,-1.7,-5.4
FIU,UTSA,4,130,H,07:00 PM,-7.0,-6.7
Belmont,Austin Peay,13,145,H,07:30 PM,5.5,-5.1
Lipscomb,Jacksonville,-6,134,H,06:00 PM,1.9,5.3
New Orleans,Houston Baptist,4,142,H,07:00 PM,-3.2,-3.1
Central Arkansas,North Florida,-4,152,H,07:00 PM,8.7,0.2
Pepperdine,San Diego,-9,133,H,09:30 PM,3.7,-8.4
Northeastern,UNC Wilmington,-5,131,H,06:00 PM,-16.4,-13.3
Cal Poly,UC San Diego,-4,128,H,09:00 PM,13.2,5.6
Tennessee St.,SIU Edwardsville,-8,142,H,07:30 PM,5.1,9.4
Milwaukee,Robert Morris,-3,141,H,06:00 PM,-6.7,-16.7
St. Francis NY,Sacred Heart,-5,145,H,06:00 PM,8.8,13.3
Cal St. Bakersfield,UC Irvine,-8,118,H,09:00 PM,11.6,8.5
Illinois Chicago,Detroit,-8,140,H,06:00 PM,-5.8,-2.2
Pacific,Portland,-8,134,H,09:00 PM,-10.1,-6.7
Mount St. Mary's,Fairleigh Dickinson,3,133,H,06:00 PM,10.6,14.5
North Alabama,Liberty,-14,128,H,06:00 PM,-5.4,-10.7
LIU Brooklyn,Central Connecticut,7,143,H,06:00 PM,8.4,-0.4
Bellarmine,Stetson,5,127,H,06:30 PM,4.5,19.0
Oral Roberts,Nebraska Omaha,14,158,H,07:00 PM,3.2,3.7
North Texas,Southern Miss,15,117,H,07:00 PM,5.3,-7.6
St. Francis PA,Wagner,-15,139,H,06:00 PM,-0.1,-3.0
Little Rock,Coastal Carolina,-13,141,H,06:00 PM,-4.2,-0.5
Utah Valley,Chicago St.,12,126,H,07:00 PM,2.2,-4.1
Merrimack,Bryant,-11,131,H,06:00 PM,-12.5,-8.8
North Dakota,South Dakota St.,-29,171,H,07:00 PM,0.4,-4.3
William & Mary,Elon,-10,142,H,06:00 PM,3.0,6.1
Idaho,Montana,-13,145,H,08:00 PM,-12.4,-4.9
Green Bay,Youngstown St.,-9,133,H,06:00 PM,-2.3,-2.6
Cal St. Northridge,Hawaii,-14,128,H,10:59 PM,-15.6,-14.8
Incarnate Word,Northwestern St.,-8,148,H,07:30 PM,-3.3,-6.1
Idaho St.,Sacramento St.,-10,124,H,09:00 PM,-5.1,-2.5
Eastern Illinois,Tennessee Martin,-16,126,H,08:00 PM,-3.4,7.5
