AWAY,HOME,VegasSpread,VegasTotal,Court,Time,Reg_dif,Over_dif
West Virginia,Kansas St.,1,141,N,6:00 PM,2.1,2.7
Utah,Washington,-1,145,N,10:30 PM,-1.4,-18.9
Syracuse,Florida St.,3,149,N,11:00 AM,5.1,-4.0
New Mexico,Nevada,-2,160,N,1:00 PM,-5.6,4.1
Utah Valley,Abilene Christian,1,135,N,10:30 PM,-7.8,-7.2
Clemson,Virginia Tech,-5,133,N,6:00 PM,-9.2,-0.5
Nebraska,Northwestern,-5,149,N,5:00 PM,14.6,18.7
DePaul,St. John's,-7,157,H,6:00 PM,-4.5,2.1
Minnesota,Penn St.,-1,123,N,7:30 PM,3.4,-1.2
Stanford,Arizona St.,-3,125,N,2:00 PM,-24.8,-13.1
Old Dominion,UTEP,-1,127,N,8:00 PM,-1.8,-2.2
Butler,Xavier,-6,132,N,3:30 PM,22.0,3.5
Mississippi,Missouri,5,131,N,5:00 PM,1.1,1.2
Boston College,Wake Forest,-9,141,N,1:30 PM,7.6,2.7
California,Washington St.,-7,125,N,8:00 PM,3.5,-3.5
Cal Baptist,Sam Houston St.,-3,131,N,8:00 PM,-1.4,-1.4
Georgia,Vanderbilt,-8,148,N,7:00 PM,-0.2,3.9
Louisville,Virginia,-5,123,N,8:30 PM,-9.6,-5.6
Georgetown,Seton Hall,-11,149,N,8:30 PM,-5.7,-1.0
Rice,Charlotte,-3,147,N,5:30 PM,-15.0,-13.1
Prairie View A&M,Alcorn St.,-2,144,N,8:30 PM,-1.2,-9.9
Saint Joseph's,La Salle,5,137,N,12:00 PM,-2.0,-0.6
Marshall,Louisiana Tech,-9,157,N,6:00 PM,12.3,7.3
Louisiana Tech,Marshall,9,157,N,6:00 PM,-12.3,-7.3
Fairfield,Saint Peter's,-4,122,N,8:30 PM,-9.1,-5.8
Navy,Colgate,-5,127,H,6:30 PM,-7.0,-8.4
Rider,Iona,-9,141,N,6:00 PM,9.4,12.1
McNeese St.,Northwestern St.,2,160,N,7:30 PM,-11.6,-8.5
Oregon St.,Oregon,-11,147,N,4:30 PM,5.0,13.2
Jackson St.,Southern,-3,127,N,2:00 PM,9.5,4.2
Coppin St.,Howard,-6,152,N,7:30 PM,-13.7,-0.1
Jackson St.,Texas Southern,-5,123,N,2:00 PM,5.3,-0.1
Idaho,Sacramento St.,-1,145,N,10:30 AM,-6.5,-11.1
Hartford,UMBC,-7,153,H,6:00 PM,2.8,2.8
Air Force,Utah St.,-12,126,N,3:30 PM,-0.9,1.7
Duquesne,Rhode Island,-8,128,N,2:30 PM,-4.9,-2.8
Idaho St.,Portland St.,-5,137,N,1:00 PM,6.3,1.8
Binghamton,Vermont,-18,136,H,6:00 PM,-7.9,-4.5
San Jose St.,Fresno St.,-14,120,N,6:00 PM,9.4,3.2
Northern Arizona,Eastern Washington,-8,144,N,3:30 PM,0.6,-1.2
Southern Miss,Florida Atlantic,-13,141,N,8:30 PM,2.5,2.0
Florida Atlantic,Southern Miss,13,141,N,8:30 PM,-2.5,-2.0
Incarnate Word,Houston Baptist,-4,142,N,5:00 PM,-0.6,-0.0
