AWAY,HOME,VegasSpread,VegasTotal,Court,Time,Reg_dif,Over_dif
LSU,Auburn,-3,137,H,06:00 PM,-6.6,-1.5
Tennessee,Alabama,-4,148,H,08:00 PM,8.7,14.0
Seton Hall,Providence,-3,141,H,06:00 PM,-9.1,-6.9
Wake Forest,Louisville,-4,140,H,07:00 PM,7.0,10.5
DePaul,Butler,1,131,H,04:00 PM,12.9,11.2
Wichita St.,East Carolina,2,134,H,06:00 PM,-0.8,7.9
Arkansas,Mississippi St.,-7,141,H,04:00 PM,-4.3,-13.6
SMU,Tulsa,2,142,H,07:00 PM,3.6,5.2
Nevada,Kansas,-18,164,H,07:00 PM,-1.6,0.3
Memphis,Tulane,8,146,H,07:00 PM,-10.3,2.6
Miami OH,Buffalo,-6,154,H,03:00 PM,2.1,5.2
North Carolina St.,Miami FL,-6,148,H,08:00 PM,-4.7,-11.9
LIU Brooklyn,Sacred Heart,1,149,H,06:00 PM,8.9,14.6
Gardner Webb,Georgia,-4,142,H,06:00 PM,4.9,1.6
Western Illinois,Iowa,-18,166,H,07:00 PM,9.3,-7.7
Washington,Washington St.,-15,135,H,10:00 PM,-0.2,-8.2
Nicholls St.,Purdue,-27,153,H,04:00 PM,-2.1,-1.5
VMI,Wofford,-8,140,H,06:00 PM,9.3,7.3
Cornell,Syracuse,-17,167,H,06:00 PM,8.5,-2.5
Wagner,St. Francis PA,6,142,H,06:00 PM,13.2,21.4
Northeastern,Elon,5,133,H,06:00 PM,8.6,-0.0
Missouri,Kentucky,-21,139,H,06:00 PM,-8.1,-13.6
High Point,Michigan St.,-22,134,H,02:00 PM,-5.0,-6.7
Samford,Furman,-12,150,H,06:00 PM,6.5,2.1
Delaware,UNC Wilmington,7,139,H,06:00 PM,10.5,-1.7
Illinois St.,Wisconsin,-15,139,H,07:00 PM,10.7,20.0
Utah St.,Air Force,12,128,H,02:00 PM,6.2,9.2
Bryant,Central Connecticut,6,144,H,06:00 PM,-6.9,-1.8
St. Francis NY,Merrimack,-4,116,H,06:00 PM,11.6,10.3
North Florida,Kansas St.,-17,135,H,07:00 PM,-10.9,-1.6
Alcorn St.,Minnesota,-19,133,H,07:00 PM,-8.5,-3.7
Western Michigan,Toledo,-19,147,H,06:00 PM,-7.9,-20.4
Central Arkansas,Texas A&M,-22,148,H,07:00 PM,-0.9,1.6
Hofstra,William & Mary,20,146,H,06:00 PM,10.0,22.5
Central Michigan,Kent St.,-18,142,H,03:30 PM,-4.1,-1.6
Eastern Illinois,Morehead St.,-20,126,H,06:00 PM,-10.1,-4.9
