AWAY,HOME,VegasSpread,VegasTotal,Court,Time,Reg_dif,Over_dif
Kansas,Oklahoma St.,5,149,H,08:00 PM,10.2,0.1
Kentucky,LSU,-4,138,H,06:00 PM,11.4,12.8
Illinois,Minnesota,3,139,H,06:00 PM,-1.6,7.2
Florida St.,Wake Forest,-3,145,H,06:00 PM,-8.6,-0.9
Oklahoma,Baylor,-11,137,H,06:00 PM,1.7,5.3
Providence,Marquette,5,141,H,08:00 PM,13.1,19.5
Ohio,Akron,1,127,H,05:00 PM,-9.7,-8.9
Vanderbilt,Arkansas,-5,141,H,07:30 PM,8.3,12.3
Auburn,South Carolina,10,140,H,05:30 PM,6.0,7.4
Michigan,Rutgers,5,129,H,06:00 PM,-5.4,-6.3
Texas,Kansas St.,6,114,H,06:00 PM,-0.1,10.5
Seton Hall,Butler,5,127,H,07:00 PM,2.5,2.8
Kent St.,Ball St.,1,139,H,06:00 PM,-7.1,1.0
Georgia Tech,Duke,-17,143,H,08:00 PM,-4.8,-3.9
Virginia,Clemson,-6,118,H,08:00 PM,-4.4,-7.8
Texas A&M,Georgia,5,139,H,06:00 PM,3.5,6.5
Tulsa,Memphis,-15,149,H,08:00 PM,9.6,-3.6
North Carolina St.,Virginia Tech,-13,135,H,06:00 PM,6.0,-2.0
Eastern Michigan,Western Michigan,1,141,H,06:00 PM,2.9,6.4
North Alabama,Lipscomb,-4,140,H,07:00 PM,20.6,15.5
Boston University,Navy,-7,125,H,06:00 PM,-4.4,-5.5
Army,Bucknell,-4,148,H,06:00 PM,-8.6,-7.6
Liberty,Stetson,6,126,H,06:00 PM,5.0,5.8
Long Beach St.,Cal St. Fullerton,-9,147,H,09:00 PM,-0.9,2.7
Air Force,Colorado St.,-18,132,H,08:00 PM,-0.8,-1.9
Colgate,Lehigh,8,146,H,06:00 PM,3.0,-0.9
Central Arkansas,Eastern Kentucky,-18,168,H,06:00 PM,4.2,7.0
Toledo,Central Michigan,15,153,H,06:00 PM,12.9,0.1
