AWAY,HOME,VegasSpread,VegasTotal,Court,Time,Reg_dif,Over_dif
Kansas,Iowa St.,-1,139,H,06:00 PM,-3.7,3.8
Providence,St. John's,1,147,H,08:00 PM,5.1,0.4
Alabama,Auburn,-10,158,H,08:00 PM,-9.7,-5.6
Texas,Texas Tech,-4,114,H,08:00 PM,-5.9,-8.9
Michigan St.,Maryland,3,141,H,06:00 PM,-2.9,-1.7
North Carolina,Louisville,4,146,H,07:00 PM,9.0,3.7
Davidson,St. Bonaventure,1,143,H,06:00 PM,4.7,3.0
Creighton,Connecticut,-7,133,H,05:30 PM,15.8,10.4
Seton Hall,Georgetown,5,157,H,07:30 PM,-16.3,-11.1
Texas A&M,Tennessee,-9,131,H,06:00 PM,2.8,0.0
Mississippi,LSU,-10,122,H,08:00 PM,21.3,36.4
California,Stanford,-4,128,H,09:00 PM,7.1,1.9
Rutgers,Northwestern,-7,131,H,06:00 PM,6.2,-4.4
Nevada,UNLV,-7,149,H,09:30 PM,-8.7,-17.0
South Carolina,Mississippi St.,-9,135,H,06:00 PM,-0.2,-7.8
Kent St.,Miami OH,-1,135,H,06:00 PM,16.7,32.0
Nebraska,Michigan,-15,147,H,08:00 PM,2.4,11.0
Toledo,Eastern Michigan,9,145,H,06:00 PM,7.0,2.8
Richmond,Duquesne,4,138,H,06:00 PM,1.7,8.4
Tulsa,Wichita St.,-9,135,H,08:00 PM,0.4,-0.8
UC Davis,UC Riverside,-8,126,H,09:00 PM,-4.8,10.2
Northern Illinois,Western Michigan,-2,134,H,06:00 PM,-1.7,14.2
Boston College,Virginia,-7,117,H,05:00 PM,-10.3,-4.3
Bowling Green,Central Michigan,6,166,H,06:00 PM,1.8,-10.7
Ball St.,Ohio,-14,144,H,06:00 PM,3.7,-9.4
Air Force,Utah St.,-14,122,H,08:00 PM,-0.1,-13.0
Canisius,Siena,-6,130,H,06:00 PM,-9.5,-6.4
Fresno St.,San Jose St.,12,122,H,10:00 PM,15.2,14.9
