AWAY,HOME,VegasSpread,VegasTotal,Court,Time,Reg_dif,Over_dif
Houston,Alabama,-1,141,H,09:00 PM,11.7,1.7
Arizona,Illinois,-1,153,H,04:00 PM,19.8,12.1
Arkansas,Oklahoma,-1,141,N,12:30 PM,-4.6,-2.3
Kentucky,Notre Dame,1,145,H,04:15 PM,7.9,8.3
Colorado St.,Mississippi St.,1,145,N,01:00 PM,9.4,17.1
TCU,Texas A&M,-1,127,N,05:30 PM,-4.3,1.0
UCLA,Marquette,7,155,H,08:30 PM,-6.9,-1.5
Santa Clara,California,1,137,H,08:00 PM,-7.8,-9.2
Wisconsin,Ohio St.,-4,134,H,11:00 AM,-2.0,-0.6
Clemson,Drake,2,136,N,01:00 PM,10.5,5.8
South Dakota St.,Washington St.,-6,156,N,02:00 PM,-10.9,-21.4
Connecticut,St. Bonaventure,5,135,N,03:00 PM,0.9,5.9
Cincinnati,Xavier,-7,131,H,07:30 PM,-5.2,-8.3
Marshall,Eastern Kentucky,-5,175,H,06:00 PM,-4.4,-8.2
Syracuse,Georgetown,5,157,H,11:00 AM,1.9,5.4
New Mexico St.,Loyola Marymount,-2,140,H,06:00 PM,2.5,3.7
BYU,Creighton,7,137,N,11:00 AM,0.0,6.1
Temple,Saint Joseph's,-2,140,H,12:00 PM,-4.4,1.7
Georgia Tech,LSU,-10,138,N,05:00 PM,-9.3,-14.9
Boston College,Saint Louis,-4,132,H,04:00 PM,-2.1,8.3
UC Irvine,Fresno St.,-4,118,H,06:00 PM,-0.8,-5.2
Auburn,Nebraska,12,148,N,10:30 AM,4.8,14.9
Liberty,Stephen F. Austin,3,131,N,06:00 PM,4.2,14.1
Minnesota,Michigan,-10,130,H,05:30 PM,10.9,-0.5
Massachusetts,North Texas,-4,138,N,03:30 PM,-11.2,-9.8
Mississippi,Western Kentucky,6,132,N,07:30 PM,-2.4,5.5
Southern Illinois,Tulsa,-2,122,H,01:00 PM,0.9,7.8
Gardner Webb,VMI,-2,142,H,12:00 PM,0.9,-6.5
Florida Gulf Coast,Robert Morris,2,156,H,06:00 PM,2.6,5.5
Pacific,San Jose St.,-2,132,H,03:00 PM,-11.0,-12.2
Penn St.,Michigan St.,-12,126,H,01:00 PM,-2.1,-2.7
FIU,Eastern Michigan,-1,135,H,12:00 PM,6.2,4.6
New Hampshire,Duquesne,-1,131,H,12:00 PM,7.3,1.8
Toledo,Richmond,-9,147,H,05:00 PM,-5.1,-3.4
Charlotte,Valparaiso,-3,135,H,12:00 PM,-8.5,-4.8
Montana St.,St. Thomas,2,148,H,07:00 PM,-8.8,0.7
Morehead St.,East Tennessee St.,-4,126,H,03:00 PM,0.1,-2.9
UNC Asheville,Western Carolina,1,145,H,01:00 PM,7.3,2.6
Utah Valley,Wyoming,-8,132,H,09:00 PM,11.6,7.8
Louisiana Lafayette,Louisiana Tech,-11,151,H,11:00 AM,-12.7,-5.9
Georgia Southern,Mercer,-3,129,H,01:00 PM,5.7,-3.4
Penn,La Salle,-3,139,H,01:00 PM,3.2,-6.5
UC Santa Barbara,Saint Mary's,-9,125,H,05:00 PM,-3.4,2.7
Drexel,Abilene Christian,-7,135,H,06:00 PM,-1.7,-3.3
Bryant,Stony Brook,-6,146,H,05:30 PM,-7.2,-0.2
VCU,Old Dominion,5,109,H,07:00 PM,6.1,2.8
Southeast Missouri St.,Fort Wayne,-3,153,H,12:00 PM,0.6,9.5
Austin Peay,North Florida,-2,142,H,01:00 PM,15.0,10.7
Oral Roberts,Missouri St.,-11,153,H,03:00 PM,-2.3,-1.8
Missouri,Kansas,-24,142,H,02:15 PM,-14.3,-15.9
Sam Houston St.,UTSA,6,146,N,03:00 PM,5.0,3.5
Eastern Washington,North Dakota,2,152,H,01:00 PM,4.0,4.1
UNC Greensboro,Tennessee,-16,124,H,03:30 PM,1.3,9.5
Troy,Tennessee Tech,-5,137,H,01:00 PM,-15.3,-13.1
Princeton,Lafayette,5,139,H,01:00 PM,-8.8,-1.6
St. Francis NY,Delaware St.,1,143,H,12:00 PM,5.9,11.5
Ohio,Stetson,10,140,H,02:00 PM,5.9,7.4
Grambling St.,Incarnate Word,2,142,H,02:30 PM,1.3,5.3
Boston University,Dartmouth,4,122,H,05:30 PM,1.2,3.8
New Orleans,Utah St.,-18,150,H,08:00 PM,0.4,3.6
Towson,Coppin St.,8,140,H,02:00 PM,2.2,14.1
Elon,North Carolina,-23,159,H,07:00 PM,-14.8,-17.3
Norfolk St.,Wichita St.,-15,133,H,06:00 PM,0.4,3.5
Manhattan,Utah,-14,140,H,04:00 PM,4.2,0.6
North Carolina A&T,UCF,-18,140,H,01:00 PM,-2.5,-2.9
Denver,Dixie St.,-6,148,H,08:00 PM,1.1,-0.6
Radford,James Madison,-11,133,H,06:00 PM,-0.8,-7.6
Southeastern Louisiana,Southern,-7,145,H,05:30 PM,-1.2,-2.5
Cal Poly,Portland St.,-7,129,H,09:00 PM,7.7,8.4
Morgan St.,Longwood,-10,140,H,02:00 PM,-9.2,-2.8
UNC Wilmington,Jacksonville,-6,130,H,02:00 PM,-11.0,-10.3
Illinois St.,Chicago St.,5,141,H,02:00 PM,-1.1,-11.6
