AWAY,HOME,VegasSpread,VegasTotal,Court,Time,Reg_dif,Over_dif
Illinois Chicago,Central Michigan,5,143,H,03:30 PM,10.3,8.4
Middle Tennessee,Tennessee Martin,9,145,H,08:00 PM,1.1,2.3
Hartford,UNLV,-10,138,H,02:00 PM,1.0,1.7
Canisius,Youngstown St.,-8,146,H,01:00 PM,-15.6,-13.2
Rice,Houston Baptist,9,153,H,07:00 PM,-8.7,-6.5
Lamar,UT Arlington,-7,139,H,02:00 PM,-4.8,-8.3
Western Michigan,Detroit,-8,142,H,12:00 PM,-5.7,-0.9
Texas A&M Corpus Chris,Nebraska Omaha,5,141,H,07:00 PM,29.7,15.6
Sacramento St.,Oregon St.,-8,134,H,06:00 PM,16.5,10.6
Northern Arizona,South Dakota,-8,140,H,03:30 PM,4.9,4.1
Siena,Holy Cross,4,132,H,01:00 PM,9.4,13.1
USC Upstate,Wake Forest,-24,146,H,06:00 PM,-8.5,-15.1
Alabama A&M,Samford,-11,141,H,06:00 PM,-9.0,-7.9
Alabama St.,Pepperdine,-13,147,H,05:00 PM,-11.2,-12.5
Central Connecticut,Providence,-24,136,H,01:00 PM,5.6,-5.3
Maine,Quinnipiac,-11,139,H,01:00 PM,-12.4,-14.5
Idaho,Cal St. Bakersfield,-12,142,H,09:00 PM,9.8,18.1
American,Mount St. Mary's,-9,131,H,03:00 PM,-16.6,-8.7
Arkansas St.,Mississippi Valley St.,15,147,H,04:00 PM,-6.0,-4.6
Eastern Illinois,Butler,-18,120,H,03:00 PM,3.6,-1.0
Columbia,Albany,-10,132,H,06:00 PM,-2.3,0.7
