AWAY,HOME,VegasSpread,VegasTotal,Court,Time,Reg_dif,Over_dif
Saint Mary's,UCLA,-2,124,N,6:10 PM,6.5,17.0
Memphis,Gonzaga,-9,157,N,8:40 PM,17.8,12.6
North Carolina,Baylor,-7,149,N,11:10 AM,7.7,9.2
Michigan,Tennessee,-6,134,N,4:15 PM,-2.0,-8.0
Dayton,Vanderbilt,-2,130,H,11:00 PM,-10.2,0.9
SMU,Washington St.,-4,138,H,11:00 PM,2.0,-2.1
VCU,Wake Forest,-6,140,H,3:00 PM,1.2,-3.9
New Mexico St.,Arkansas,-6,140,N,7:40 PM,7.5,15.2
Richmond,Providence,-3,135,N,5:10 PM,7.3,10.6
Creighton,Kansas,-11,139,N,1:40 PM,-7.4,-5.4
Oregon,Texas A&M,-5,143,H,11:00 AM,-16.0,-0.1
Northern Iowa,BYU,-6,148,H,8:00 PM,6.9,8.2
Saint Peter's,Murray St.,-6,126,N,6:45 PM,13.8,9.7
Virginia,North Texas,-3,105,H,11:00 PM,8.3,4.3
Portland,New Orleans,2,152,H,9:00 PM,15.5,5.3
Drake,Fort Wayne,7,139,N,11:00 AM,4.5,0.7
Cal Baptist,Middle Tennessee,-7,139,N,4:00 PM,-2.7,-12.4
Ohio,Rice,6,148,N,6:30 PM,-5.4,-2.3
Stephen F. Austin,UNC Asheville,6,140,N,1:30 PM,4.4,3.8
