AWAY,HOME,VegasSpread,VegasTotal,Court,Time,Reg_dif,Over_dif
UCLA,Arizona,-4,148,H,07:00 PM,5.8,16.5
San Francisco,BYU,-2,140,H,09:00 PM,6.2,15.5
Iowa,Ohio St.,-4,156,H,07:00 PM,-10.1,-7.7
Boise St.,Wyoming,1,127,H,08:00 PM,13.5,7.1
Oregon,Colorado,2,136,H,09:00 PM,5.8,22.4
St. John's,Georgetown,4,164,H,05:00 PM,-5.9,3.1
Utah Valley,Stephen F. Austin,-1,131,H,06:30 PM,3.5,2.7
Towson,Hofstra,-3,143,H,06:00 PM,3.2,-5.6
Washington St.,Stanford,4,128,H,08:00 PM,3.9,16.2
Louisiana Tech,Florida Atlantic,2,140,H,06:00 PM,-1.2,1.7
Liberty,Bellarmine,1,129,H,12:30 PM,-0.3,-3.7
Western Kentucky,Charlotte,-2,148,H,06:00 PM,6.1,1.3
USC,Arizona St.,5,133,H,10:00 PM,-8.3,-11.5
South Alabama,Georgia Southern,2,134,H,06:00 PM,2.7,-4.4
Seattle,Grand Canyon,-4,132,H,08:00 PM,8.1,9.3
Gonzaga,San Diego,18,148,H,08:00 PM,0.9,-6.2
Troy,Georgia St.,-2,134,H,06:00 PM,12.8,3.8
UC Irvine,UC Santa Barbara,-2,124,H,09:00 PM,-7.3,-5.2
Hawaii,UC Riverside,-3,125,H,10:00 PM,11.6,7.6
James Madison,Northeastern,-1,145,H,06:00 PM,1.4,-3.2
Montana,Weber St.,-4,140,H,08:00 PM,10.3,0.5
Appalachian St.,Texas St.,-3,123,H,07:00 PM,9.4,12.3
UNC Wilmington,Elon,-1,135,H,06:00 PM,1.0,11.1
Washington,California,-6,128,H,10:00 PM,2.5,2.8
Kennesaw St.,Eastern Kentucky,-3,151,H,04:00 PM,4.3,-0.2
New Orleans,Texas A&M Corpus Chris,-3,145,H,07:30 PM,5.4,13.3
Drexel,Delaware,-6,144,H,05:00 PM,-5.1,-5.9
Jacksonville,North Alabama,-1,113,H,08:00 PM,-6.9,-6.3
Detroit,Wright St.,-3,147,H,06:00 PM,0.8,-5.5
Florida Gulf Coast,Central Arkansas,4,164,H,07:45 PM,-9.2,-2.0
Oakland,Northern Kentucky,4,134,H,06:00 PM,-7.9,-13.5
Western Illinois,Oral Roberts,-10,160,H,07:00 PM,-8.7,-2.3
Southeast Missouri St.,Tennessee Martin,-3,159,H,04:30 PM,-0.7,12.0
Southeastern Louisiana,McNeese St.,-3,153,H,07:30 PM,0.6,-2.7
Oregon St.,Utah,-8,142,H,08:00 PM,12.5,1.4
Saint Mary's,Portland,10,130,H,10:00 PM,-2.3,-0.8
Loyola Marymount,Santa Clara,-12,150,H,08:00 PM,-0.3,-6.7
Marshall,Old Dominion,-6,146,H,07:00 PM,-14.9,-2.9
Pepperdine,Pacific,-4,134,H,09:00 PM,1.1,-9.7
Louisiana Lafayette,Little Rock,6,144,H,06:30 PM,5.4,-2.5
St. Thomas,UMKC,-3,139,H,07:00 PM,3.1,-19.6
College of Charleston,William & Mary,8,152,H,06:00 PM,-18.2,-12.9
UC San Diego,Cal St. Northridge,1,131,H,09:00 PM,-8.6,9.2
Cal Baptist,New Mexico St.,-10,142,H,08:00 PM,4.3,0.5
Bryant,St. Francis PA,5,149,H,06:00 PM,15.5,13.3
North Carolina A&T,Winthrop,-7,151,H,06:00 PM,3.4,-2.6
South Florida,UCF,-10,124,H,06:00 PM,12.6,-1.8
Murray St.,Austin Peay,12,134,H,06:30 PM,1.0,-8.7
Belmont,Tennessee St.,14,148,H,07:30 PM,-3.0,2.0
Eastern Michigan,Ohio,-16,136,H,01:00 PM,-0.3,-7.5
Robert Morris,Illinois Chicago,-5,147,H,07:00 PM,8.2,5.6
Denver,North Dakota,1,145,H,07:00 PM,-0.8,-1.6
Northwestern St.,Houston Baptist,-1,147,H,07:00 PM,-5.8,4.0
Cal St. Bakersfield,Long Beach St.,-9,135,H,09:00 PM,-11.6,-18.3
Louisiana Monroe,Arkansas St.,-9,145,H,07:00 PM,-7.9,-8.9
Dixie St.,Sam Houston St.,-11,139,H,06:30 PM,-11.3,1.5
Portland St.,Northern Colorado,-10,152,H,07:00 PM,2.8,14.2
Tennessee Tech,Morehead St.,-11,135,H,01:00 PM,-4.6,-12.9
San Jose St.,Utah St.,-21,137,H,08:00 PM,-15.3,-21.2
North Florida,Jacksonville St.,-13,135,H,07:30 PM,0.6,-5.6
Stetson,Lipscomb,-8,148,H,07:15 PM,5.3,0.4
Idaho,Southern Utah,-12,158,H,08:00 PM,1.7,9.2
Northern Arizona,Sacramento St.,-4,132,H,09:00 PM,-4.9,4.6
Southern Miss,FIU,-7,131,H,06:00 PM,6.2,5.6
Sacred Heart,LIU Brooklyn,-10,154,H,06:00 PM,-12.9,-8.7
Cal Poly,Cal St. Fullerton,-10,128,H,09:00 PM,0.2,3.2
Western Michigan,Central Michigan,-4,146,H,06:00 PM,-0.2,-15.7
UTSA,Rice,-14,144,H,07:00 PM,2.9,2.5
Fairleigh Dickinson,St. Francis NY,-7,141,H,06:00 PM,-0.0,0.7
Merrimack,Mount St. Mary's,-6,114,H,06:00 PM,-16.0,-13.9
Wagner,Central Connecticut,14,132,H,06:00 PM,-3.6,4.4
Nebraska Omaha,North Dakota St.,-17,149,H,07:00 PM,-4.7,-9.7
Nicholls St.,Incarnate Word,12,144,H,07:30 PM,0.7,1.0
Eastern Illinois,SIU Edwardsville,-14,124,H,07:30 PM,4.4,10.4
