AWAY,HOME,VegasSpread,VegasTotal,Court,Time,Reg_dif,Over_dif
Montana,Northern Arizona,3,135,H,3:00 PM,13.4,-0.6
Portland,BYU,-18,142,H,8:00 PM,9.6,12.1
Coppin St.,Norfolk St.,-7,143,H,5:00 PM,11.1,2.2
Binghamton,NJIT,-2,132,H,6:00 PM,6.4,12.0
Southeastern Louisiana,Nicholls St.,-9,151,H,3:00 PM,5.1,7.7
Austin Peay,Tennessee St.,-3,143,H,3:00 PM,-9.4,3.4
SIU Edwardsville,Morehead St.,-10,136,H,3:00 PM,0.9,-12.7
High Point,Hampton,2,122,H,3:00 PM,0.2,-2.4
Jackson St.,Bethune Cookman,2,116,H,3:00 PM,-4.4,2.5
Jacksonville,Bellarmine,-5,119,H,6:00 PM,-5.5,-15.9
The Citadel,East Tennessee St.,-10,148,H,3:00 PM,-8.7,-3.8
Tennessee Martin,Murray St.,-21,143,H,7:00 PM,-1.7,-9.7
Eastern Michigan,Akron,-9,139,H,6:00 PM,0.9,-5.5
North Florida,Eastern Kentucky,-9,149,H,6:00 PM,6.7,5.3
Elon,Delaware,-11,145,H,12:00 PM,4.2,2.3
Army,Navy,-11,135,H,12:30 PM,4.1,9.3
South Dakota,St. Thomas,-8,148,H,7:00 PM,-15.7,2.3
San Jose St.,UNLV,-12,138,H,2:00 PM,-13.5,-5.0
UC Riverside,Cal St. Northridge,7,117,H,9:00 PM,-0.4,4.6
Old Dominion,North Texas,-14,114,H,5:00 PM,1.7,-2.9
George Washington,Rhode Island,-15,131,H,11:30 AM,0.2,3.9
UMass Lowell,New Hampshire,-7,127,H,12:00 PM,-8.0,3.5
UNC Wilmington,Towson,-16,136,H,1:00 PM,-1.1,7.1
Bucknell,Holy Cross,2,146,H,1:00 PM,-11.2,-8.1
UMBC,Maine,4,136,H,11:00 AM,-8.7,-12.6
Oakland,Green Bay,11,137,H,12:00 PM,3.8,-10.7
UC San Diego,Cal St. Fullerton,-11,139,H,8:00 PM,-17.0,-19.9
Western Carolina,Mercer,-13,149,H,4:00 PM,-11.0,-15.0
Hartford,Vermont,-20,144,H,6:00 PM,-4.7,-5.2
Stetson,North Alabama,-7,123,H,3:30 PM,-2.8,-3.4
McNeese St.,Incarnate Word,6,142,H,4:00 PM,5.8,7.1
Northwestern St.,New Orleans,-10,154,H,4:00 PM,-3.3,0.8
Southern Miss,Middle Tennessee,-18,134,H,1:00 PM,-11.0,-12.5
Northern Illinois,Miami OH,-12,140,H,2:30 PM,0.2,11.0
Brown,Columbia,10,142,H,1:00 PM,-6.2,-11.1
Nebraska Omaha,Denver,-7,149,H,3:00 PM,8.6,-9.8
Lehigh,Boston University,-11,137,H,12:00 PM,5.6,10.8
Southeast Missouri St.,Eastern Illinois,6,140,H,3:30 PM,-5.1,4.0
Alabama A&M,Texas Southern,-11,121,H,6:00 PM,0.9,2.6
North Carolina Central,Delaware St.,6,138,H,3:30 PM,16.3,11.7
William & Mary,Drexel,-18,140,H,1:00 PM,3.8,-3.2
Lamar,Utah Valley,-18,132,H,3:00 PM,-0.8,2.7
Charleston Southern,USC Upstate,-14,152,H,3:00 PM,-9.6,-12.1
Arkansas Pine Bluff,Southern,-14,146,H,5:00 PM,-7.4,11.3
Houston Baptist,Texas A&M Corpus Chris,-14,138,H,3:30 PM,-2.4,1.3
North Dakota,UMKC,-12,140,H,7:00 PM,1.4,10.0
American,Loyola MD,-12,132,H,1:00 PM,-11.3,5.6
Idaho St.,Southern Utah,-15,131,H,3:00 PM,-3.6,1.0
Mississippi Valley St.,Grambling St.,-14,154,H,2:30 PM,7.4,-1.2
