AWAY,HOME,VegasSpread,VegasTotal,Court,Time,Reg_dif,Over_dif
Purdue,Wisconsin,1,147,H,8:00 PM,-4.2,-8.4
Arizona,USC,4,152,H,10:00 PM,-8.3,-10.9
Kansas,TCU,4,144,H,7:00 PM,0.4,-2.6
Toledo,Buffalo,-1,161,H,6:00 PM,-8.8,-1.0
Florida,Vanderbilt,-2,134,H,7:30 PM,-2.5,0.8
Michigan St.,Michigan,-5,143,H,7:30 PM,-10.0,-2.2
Dayton,Richmond,1,133,H,5:30 PM,3.6,0.3
West Virginia,Oklahoma,-5,135,H,6:00 PM,8.0,7.1
Providence,Villanova,-9,133,H,5:30 PM,-1.5,11.2
St. Bonaventure,VCU,-6,128,H,7:30 PM,8.9,-2.8
Akron,Ball St.,1,143,H,6:00 PM,0.6,8.2
Mississippi,Kentucky,-15,143,H,6:00 PM,8.4,-0.4
Cincinnati,Houston,-17,133,H,8:00 PM,-2.5,-14.0
Ohio,Bowling Green,6,160,H,6:00 PM,-2.9,-7.8
Tennessee,Georgia,13,147,H,5:30 PM,-0.9,1.4
Missouri,South Carolina,-7,135,H,6:00 PM,-2.7,-5.0
Nebraska,Ohio St.,-15,155,H,6:00 PM,3.6,20.4
Saint Peter's,Manhattan,4,136,H,6:00 PM,3.4,13.6
Nevada,Boise St.,-12,138,H,8:00 PM,0.8,-7.7
Duke,Pittsburgh,14,136,H,7:00 PM,10.6,15.9
Southern Utah,Montana St.,-6,146,H,8:00 PM,4.6,9.7
Louisville,Virginia Tech,-12,134,H,8:00 PM,-6.1,-0.1
Florida Gulf Coast,North Alabama,3,141,H,6:00 PM,11.6,9.9
Miami OH,Central Michigan,-1,149,H,6:00 PM,-8.3,-11.0
North Florida,Lipscomb,-4,150,H,7:00 PM,1.9,-4.5
Illinois Chicago,Milwaukee,1,143,H,7:00 PM,5.7,4.3
Central Arkansas,Stetson,-2,150,H,6:00 PM,10.6,6.1
Eastern Kentucky,Kennesaw St.,-7,153,H,6:00 PM,2.3,4.8
New Hampshire,UMass Lowell,-2,130,H,6:00 PM,-3.2,-1.7
Hartford,Albany,-3,135,H,6:00 PM,8.5,13.6
Kent St.,Northern Illinois,7,129,H,7:00 PM,8.7,1.5
Stetson,Central Arkansas,-6,150,H,6:00 PM,-10.6,-6.1
Binghamton,UMBC,-8,144,H,6:00 PM,-0.3,-2.8
North Alabama,Florida Gulf Coast,-11,141,H,6:00 PM,-11.6,-9.9
American,Holy Cross,-1,131,H,6:00 PM,6.8,10.6
Western Michigan,Eastern Michigan,-6,138,H,6:00 PM,14.4,12.5
San Jose St.,Air Force,-6,126,H,8:00 PM,8.1,1.8
Bucknell,Lafayette,-4,146,H,6:00 PM,3.8,12.6
Robert Morris,Youngstown St.,-9,147,H,6:00 PM,-1.5,4.1
Vermont,Maine,18,138,H,6:00 PM,3.9,1.0
NJIT,Stony Brook,-11,139,H,6:00 PM,0.1,-12.9
Cal St. Northridge,UC Santa Barbara,-16,132,H,9:00 PM,-11.4,-13.8
Green Bay,Detroit,-11,133,H,6:00 PM,2.9,10.2
