AWAY,HOME,VegasSpread,VegasTotal,Court,Time,Reg_dif,Over_dif
Michigan,Iowa,-5,153,H,6:00 PM,0.8,-5.6
San Francisco,Saint Mary's,-3,129,H,9:00 PM,3.3,8.1
Creighton,DePaul,-1,135,H,9:00 PM,-14.2,-2.8
Wichita St.,Cincinnati,-2,130,H,6:00 PM,4.9,6.9
Washington St.,UCLA,-7,129,H,10:00 PM,4.2,2
Colorado St.,New Mexico,5,157,H,8:00 PM,0,0.7
Colorado,California,-1,127,H,8:30 PM,6.4,-3.9
Oregon,Arizona St.,4,132,H,8:00 PM,-1.6,-6.2
North Texas,Florida Atlantic,3,119,H,6:00 PM,-9.6,0.4
VMI,Samford,-2,160,H,7:00 PM,-11.2,-13.1
Montana St.,Eastern Washington,1,143,H,8:00 PM,3.1,0.8
Utah,Stanford,-4,138,H,10:00 PM,6.6,2.8
South Alabama,Coastal Carolina,-2,136,H,6:00 PM,3.4,3.2
Oral Roberts,North Dakota St.,-3,149,H,7:00 PM,-15,-10.4
Longwood,High Point,1,135,H,8:00 PM,-3.3,-7.1
Santa Clara,Loyola Marymount,5,151,H,9:00 PM,7.1,1.4
Old Dominion,Marshall,-1,145,H,6:00 PM,1.4,3.7
UCF,Houston,-16,136,H,8:00 PM,0.4,9.9
Towson,UNC Wilmington,4,136,H,5:00 PM,-15,1.8
East Carolina,South Florida,-1,125,H,6:00 PM,-9.4,-3.8
Louisiana Lafayette,Louisiana Monroe,1,143,H,6:30 PM,0.4,-5.6
Abilene Christian,Sam Houston St.,-5,135,H,6:30 PM,-21.1,-5.5
Minnesota,Penn St.,-4,122,H,3:00 PM,-2.9,-7.4
Washington,USC,-10,140,H,10:30 PM,8.6,10.2
Buffalo,Eastern Michigan,5,153,H,11:00 AM,3.9,3.7
San Diego,Portland,-3,133,H,9:00 PM,-6.8,-16.7
LIU Brooklyn,St. Francis PA,2,146,H,6:00 PM,-6.4,-2
Troy,Appalachian St.,-4,126,H,5:30 PM,1.3,0
James Madison,College of Charleston,-8,160,H,6:00 PM,-1.4,-0.9
Middle Tennessee,FIU,6,138,H,6:00 PM,3.8,5.5
Oregon St.,Arizona,-27,157,H,6:30 PM,-1.9,-7
Hawaii,UC San Diego,3,139,H,9:00 PM,-5,2.4
Nevada,San Jose St.,4,146,H,10:59 PM,-0.7,-3.6
Western Illinois,South Dakota St.,-15,165,H,7:00 PM,-2.5,-4.4
Arkansas St.,Texas St.,-5,133,H,7:00 PM,-7.3,-10.6
Delaware,Elon,4,142,H,6:00 PM,4.8,15.6
UTEP,Louisiana Tech,-9,139,H,6:30 PM,10.2,2.2
Cal St. Fullerton,UC Santa Barbara,-6,132,H,9:00 PM,-15.2,-10.5
Southeastern Louisiana,Texas A&M Corpus Chris,-4,154,H,7:30 PM,9.6,0.2
Charlotte,Western Kentucky,-8,148,H,7:00 PM,-1.9,-1.1
Southeast Missouri St.,Tennessee Tech,-5,159,H,7:30 PM,9.7,2.2
Rice,UAB,-14,154,H,7:00 PM,3.6,1.8
SIU Edwardsville,Tennessee St.,-3,137,H,7:30 PM,-8.8,-7.6
UNC Greensboro,Chattanooga,-9,121,H,6:00 PM,10,2.1
Long Beach St.,Cal St. Northridge,5,139,H,9:00 PM,9.5,-2.9
Georgia Southern,Georgia St.,-7,127,H,6:00 PM,-17.2,-22.7
Montana,Idaho,4,144,H,8:00 PM,-8.9,-5
Denver,Nebraska Omaha,1,149,H,7:00 PM,7.4,2.4
UMKC,North Dakota,4,142,H,7:00 PM,-1.8,-5.1
McNeese St.,Nicholls St.,-9,149,H,7:00 PM,1.6,4.4
Illinois Chicago,Youngstown St.,-7,145,H,6:00 PM,-1.5,-7.3
St. Thomas,South Dakota,-7,149,H,7:00 PM,-25.9,-13.5
Northwestern St.,Incarnate Word,1,149,H,7:30 PM,4.8,0.6
Drexel,William & Mary,9,139,H,6:00 PM,-0.3,0.2
UTSA,Southern Miss,-4,136,H,7:00 PM,-1.5,1.9
Northern Arizona,Portland St.,-7,143,H,9:00 PM,-2.8,4.5
Wagner,Sacred Heart,10,142,H,6:00 PM,5.9,0.7
St. Francis NY,Mount St. Mary's,-6,126,H,6:00 PM,0.7,12.9
Northern Colorado,Idaho St.,8,146,H,8:00 PM,-8.3,-6.2
Little Rock,UT Arlington,-10,134,H,7:00 PM,4.5,2.6
Northern Illinois,Akron,-10,126,H,6:00 PM,5.4,8.9
Cal St. Bakersfield,UC Riverside,-10,122,H,9:00 PM,-5.4,-2.9
Sacramento St.,Weber St.,-13,141,H,8:00 PM,-5.8,3
Eastern Illinois,Belmont,-26,134,H,7:00 PM,14.3,11.3
Central Connecticut,Bryant,-18,146,H,6:00 PM,-13,-4.9
Fairleigh Dickinson,Merrimack,-8,128,H,6:00 PM,-7,-7.7
