AWAY,HOME,VegasSpread,VegasTotal,Court,Time,Reg_dif,Over_dif
Auburn,Mississippi St.,4,140,H,8:00 PM,-2.2,1.8
Xavier,St. John's,-3,157,H,5:30 PM,-26.1,-11.3
LSU,Arkansas,-5,137,H,8:00 PM,-11.4,-6.4
Connecticut,Creighton,1,133,H,7:30 PM,10.2,8.0
Marquette,DePaul,2,150,H,8:00 PM,-3.6,-7.7
Notre Dame,Florida St.,2,138,H,6:00 PM,16.4,18.8
Oklahoma St.,Iowa St.,-4,126,H,6:00 PM,14.7,-2.6
Wyoming,UNLV,-3,141,H,9:30 PM,-11.7,-9.1
Saint Louis,Rhode Island,2,132,H,6:00 PM,5.6,0.6
Texas A&M,Alabama,-8,154,H,6:00 PM,-6.4,4.5
Miami FL,Boston College,3,141,H,8:00 PM,-10.8,0.5
Wichita St.,Tulsa,2,134,H,8:00 PM,-4.1,-9.0
Middle Tennessee,Charlotte,3,143,H,6:00 PM,3.3,2.2
Nicholls St.,Texas A&M Corpus Chris,-1,145,H,7:30 PM,5.1,-1.4
Western Kentucky,Marshall,3,161,H,6:00 PM,-5.2,-8.1
Saint Joseph's,La Salle,1,141,H,6:00 PM,-2.2,-3.9
Rutgers,Indiana,-8,128,H,6:00 PM,6.9,-2.9
Fordham,Massachusetts,-2,144,H,6:00 PM,3.7,9.1
Minnesota,Maryland,-6,138,H,8:00 PM,-6.4,-8.7
Stephen F. Austin,New Mexico St.,-6,138,H,8:00 PM,-3.2,5.6
North Carolina St.,Wake Forest,-12,152,H,8:00 PM,-5.6,-7.2
George Mason,Davidson,-8,140,H,6:00 PM,-2.6,-9.4
Tennessee Tech,Austin Peay,1,137,N,9:00 PM,-2.7,-5.9
Georgia Tech,Clemson,-9,137,H,6:00 PM,5.3,-7.1
SIU Edwardsville,Tennessee St.,-1,139,N,6:30 PM,-9.8,-2.4
North Carolina A&T,Radford,-1,131,N,10:30 AM,-10.6,-21.0
Georgetown,Seton Hall,-15,151,H,6:00 PM,-6.3,-4.5
Old Dominion,Louisiana Tech,-9,137,H,6:00 PM,7.3,9.4
UT Rio Grande Valley,Lamar,1,149,H,7:00 PM,-9.2,-9.0
Presbyterian,Campbell,-5,121,N,7:00 PM,5.4,7.6
Duquesne,George Washington,-8,136,H,6:00 PM,-22.3,-16.6
UAB,Southern Miss,15,147,H,7:00 PM,-5.3,-8.9
Hampton,High Point,-6,134,N,5:00 PM,2.9,-3.5
St. Francis NY,Mount St. Mary's,-7,125,H,6:00 PM,8.2,-10.1
Sacred Heart,LIU Brooklyn,-12,158,H,6:00 PM,0.1,2.3
St. Francis PA,Wagner,-14,138,H,6:00 PM,11.1,10.1
Houston Baptist,New Orleans,-12,148,H,7:00 PM,2.0,2.0
Charleston Southern,UNC Asheville,-9,141,N,1:00 PM,4.4,7.7
Chicago St.,Cal Baptist,-14,142,H,9:00 PM,-3.7,6.6
