AWAY,HOME,VegasSpread,VegasTotal,Court,Time,Reg_dif,Over_dif
Houston,Memphis,5,139,H,11:00 AM,-18.0,-22.9
Iowa,Illinois,-3,153,H,6:30 PM,20.0,11.2
Michigan,Ohio St.,-4,144,H,11:30 AM,6.6,4.4
College of Charleston,Hofstra,-3,165,N,7:30 PM,10.2,22.0
Tulane,SMU,-5,147,H,2:00 PM,8.4,7.9
Loyola Chicago,Drake,4,130,N,1:15 PM,0.9,3.3
Delaware,Drexel,-1,143,N,1:45 PM,-7.2,6.6
UCF,Tulsa,2,138,H,1:00 PM,3.2,0.5
Georgia St.,Appalachian St.,-1,125,N,7:30 PM,10.1,4.3
Maryland,Michigan St.,-6,142,H,3:35 PM,13.2,1.3
Louisiana Lafayette,Troy,1,139,N,5:00 PM,8.0,17.2
South Dakota,UMKC,-1,141,N,6:00 PM,-1.2,2.2
Wofford,Chattanooga,-2,130,N,3:00 PM,1.4,-15.9
Winthrop,Longwood,-1,145,N,11:00 AM,8.1,-13.1
Minnesota,Northwestern,-6,136,H,6:30 PM,0.9,-7.1
Nebraska,Wisconsin,-13,149,H,1:00 PM,10.1,20.9
Penn St.,Rutgers,-5,119,H,11:00 AM,-8.4,-10.0
Western Illinois,Oral Roberts,-4,164,N,8:30 PM,5.7,-8.9
Samford,Furman,-8,150,N,5:30 PM,8.0,8.0
Elon,UNC Wilmington,-4,136,N,5:00 PM,-4.6,0.1
Boston University,Navy,-5,125,H,3:00 PM,1.5,2.3
UMass Lowell,UMBC,-6,142,H,12:00 PM,2.8,-5.7
Northeastern,Towson,-10,128,N,11:00 AM,4.2,2.4
Albany,Hartford,-4,134,H,1:00 PM,-11.9,-13.2
South Florida,Temple,-8,118,H,1:00 PM,-7.0,-8.6
Lehigh,Colgate,-13,147,H,1:00 PM,2.7,0.5
Binghamton,New Hampshire,-7,129,H,12:00 PM,-8.6,-1.9
NJIT,Vermont,-21,131,H,1:00 PM,-17.1,-18.8
