AWAY,HOME,VegasSpread,VegasTotal,Court,Time,Reg_dif,Over_dif
Connecticut,West Virginia,-1,137,H,06:00 PM,-5.0,-3.7
Indiana,Wisconsin,-2,128,H,06:00 PM,1.6,-2.5
Michigan St.,Minnesota,3,131,H,08:00 PM,-5.5,-8.9
Buffalo,Western Kentucky,1,155,H,07:00 PM,0.5,2.7
Utah,TCU,1,133,N,07:00 PM,3.8,0.1
Utah St.,BYU,-6,136,H,08:00 PM,9.1,4.9
Marquette,Kansas St.,-4,140,H,08:00 PM,-6.0,-5.8
Hofstra,Stony Brook,1,147,H,06:00 PM,1.2,12.8
Wyoming,Arizona,-12,146,H,09:00 PM,-7.5,-2.2
Seattle,UNLV,-2,140,H,09:00 PM,12.9,7.4
New Hampshire,Bryant,-1,143,H,06:30 PM,16.5,17.3
Utah Valley,Southern Utah,-3,141,H,08:00 PM,12.4,15.9
Wofford,Gardner Webb,-2,136,H,06:00 PM,-9.8,-5.1
Dayton,SMU,-5,133,H,07:00 PM,9.8,10.7
Fresno St.,San Francisco,-7,125,H,09:00 PM,11.8,11.2
Weber St.,Washington St.,-10,138,H,09:00 PM,-2.0,-1.5
Jacksonville St.,VCU,-5,117,H,06:00 PM,-3.6,-2.1
Niagara,Eastern Michigan,1,135,H,06:00 PM,5.4,2.7
Fort Wayne,SIU Edwardsville,1,145,H,07:00 PM,-5.0,3.2
UMBC,Georgetown,-5,153,H,07:30 PM,13.9,17.5
Towson,Ohio St.,-12,138,H,08:00 PM,11.4,16.5
Quinnipiac,Dartmouth,-2,134,H,06:00 PM,-2.9,3.8
Wagner,Penn St.,-6,126,H,06:00 PM,17.1,23.2
Marist,Binghamton,1,135,H,06:00 PM,3.6,5.4
Tennessee Tech,Western Carolina,2,148,H,06:00 PM,9.8,4.9
Samford,Alabama St.,3,153,H,06:00 PM,5.7,5.9
Ball St.,Xavier,-18,150,H,05:30 PM,7.9,4.0
Chattanooga,UNC Asheville,7,131,H,05:30 PM,2.3,4.9
UT Rio Grande Valley,Texas A&M Corpus Chris,-4,152,H,07:00 PM,-6.1,-11.0
Evansville,Southeast Missouri St.,-3,133,H,06:30 PM,3.5,-2.0
Penn,Saint Joseph's,-7,145,H,06:00 PM,-4.4,-8.3
Lipscomb,Miami FL,-12,156,H,06:00 PM,1.2,-6.7
Cal St. Fullerton,San Diego St.,-11,127,H,09:00 PM,9.5,11.3
Cornell,Virginia Tech,-17,139,H,08:00 PM,22.2,27.1
Air Force,Montana,-4,122,H,08:00 PM,11.6,18.4
Coppin St.,George Washington,-6,140,H,05:30 PM,16.6,3.9
UMass Lowell,Boston University,-7,133,H,06:00 PM,-1.4,5.7
Missouri St.,Little Rock,10,142,H,06:30 PM,2.2,-7.9
St. Francis PA,American,4,146,H,06:00 PM,19.6,18.5
Eastern Washington,Colorado,-14,148,H,07:00 PM,8.7,6.4
McNeese St.,Louisiana Lafayette,-13,151,H,07:00 PM,9.7,5.1
Canisius,Northern Kentucky,-7,141,H,06:00 PM,2.4,5.8
North Florida,Florida,-23,139,H,06:00 PM,-5.0,2.9
Loyola MD,St. Bonaventure,-16,132,H,06:00 PM,10.9,12.4
South Dakota St.,Idaho,22,168,H,08:00 PM,6.0,-0.6
Alabama A&M,North Alabama,-6,134,H,06:00 PM,-10.2,-8.4
St. Francis NY,Saint Peter's,-11,133,H,06:00 PM,1.1,0.7
Lafayette,Delaware,-13,143,H,06:00 PM,1.6,-1.7
Arkansas St.,Arkansas Pine Bluff,9,143,H,07:00 PM,-3.5,-5.9
Idaho St.,California,-13,123,H,09:00 PM,-14.4,-10.1
Drake,Nebraska Omaha,19,137,H,08:00 PM,15.1,13.3
Central Michigan,Youngstown St.,-13,147,H,06:00 PM,-19.1,-27.3
Holy Cross,Fairfield,-16,142,H,06:00 PM,-7.5,-12.0
