AWAY,HOME,VegasSpread,VegasTotal,Court,Time,Reg_dif,Over_dif
Alabama,Miami FL,9,153,N,05:30 PM,-0.3,3.2
Stanford,Colorado,-2,132,H,06:00 PM,5.9,10.0
Wofford,Georgia,-1,143,H,03:00 PM,0.9,1.7
Fresno St.,California,-2,124,H,08:00 PM,7.7,11.7
Iona,Kansas,-10,144,N,12:00 PM,9.4,9.7
Drake,North Texas,3,123,N,09:30 AM,-4.4,0.1
James Madison,Florida Atlantic,-1,145,H,01:00 PM,4.8,5.3
Belmont,Dayton,6,138,N,03:00 PM,3.4,-1.4
UMKC,Arkansas St.,-3,137,H,03:00 PM,17.7,16.0
Grambling St.,Morgan St.,-2,150,N,09:30 PM,2.2,-1.3
Montana St.,Southeast Missouri St.,4,152,N,12:00 PM,4.4,4.2
Stony Brook,Yale,-6,134,H,12:00 PM,-6.1,-8.6
Villanova,La Salle,13,139,H,05:00 PM,3.6,6.2
Southern,Tennessee St.,-4,150,H,02:00 PM,-0.5,-2.4
Siena,Bucknell,-3,149,H,01:00 PM,-9.1,-4.0
Eastern Kentucky,Radford,8,142,H,03:30 PM,19.9,19.6
Brown,Quinnipiac,-5,135,H,03:00 PM,7.1,10.7
Penn,Arkansas,-16,144,H,03:00 PM,7.7,1.9
Troy,Florida,-19,135,H,11:00 AM,-5.8,-0.5
Fort Wayne,Florida Gulf Coast,-9,153,H,05:00 PM,-9.4,-11.3
North Alabama,Alabama St.,-3,143,H,02:30 PM,-8.5,-10.2
Rider,South Carolina,-10,142,H,01:00 PM,-1.4,-0.1
Merrimack,Boston University,-7,117,H,12:00 PM,-15.6,-8.5
Portland,Incarnate Word,3,139,H,02:00 PM,8.4,10.8
Southeastern Louisiana,Western Michigan,-3,145,N,12:30 PM,-2.8,-3.9
Eastern Michigan,DePaul,-13,145,H,01:00 PM,4.4,4.0
Charleston Southern,Kennesaw St.,-6,148,H,03:00 PM,1.9,2.8
St. Francis PA,Lehigh,-6,142,H,06:00 PM,-11.3,-13.5
North Florida,FIU,-5,133,H,11:00 AM,-8.3,-7.2
Louisiana Monroe,SMU,-14,144,H,02:00 PM,-4.6,-10.8
Hampton,Norfolk St.,-5,143,N,07:00 PM,-8.3,-2.9
Fordham,Central Connecticut,5,133,H,12:00 PM,-0.3,-0.5
Evansville,Eastern Illinois,4,126,H,01:00 PM,-2.3,-6.3
The Citadel,South Carolina St.,8,160,H,01:00 PM,9.7,10.6
Dartmouth,Bryant,-10,142,H,03:00 PM,-1.4,-3.0
Stephen F. Austin,Northwestern St.,12,152,H,03:00 PM,14.6,10.6
Alcorn St.,Milwaukee,-8,136,H,01:00 PM,28.2,26.3
Loyola MD,Fairfield,-10,134,H,01:00 PM,-11.9,-13.3
Cal St. Northridge,San Diego,-16,138,H,05:00 PM,-11.4,-15.6
Bethune Cookman,Seton Hall,-26,138,H,11:00 AM,7.8,8.7
Fairleigh Dickinson,Princeton,-14,144,H,03:00 PM,-8.1,-5.4
American,Duquesne,-10,134,H,01:00 PM,-16.1,-18.3
North Dakota,Kansas St.,-15,135,H,04:00 PM,10.1,8.6
Chicago St.,Bowling Green,-14,148,H,01:00 PM,15.7,17.1
