AWAY,HOME,VegasSpread,VegasTotal,Court,Time
Kentucky,Arkansas,1,149,H,1:00 PM
Kansas,Baylor,-4,152,H,7:00 PM
Auburn,Tennessee,-2,140,H,3:00 PM
Gonzaga,Saint Mary's,6,142,H,9:00 PM
Purdue,Michigan St.,4,152,H,11:00 AM
Boise St.,UNLV,-1,129,H,9:00 PM
Duke,Syracuse,4,154,H,5:00 PM
Wisconsin,Rutgers,1,133,H,5:00 PM
Texas Tech,TCU,3,127,H,5:00 PM
Iowa St.,Kansas St.,-1,129,H,1:00 PM
Virginia Tech,Miami FL,-1,143,H,2:00 PM
Texas,West Virginia,2,128,H,1:00 PM
Loyola Chicago,Northern Iowa,1,137,H,5:00 PM
Seton Hall,Xavier,-4,144,H,2:30 PM
North Carolina,North Carolina St.,3,155,H,1:00 PM
Oklahoma St.,Oklahoma,-3,131,H,11:00 AM
USC,Oregon,-4,140,H,9:00 PM
Colorado St.,Utah St.,-5,143,H,9:30 PM
Clemson,Boston College,1,137,H,2:00 PM
St. Bonaventure,Saint Joseph's,1,141,H,5:00 PM
Arizona,Colorado,9,149,H,7:00 PM
Texas A&M,Mississippi,-3,133,H,2:30 PM
Washington St.,Washington,4,136,H,5:00 PM
Yale,Cornell,-1,153,H,1:00 PM
Wagner,Bryant,-1,153,H,3:00 PM
Creighton,Providence,-5,133,H,7:30 PM
Vanderbilt,Mississippi St.,-5,133,H,12:00 PM
Arizona St.,Utah,-3,133,H,9:00 PM
Florida Atlantic,Charlotte,-1,143,H,3:00 PM
South Carolina,Alabama,-11,155,H,5:00 PM
Nicholls St.,Southeastern Louisiana,1,159,H,4:00 PM
Stanford,California,-2,128,H,7:30 PM
South Dakota St.,UMKC,5,155,H,7:00 PM
Abilene Christian,Stephen F. Austin,-5,141,H,4:00 PM
Western Kentucky,Middle Tennessee,-6,150,H,6:00 PM
College of Charleston,Drexel,-5,153,H,3:00 PM
Jacksonville,Florida Gulf Coast,-1,131,H,12:00 PM
UAB,UTEP,5,141,H,8:00 PM
Tulsa,East Carolina,-3,141,H,3:00 PM
UC Santa Barbara,UC Riverside,-2,126,H,7:00 PM
Penn,Dartmouth,-1,135,H,1:00 PM
Cleveland St.,Oakland,-4,148,H,2:00 PM
Florida,Georgia,7,147,H,11:00 AM
Indiana St.,Illinois St.,-4,150,H,3:00 PM
Longwood,Campbell,-1,133,H,3:30 PM
Towson,James Madison,5,143,H,3:00 PM
Nevada,Wyoming,-9,147,H,7:00 PM
Louisville,Wake Forest,-11,143,H,6:00 PM
VCU,Massachusetts,7,143,H,3:30 PM
Seattle,Dixie St.,5,143,H,8:00 PM
Louisiana Tech,North Texas,-8,124,H,3:00 PM
Southern Illinois,Drake,-5,125,H,3:00 PM
Florida St.,Virginia,-6,124,H,3:00 PM
Bellarmine,Eastern Kentucky,2,148,H,12:00 PM
Portland,Santa Clara,-11,155,H,4:00 PM
Fort Wayne,Detroit,-3,139,H,12:00 PM
Long Beach St.,UC Irvine,-6,134,H,10:59 PM
Butler,Marquette,-11,137,H,12:00 PM
San Francisco,San Diego,10,134,H,4:00 PM
Cal St. Fullerton,UC San Diego,2,142,H,3:00 PM
Sam Houston St.,Grand Canyon,-6,124,H,7:00 PM
Gardner Webb,USC Upstate,4,140,H,3:00 PM
Navy,Colgate,-5,125,H,1:00 PM
Georgia Tech,Notre Dame,-10,134,H,4:00 PM
Furman,The Citadel,8,152,H,12:00 PM
Missouri,LSU,-13,131,H,7:30 PM
Murray St.,Southeast Missouri St.,12,154,H,4:00 PM
South Dakota,Oral Roberts,-6,156,H,7:00 PM
Alcorn St.,Prairie View A&M,-3,147,H,5:30 PM
North Florida,Stetson,-1,137,H,12:00 PM
UNC Wilmington,Delaware,-6,146,H,3:00 PM
New Orleans,Northwestern St.,3,159,H,3:00 PM
UCLA,Oregon St.,15,141,H,3:00 PM
Samford,Chattanooga,-10,146,H,3:00 PM
Mercer,Wofford,-7,135,H,6:00 PM
Fordham,Davidson,-11,133,H,1:30 PM
VMI,Western Carolina,5,159,H,6:00 PM
Cal Baptist,Utah Valley,-8,136,H,3:00 PM
Dayton,La Salle,11,131,H,1:00 PM
Central Arkansas,Lipscomb,-6,168,H,1:00 PM
Morehead St.,SIU Edwardsville,6,130,H,3:30 PM
Texas A&M Corpus Chris,Houston Baptist,2,142,H,7:00 PM
Coppin St.,Maryland Eastern Shore,-4,138,H,3:00 PM
Youngstown St.,Northern Kentucky,-6,136,H,6:00 PM
Valparaiso,Bradley,-11,135,H,7:00 PM
Alabama St.,Alabama A&M,-1,131,H,4:00 PM
Tennessee Martin,Tennessee Tech,-6,148,H,7:30 PM
Eastern Michigan,Ball St.,-7,153,H,2:30 PM
Elon,Northeastern,-4,130,H,11:00 AM
Eastern Washington,Sacramento St.,4,140,H,9:00 PM
Albany,Stony Brook,-4,138,H,5:31 PM
North Carolina Central,Howard,-7,149,H,3:00 PM
Air Force,New Mexico,-8,140,H,3:00 PM
Weber St.,Northern Arizona,5,145,H,3:00 PM
Radford,North Carolina A&T,-4,132,H,4:00 PM
Pepperdine,BYU,-17,149,H,7:00 PM
Boston University,Bucknell,4,148,H,1:00 PM
South Florida,Cincinnati,-12,124,H,6:00 PM
Tennessee St.,Belmont,-15,145,H,5:00 PM
St. Francis PA,Sacred Heart,-2,146,H,1:00 PM
FIU,Old Dominion,-6,128,H,6:00 PM
Pacific,Loyola Marymount,-7,137,H,6:30 PM
Kennesaw St.,Liberty,-12,140,H,12:00 PM
Florida A&M,Grambling St.,-4,134,H,2:30 PM
Army,Holy Cross,3,141,H,1:00 PM
Miami OH,Toledo,-18,156,H,11:00 AM
Lehigh,Lafayette,-4,140,H,1:00 PM
UMass Lowell,Vermont,-16,136,H,1:00 PM
Denver,Western Illinois,-9,149,H,2:00 PM
Loyola MD,American,3,127,H,1:00 PM
Jackson St.,Texas Southern,-7,119,H,7:30 PM
Kent St.,Central Michigan,9,135,H,6:00 PM
Presbyterian,UNC Asheville,-7,127,H,3:30 PM
Merrimack,St. Francis NY,-4,124,H,1:00 PM
Northern Illinois,Buffalo,-15,147,H,1:00 PM
South Carolina St.,Norfolk St.,-10,144,H,5:00 PM
North Dakota St.,North Dakota,8,142,H,1:00 PM
Duquesne,Rhode Island,-11,127,H,11:30 AM
Morgan St.,Delaware St.,3,139,H,3:30 PM
Missouri St.,Evansville,13,131,H,4:00 PM
Western Michigan,Bowling Green,-9,157,H,4:00 PM
North Alabama,Jacksonville St.,-12,132,H,1:00 PM
Binghamton,New Hampshire,-6,130,H,11:00 AM
Robert Morris,Wright St.,-12,154,H,6:00 PM
Milwaukee,Illinois Chicago,-8,144,H,7:00 PM
William & Mary,Hofstra,-19,147,H,1:00 PM
New Mexico St.,Chicago St.,15,141,H,2:00 PM
Hampton,High Point,-10,130,H,1:00 PM
Idaho,Northern Colorado,-14,166,H,7:00 PM
Cal St. Bakersfield,Hawaii,-11,133,H,10:59 PM
Mount St. Mary's,Central Connecticut,4,122,H,12:00 PM
Fairleigh Dickinson,LIU Brooklyn,-15,157,H,1:00 PM
NJIT,Hartford,-8,136,H,1:00 PM
Bethune Cookman,Southern,-14,136,H,5:30 PM
Southern Miss,Rice,-13,149,H,6:00 PM
Mississippi Valley St.,Arkansas Pine Bluff,-4,154,H,5:30 PM
Idaho St.,Portland St.,-9,139,H,9:00 PM
Cal St. Northridge,UC Davis,-11,137,H,7:00 PM
Charleston Southern,Winthrop,-18,148,H,3:00 PM
