AWAY,HOME,VegasSpread,VegasTotal,Court,Time,Reg_dif,Over_dif
Kansas,Texas,-2,134,H,08:00 PM,-6.3,2.6
George Mason,Richmond,-4,138,H,06:00 PM,8.9,-3.3
Arizona,Arizona St.,12,140,H,08:00 PM,-13.5,-14.8
Furman,East Tennessee St.,4,142,H,06:00 PM,14.1,-0.7
Chattanooga,Mercer,3,137,H,06:00 PM,-5.9,-9.3
Charlotte,FIU,-1,137,H,04:00 PM,-5.1,0.2
Temple,South Florida,1,117,H,06:00 PM,3.7,11.9
Virginia,Duke,-13,125,H,06:00 PM,-1.6,-1.0
North Carolina Central,South Carolina St.,-1,139,H,07:00 PM,8.4,-1.6
Southern Utah,Montana,-3,137,H,08:00 PM,-0.8,15.0
UNC Greensboro,Western Carolina,1,129,H,06:00 PM,-4.2,-0.3
Prairie View A&M,Florida A&M,-2,144,H,06:30 PM,2.4,0.9
James Madison,Drexel,-8,150,H,06:00 PM,-11.4,-8.1
Southeast Missouri St.,SIU Edwardsville,-5,157,H,08:00 PM,17.7,7.7
UNC Wilmington,Hofstra,-11,145,H,04:00 PM,6.9,8.9
South Dakota,North Dakota St.,-6,136,H,07:00 PM,5.1,3.0
Presbyterian,Hampton,2,120,H,06:00 PM,4.4,0.6
Pittsburgh,Virginia Tech,-13,129,H,06:00 PM,-10.6,-9.8
UTEP,North Texas,-12,116,H,07:00 PM,2.8,2.0
New Hampshire,Stony Brook,-6,142,H,06:00 PM,-4.1,-3.4
Alabama St.,Southern,-11,149,H,08:00 PM,0.5,3.7
Austin Peay,Belmont,-19,143,H,06:30 PM,7.2,-1.1
Hartford,UMass Lowell,-6,138,H,05:00 PM,0.6,-3.8
Texas Southern,Bethune Cookman,7,123,H,06:30 PM,1.8,0.0
Jackson St.,Arkansas Pine Bluff,3,129,H,07:30 PM,-12.0,-7.6
UTSA,Middle Tennessee,-18,142,H,06:00 PM,-2.3,1.6
Northern Arizona,Northern Colorado,-12,154,H,08:30 PM,9.8,11.6
Alabama A&M,Grambling St.,-6,128,H,08:00 PM,-8.3,0.9
Montana St.,Idaho St.,10,128,H,07:00 PM,2.5,-1.9
Alcorn St.,Mississippi Valley St.,9,149,H,07:30 PM,-1.5,-9.4
Lafayette,Navy,-12,124,H,06:00 PM,5.8,5.7
Holy Cross,Colgate,-19,141,H,05:00 PM,1.3,10.0
Howard,Delaware St.,14,140,H,06:30 PM,-2.1,-8.4
Eastern Illinois,Tennessee Tech,-15,125,H,06:00 PM,7.3,0.1
