AWAY,HOME,VegasSpread,VegasTotal,Court,Time,Reg_dif,Over_dif
Michigan St.,Northwestern,2,142,H,01:00 PM,4.6,0.0
UCF,SMU,-1,147,H,01:00 PM,-5.4,-3.7
Louisville,Georgia Tech,1,131,H,05:00 PM,2.2,-3.4
North Carolina,Boston College,3,141,H,12:00 PM,5.2,5.7
Indiana,Penn St.,4,124,H,03:00 PM,1.7,2.1
Bradley,Indiana St.,-2,140,H,12:00 PM,14.6,3.6
Drake,Missouri St.,-5,137,H,07:00 PM,-14.0,6.2
Richmond,Saint Louis,-7,145,H,01:00 PM,-6.2,-19.9
Arizona St.,California,-4,122,H,06:00 PM,-12.2,-0.2
Brown,Penn,2,140,H,02:00 PM,3.5,5.4
Ohio St.,Nebraska,10,150,H,07:00 PM,10.6,7.5
UMass Lowell,Binghamton,1,139,H,01:00 PM,-5.0,-0.3
Houston,Temple,15,127,H,04:00 PM,10.1,9.8
Illinois St.,Valparaiso,-4,146,H,01:00 PM,1.9,4.0
Marist,Iona,-11,139,H,01:00 PM,1.7,3.5
Dartmouth,Cornell,-6,142,H,01:00 PM,-2.6,-0.6
Evansville,Northern Iowa,-10,128,H,01:00 PM,1.7,0.4
Maine,NJIT,-11,123,H,01:00 PM,-4.4,3.6
