AWAY,HOME,VegasSpread,VegasTotal,Court,Time,Reg_dif,Over_dif
Tennessee,Texas Tech,2,138,N,06:00 PM,-0.5,2.4
Belmont,Saint Louis,-1,149,H,07:00 PM,1.8,3.4
Michigan,Nebraska,4,134,H,06:00 PM,-12.1,-5.3
Furman,Winthrop,1,151,H,06:00 PM,-4.0,2.3
Syracuse,Villanova,-9,145,N,08:00 PM,-9.0,-3.7
Navy,George Mason,-2,130,H,06:00 PM,16.3,16.2
Virginia,James Madison,1,119,H,05:30 PM,-0.3,-11.7
College of Charleston,Tulane,-4,152,H,07:00 PM,6.1,6.8
Loyola Marymount,Tulsa,-2,138,H,08:00 PM,-9.1,-8.4
Oakland,Bowling Green,4,146,H,06:00 PM,11.4,12.9
Eastern Kentucky,USC,-16,150,H,09:00 PM,3.8,1.2
Florida Gulf Coast,Florida A&M,1,141,H,06:00 PM,3.0,-0.9
Vermont,Providence,-8,128,H,05:30 PM,-8.2,-5.0
UTEP,Kansas,-19,147,H,07:00 PM,0.8,-4.4
Massachusetts,Northeastern,-6,140,H,06:00 PM,-11.4,-7.9
Temple,Vanderbilt,-7,133,H,07:00 PM,-0.5,6.6
Brown,Merrimack,-2,114,H,06:00 PM,6.7,6.2
Bradley,Toledo,-7,139,H,06:00 PM,7.6,10.4
Butler,Oklahoma,-10,122,H,08:00 PM,-18.2,-18.8
Charlotte,Arkansas,-13,147,H,08:00 PM,1.7,10.0
North Dakota St.,Montana St.,-5,133,H,08:00 PM,-15.4,-16.0
South Dakota,Northern Colorado,-7,143,H,07:00 PM,-8.0,-8.9
Duquesne,DePaul,-13,145,H,07:30 PM,-5.3,-2.4
Southern,Kentucky,-23,149,H,06:00 PM,-0.6,1.7
Jacksonville,Georgia,-7,135,H,06:00 PM,8.6,5.1
Boise St.,Cal St. Northridge,9,125,H,09:00 PM,-9.4,-2.5
North Carolina A&T,East Carolina,-11,141,H,06:00 PM,-9.4,-3.6
Fairleigh Dickinson,La Salle,-8,146,H,06:00 PM,10.1,7.5
Albany,Yale,-10,134,H,06:00 PM,6.6,2.9
Sacred Heart,Rhode Island,-17,137,H,05:00 PM,-5.5,-1.5
Bucknell,Princeton,-13,149,H,06:00 PM,-1.1,1.8
Mount St. Mary's,Santa Clara,-17,133,H,08:00 PM,-1.6,1.3
Old Dominion,William & Mary,5,125,H,06:00 PM,1.5,11.1
North Dakota,Cal Baptist,-14,148,H,09:00 PM,-3.4,-8.6
Eastern Illinois,Missouri,-12,126,H,07:00 PM,8.1,13.5
