AWAY,HOME,VegasSpread,VegasTotal,Court,Time,Reg_dif,Over_dif
UC Riverside,Cal St. Bakersfield,4,120,H,3:00 PM,4.4,7.5
Oregon St.,UCLA,-19,149,H,9:30 PM,9.9,16.2
UC Santa Barbara,Cal St. Fullerton,-5,141,H,8:00 PM,-10.0,-11.2
UTEP,Old Dominion,-3,125,H,6:00 PM,-8.1,-11.5
Coppin St.,Morgan St.,-3,155,H,3:00 PM,12.5,10.2
Portland,Pepperdine,-5,149,H,7:00 PM,-2.7,8.9
Southern,Grambling St.,3,143,H,5:30 PM,4.3,7.9
Boston College,Clemson,-10,140,H,5:30 PM,-10.3,4.9
Fordham,Saint Louis,-12,138,H,1:30 PM,-0.6,1.6
UC Davis,Cal Poly,2,130,H,9:00 PM,-1.3,2.9
UCF,South Florida,7,123,H,6:00 PM,-2.8,-3.2
UNC Greensboro,Mercer,-4,126,H,1:00 PM,0.8,-1.9
Northern Kentucky,Robert Morris,-1,143,H,6:00 PM,-7.1,-5.1
Eastern Michigan,Northern Illinois,3,137,H,3:30 PM,8.4,6.1
Georgia Southern,South Alabama,-8,140,H,4:00 PM,-4.7,0.1
Appalachian St.,Coastal Carolina,-4,126,H,1:00 PM,-9.2,2.0
Wofford,Western Carolina,7,149,H,1:00 PM,3.3,-0.6
Norfolk St.,Howard,-6,150,H,3:00 PM,-0.0,0.0
Texas A&M,Missouri,9,135,H,2:30 PM,6.3,18.2
Tarleton St.,Grand Canyon,-7,121,H,8:00 PM,3.1,-13.1
Florida Atlantic,UAB,-14,146,H,3:00 PM,4.4,-2.1
Jacksonville,North Florida,2,128,H,4:00 PM,10.5,3.6
Wright St.,Youngstown St.,-5,151,H,6:00 PM,0.7,-1.9
Louisiana Monroe,UT Arlington,-5,147,H,2:00 PM,-13.1,-16.4
North Carolina A&T,High Point,-4,134,H,6:00 PM,-1.7,3.7
Portland St.,Sacramento St.,-4,138,H,4:00 PM,-13.3,-16.6
North Carolina Central,South Carolina St.,-3,145,H,3:00 PM,-1.7,2.2
Detroit,Cleveland St.,-8,146,H,2:30 PM,6.9,2.7
NJIT,Albany,-2,120,H,3:00 PM,-4.2,-10.9
Prairie View A&M,Jackson St.,-4,136,H,5:30 PM,-8.6,0.6
Illinois Chicago,Green Bay,-1,137,H,6:00 PM,-2.8,-2.0
Dartmouth,Penn,-4,134,H,1:00 PM,4.5,13.0
Towson,Elon,10,146,H,3:00 PM,5.7,4.5
FIU,Middle Tennessee,-11,139,H,5:00 PM,-9.0,-13.5
Morehead St.,Tennessee St.,6,140,H,1:00 PM,0.1,3.9
Dixie St.,Seattle,-14,156,H,3:00 PM,-7.8,-1.2
Cal St. Northridge,Long Beach St.,-6,138,H,6:00 PM,0.9,-4.4
Idaho,Idaho St.,-2,140,H,7:00 PM,12.2,9.4
Miami OH,Western Michigan,9,149,H,1:00 PM,1.3,0.8
Alabama A&M,Alabama St.,-5,133,H,4:30 PM,3.9,1.7
Mount St. Mary's,Bryant,-9,141,H,12:00 PM,3.3,-2.0
Florida A&M,Arkansas Pine Bluff,3,139,H,5:30 PM,1.6,2.5
Winthrop,Charleston Southern,10,160,H,4:30 PM,0.2,0.3
Denver,South Dakota St.,-24,166,H,2:00 PM,-0.6,-5.6
USC Upstate,UNC Asheville,-10,144,H,1:00 PM,-5.1,0.5
James Madison,William & Mary,12,144,H,3:00 PM,3.8,2.8
Harvard,Columbia,9,145,H,1:00 PM,-5.2,-14.3
Bethune Cookman,Mississippi Valley St.,3,145,H,4:00 PM,-2.2,4.0
Fairleigh Dickinson,Sacred Heart,-7,149,H,1:00 PM,-0.2,3.3
St. Francis PA,Merrimack,-6,128,H,2:00 PM,-7.1,-13.0
Nebraska Omaha,South Dakota,-8,148,H,4:00 PM,13.7,8.8
Radford,Campbell,-9,125,H,1:00 PM,0.6,-3.1
St. Francis NY,Wagner,-14,134,H,12:00 PM,1.2,3.4
Chicago St.,Lamar,-4,134,H,3:00 PM,1.0,9.3
Northwestern St.,Southeastern Louisiana,-11,159,H,4:00 PM,-6.9,-7.7
UTSA,Charlotte,-16,148,H,12:00 PM,-1.1,-20.6
Central Connecticut,LIU Brooklyn,-13,145,H,1:00 PM,-6.2,-8.8
Houston Baptist,McNeese St.,-11,145,H,4:00 PM,-4.2,-4.1
Incarnate Word,Texas A&M Corpus Chris,-16,144,H,3:30 PM,-8.3,-7.1
