AWAY,HOME,VegasSpread,VegasTotal,Court,Time,Reg_dif,Over_dif
Tennessee,Kentucky,-4,142,H,12:00 PM,-1.5,-4.7
Alabama,Mississippi St.,-1,153,H,5:00 PM,-4.2,-5.3
Seton Hall,Marquette,-1,157,H,11:00 AM,-11.5,-17.3
Texas,Iowa St.,-2,112,H,1:00 PM,-5.0,-1.3
Oklahoma,TCU,1,133,H,3:00 PM,1.7,-4.8
BYU,San Francisco,-4,142,H,10:00 PM,-1.5,-7.1
Gonzaga,Santa Clara,12,170,H,3:00 PM,3.5,4.4
Wake Forest,Virginia,-1,125,H,3:30 PM,-0.0,-2.0
Florida,South Carolina,3,139,H,12:00 PM,-2.9,-1.3
SMU,Tulane,-2,150,H,1:00 PM,-8.0,-13.2
Florida St.,Syracuse,-4,150,H,2:00 PM,-9.7,-9.6
Murray St.,Belmont,-5,147,H,4:00 PM,-5.6,-0.7
Memphis,East Carolina,4,158,H,3:00 PM,-5.7,-4.8
Texas Tech,Kansas St.,4,122,H,11:00 AM,2.4,7.7
Stanford,Washington,2,144,H,5:00 PM,-4.1,1.5
North Texas,Western Kentucky,2,126,H,3:00 PM,-0.9,-0.1
Auburn,Mississippi,8,136,H,7:30 PM,4.4,4.4
Oklahoma St.,Baylor,-15,143,H,4:00 PM,-14.2,-3.4
Arkansas,LSU,-13,143,H,1:00 PM,3.9,7.8
Wyoming,Utah St.,-5,143,H,8:00 PM,-5.7,8.3
West Virginia,Kansas,-12,146,H,1:00 PM,-0.8,3.9
Colorado,Arizona St.,-1,129,H,9:00 PM,5.1,8.7
Creighton,Xavier,-11,145,H,11:00 AM,0.4,-3.9
Rice,Marshall,-1,167,H,6:00 PM,8.8,10.6
Jacksonville St.,Eastern Kentucky,1,147,H,6:00 PM,6.1,3.2
Northwestern,Michigan St.,-10,150,H,11:00 AM,-2.5,-1.5
Northern Iowa,Southern Illinois,-1,133,H,7:00 PM,2.3,-1.1
Toledo,Bowling Green,5,159,H,4:00 PM,0.1,2.7
Oregon,USC,-9,141,H,10:00 PM,9.3,13.5
East Tennessee St.,Samford,-1,147,H,2:00 PM,-3.1,4.5
Vanderbilt,Georgia,3,143,H,5:00 PM,1.2,-8.4
Louisville,Pittsburgh,2,130,H,3:00 PM,-17.3,-14.2
Notre Dame,Virginia Tech,-6,128,H,5:00 PM,10.4,14.0
Rutgers,Maryland,-4,132,H,1:00 PM,10.7,0.3
Utah,Arizona,-19,159,H,7:00 PM,-9.2,-6.8
VMI,The Citadel,-1,159,H,12:00 PM,16.5,-4.8
Loyola Chicago,Indiana St.,6,144,H,6:00 PM,-13.1,-14.8
Rhode Island,Massachusetts,3,153,H,3:30 PM,5.4,3.4
Abilene Christian,New Mexico St.,-6,142,H,5:00 PM,4.1,-13.9
Loyola Marymount,San Diego,-1,131,H,8:00 PM,5.4,-4.0
Gardner Webb,Longwood,-2,136,H,2:00 PM,0.6,-2.0
Boise St.,New Mexico,8,144,H,2:30 PM,2.2,12.3
Dayton,Duquesne,4,134,H,11:30 AM,6.8,0.8
Oral Roberts,UMKC,3,141,H,7:00 PM,12.6,9.0
North Carolina St.,Duke,-16,154,H,1:00 PM,7.6,10.5
Vermont,UMBC,4,144,H,12:00 PM,-3.5,-0.4
Furman,Chattanooga,-8,142,H,2:00 PM,0.7,7.9
Nicholls St.,New Orleans,2,154,H,4:00 PM,3.6,1.1
Texas Southern,Alcorn St.,1,133,H,3:00 PM,2.5,-5.0
Cornell,Yale,-4,158,H,1:00 PM,14.0,15.6
Liberty,Florida Gulf Coast,3,139,H,6:00 PM,8.8,14.9
Georgia Tech,North Carolina,-13,147,H,7:00 PM,-2.4,-2.5
Stephen F. Austin,Sam Houston St.,3,141,H,2:00 PM,2.8,-3.5
Brown,Princeton,-4,146,H,1:00 PM,1.4,2.2
Missouri St.,Valparaiso,5,139,H,4:00 PM,5.9,-3.2
Drexel,Northeastern,-1,135,H,1:00 PM,6.1,8.1
Delaware,Hofstra,-7,153,H,1:00 PM,5.5,6.1
Western Illinois,North Dakota St.,-4,146,H,1:00 PM,-7.0,-9.8
Tennessee Tech,Tennessee Martin,-2,146,H,2:00 PM,-3.4,-3.3
Louisiana Lafayette,Texas St.,-5,139,H,4:00 PM,12.0,-1.2
Houston,Tulsa,14,136,H,7:00 PM,0.4,0.7
California,Washington St.,-9,125,H,3:00 PM,8.2,-0.8
Nevada,Air Force,3,131,H,4:00 PM,-6.7,-14.5
Utah Valley,Cal Baptist,4,134,H,9:00 PM,11.2,9.2
Bellarmine,Lipscomb,-2,152,H,4:00 PM,5.2,2.7
Colorado St.,San Jose St.,7,151,H,5:00 PM,-7.7,-6.4
Kennesaw St.,Stetson,1,137,H,3:00 PM,0.2,11.2
Oakland,Fort Wayne,7,141,H,12:00 PM,-3.9,-5.3
North Alabama,Central Arkansas,1,145,H,3:00 PM,1.4,1.1
