AWAY,HOME,VegasSpread,VegasTotal,Court,Time,Reg_dif,Over_dif
Saint Mary's,Utah St.,-3,125,H,08:00 PM,-10.9,-6.0
Wright St.,Fort Wayne,-1,151,H,06:00 PM,-13.3,-13.4
Southern Utah,Eastern Washington,2,150,H,08:00 PM,-7.6,-11.2
Oakland,Illinois Chicago,2,134,H,07:00 PM,5.2,9.1
Washington,Arizona,-19,149,H,07:30 PM,-13.2,-20.2
Portland St.,Idaho St.,1,135,H,08:00 PM,5.5,6.6
Montana,Sacramento St.,1,135,H,09:00 PM,-9.1,-15.0
Montana St.,Northern Colorado,-4,144,H,07:00 PM,-0.5,-3.5
Robert Morris,Green Bay,-1,145,H,07:00 PM,-1.7,-1.7
Lipscomb,Belmont,-12,154,H,07:00 PM,12.1,10.5
Jacksonville,Charleston Southern,1,143,H,07:00 PM,12.6,14.7
Oral Roberts,TCU,-10,148,H,07:00 PM,7.1,4.4
Northern Kentucky,Cleveland St.,-7,139,H,06:00 PM,-7.3,-7.3
Oregon St.,California,-6,126,H,09:30 PM,-15.8,-17.8
Sacred Heart,Lafayette,-2,144,H,06:00 PM,-8.3,-11.4
Valparaiso,Drake,-13,137,H,08:00 PM,7.5,5.9
Eastern Michigan,UC San Diego,-6,142,H,09:00 PM,-4.5,-7.8
LIU Brooklyn,Towson,-8,142,H,06:00 PM,-7.6,-13.9
Missouri,Liberty,-7,123,H,06:00 PM,-1.4,-4.9
Youngstown St.,Milwaukee,-5,137,H,07:00 PM,18.1,13.2
Delaware,Delaware St.,9,157,H,06:00 PM,4.8,4.7
Cal Poly,Cal Baptist,-10,140,H,09:00 PM,-0.8,1.9
UTSA,Grand Canyon,-15,139,H,08:00 PM,-16.3,-17.2
Detroit,IUPUI,5,135,H,06:00 PM,-1.8,-11.1
Northern Arizona,Weber St.,-16,148,H,08:00 PM,3.1,-2.4
Denver,Wyoming,-19,139,H,08:00 PM,-11.0,-8.7
Lamar,Mississippi St.,-20,136,H,07:00 PM,-4.0,-9.7
Fairleigh Dickinson,Drexel,-10,146,H,06:00 PM,-0.0,1.3
