AWAY,HOME,VegasSpread,VegasTotal,Court,Time,Reg_dif,Over_dif
Wisconsin,Maryland,2,136,H,6:30 PM,-1.9,4.7
Hofstra,James Madison,1,153,H,3:00 PM,-2.0,-1.6
Cincinnati,Memphis,-7,141,H,2:30 PM,0.0,3.8
Northwestern,Ohio St.,-8,144,H,4:30 PM,-3.6,2.9
Minnesota,Indiana,-9,129,H,11:00 AM,-0.9,-9.4
Cleveland St.,Youngstown St.,1,145,H,1:00 PM,0.1,2.1
Washington,Colorado,-7,141,H,4:00 PM,9.3,2.8
Florida Gulf Coast,Jacksonville,-2,134,H,12:00 PM,-6.4,-7.2
Fairfield,Siena,1,129,H,1:00 PM,-10.6,-16.7
Fort Wayne,Robert Morris,-1,149,H,12:00 PM,3.9,3.6
Lipscomb,Central Arkansas,2,164,H,1:00 PM,-11.8,-11.3
Montana,Montana St.,-6,134,H,6:00 PM,8.8,2.1
Quinnipiac,Niagara,-4,138,H,12:00 PM,9.9,15.3
Elon,College of Charleston,-13,163,H,3:00 PM,1.6,10.5
Northeastern,Towson,-13,133,H,3:30 PM,-18.8,-22.4
Rider,Marist,-10,134,H,1:00 PM,-15.2,-20.7
