AWAY,HOME,VegasSpread,VegasTotal,Court,Time,Reg_dif,Over_dif
LSU,Alabama,1,141,H,06:00 PM,0.2,1.3
Kentucky,Texas A&M,5,147,H,07:30 PM,4.8,13.4
Iowa,Rutgers,5,153,H,07:30 PM,-16.6,-0.7
Virginia Tech,North Carolina St.,2,138,H,06:00 PM,-16.5,-13.2
Mississippi St.,Florida,-5,139,H,05:30 PM,-0.1,-2.6
Xavier,DePaul,8,158,H,08:00 PM,13.6,-6.1
St. John's,Creighton,-7,151,H,06:00 PM,-14.1,2.0
Wake Forest,Georgia Tech,4,138,H,06:00 PM,1.4,4.9
TCU,Oklahoma St.,-6,126,H,07:00 PM,13.4,-4.0
Marquette,Villanova,-13,133,H,07:00 PM,7.5,-6.5
Bradley,Drake,-4,134,H,07:00 PM,18.5,5.0
Northern Iowa,Valparaiso,3,139,H,06:00 PM,8.1,7.8
Virginia,Pittsburgh,2,110,H,08:00 PM,-11.4,-10.4
Mercer,East Tennessee St.,-3,143,H,06:00 PM,5.6,5.2
Indiana St.,Southern Illinois,-5,131,H,07:00 PM,0.5,6.2
Boston College,Louisville,-6,136,H,06:00 PM,-2.0,11.4
Georgia,Auburn,-25,157,H,08:00 PM,-3.1,5.6
Boston University,Loyola MD,-2,132,H,06:00 PM,-11.3,-10.3
New Mexico,Colorado St.,-15,159,H,09:00 PM,4.2,-5.9
Winthrop,Presbyterian,2,136,H,06:00 PM,4.3,-3.7
Stony Brook,Binghamton,1,145,H,06:00 PM,-0.6,-1.9
Campbell,Longwood,-5,125,H,06:00 PM,-4.7,-3.3
Illinois St.,Missouri St.,-14,156,H,07:00 PM,-1.8,-1.1
North Carolina A&T,UNC Asheville,-6,138,H,05:30 PM,-6.4,1.6
Rider,Quinnipiac,-6,144,H,06:00 PM,-4.9,-2.2
Colgate,Bucknell,7,151,H,06:00 PM,3.7,19.6
George Washington,Saint Joseph's,-13,145,H,06:00 PM,-8.8,2.7
Albany,UMBC,-6,132,H,06:00 PM,8.1,14.2
New Hampshire,Hartford,6,140,H,06:00 PM,5.7,6.6
The Citadel,Wofford,-13,147,H,06:00 PM,-12.0,-9.6
La Salle,Rhode Island,-15,137,H,06:00 PM,-1.6,1.9
Vermont,NJIT,10,130,H,06:00 PM,2.3,21.1
San Jose St.,Wyoming,-17,139,H,08:00 PM,-0.3,-14.4
Western Carolina,Furman,-17,151,H,06:00 PM,-7.4,-8.1
USC Upstate,Gardner Webb,-13,143,H,06:00 PM,0.8,9.5
High Point,Charleston Southern,7,139,H,06:00 PM,5.6,3.1
Hampton,Radford,-6,128,H,05:30 PM,3.2,3.9
Lehigh,Navy,-17,133,H,06:00 PM,0.9,7.4
Maine,UMass Lowell,-11,129,H,06:00 PM,16.0,6.8
American,Army,-13,141,H,05:00 PM,-8.3,-1.1
