Rank,Team,Conf,AdjEM,AdjO,AdjO_Rank,AdjD,AdjD_Rank,AdjT,AdjT_Rank,Final_Rank,Final_AdjEM,FinalAdjO,Final_AdjO_Rank,AR
1,Baylor,B12,+31.93,119.4,4,87.5,3,69.6,167,2,+31.80,119.3,4,87.5
2,Gonzaga,WCC,+31.89,123.6,1,91.7,20,75.6,9,1,+32.11,123.7,1,91.5
3,Villanova,BE,+26.59,119.7,3,93.1,41,63.9,352,5,+26.75,119.7,3,93.0
4,Iowa,B10,+26.48,123.0,2,96.6,77,71.7,62,3,+27.42,123.5,2,96.0
5,Wisconsin,B10,+25.70,115.1,10,89.4,7,65.0,338,11,+23.88,113.9,11,90.0
6,Illinois,B10,+25.55,116.8,6,91.3,17,71.8,59,8,+24.67,116.0,10,91.4
7,Texas,B12,+25.19,113.3,12,88.1,4,69.4,178,7,+24.71,113.8,12,89.1
8,Michigan,B10,+25.01,116.6,7,91.5,18,68.2,239,4,+27.11,117.4,6,90.3
9,Tennessee,SEC,+24.59,111.8,28,87.2,2,66.3,311,6,+24.72,111.9,29,87.2
10,Creighton,BE,+23.96,116.5,8,92.5,31,70.9,97,10,+23.97,116.5,7,92.5
11,Houston,Amer,+23.89,112.7,17,88.8,6,66.1,316,9,+24.09,112.7,20,88.6
12,Kansas,B12,+23.20,112.8,16,89.6,8,69.0,205,13,+22.47,112.6,22,90.1
13,Texas Tech,B12,+22.35,110.9,37,88.6,5,67.0,289,12,+23.03,112.1,27,89.0
14,West Virginia,B12,+21.22,113.0,13,91.8,21,69.2,190,15,+21.29,113.0,15,91.7
15,Virginia,ACC,+20.99,111.1,35,90.1,10,59.1,357,16,+21.23,111.8,33,90.6
16,Ohio St.,B10,+20.90,116.0,9,95.1,56,66.5,305,18,+21.18,116.2,8,95.0
17,USC,P12,+20.79,110.9,38,90.1,11,68.9,206,17,+21.20,111.6,35,90.4
18,Clemson,ACC,+20.64,107.8,74,87.1,1,66.6,299,19,+20.86,107.7,72,86.8
19,Oregon,P12,+20.62,112.9,15,92.2,26,70.4,125,20,+20.52,112.9,16,92.4
20,Colorado,P12,+20.17,112.5,18,92.4,28,68.0,247,14,+22.02,112.9,17,90.8
21,Duke,ACC,+20.06,113.0,14,92.9,39,69.2,187,26,+19.21,112.4,24,93.2
22,Connecticut,BE,+19.64,111.7,30,92.1,24,65.6,326,23,+19.92,110.9,42,91.0
23,Indiana,B10,+19.32,109.4,56,90.1,12,66.5,303,37,+17.82,109.6,56,91.8
24,LSU,SEC,+19.20,117.7,5,98.5,109,69.6,171,22,+20.25,118.0,5,97.7
25,Arkansas,SEC,+18.77,112.1,23,93.4,42,73.5,26,36,+17.89,111.2,39,93.3
26,Louisville,ACC,+18.72,110.7,41,92.0,23,66.5,302,27,+18.94,111.0,40,92.1
27,Alabama,SEC,+18.63,111.7,29,93.1,40,74.8,15,21,+20.25,112.6,21,92.3
28,UCLA,P12,+18.63,114.7,11,96.0,70,65.0,339,24,+19.90,116.0,9,96.1
29,North Carolina,ACC,+18.26,108.7,60,90.5,14,71.4,75,35,+17.97,108.9,59,91.0
