Rank,Team,Conf,AdjEM,AdjO,AdjO_Rank,AdjD,AdjD_Rank,AdjT,AdjT_Rank,Final_Rank,Final_AdjEM,FinalAdjO,Final_AdjO_Rank,AR
1,Baylor,B12,+30.01,118.1,3,88.0,11,69.9,217,2,+31.80,119.3,4,87.5
2,Gonzaga,WCC,+29.81,118.5,2,88.7,12,76.3,5,1,+32.11,123.7,1,91.5
3,Wisconsin,B10,+25.85,112.3,10,86.5,3,67.5,325,11,+23.88,113.9,11,90.0
4,Villanova,BE,+25.80,117.0,4,91.2,28,65.5,350,5,+26.75,119.7,3,93.0
5,Iowa,B10,+24.13,119.3,1,95.2,82,75.2,21,3,+27.42,123.5,2,96.0
6,Texas,B12,+23.00,110.3,22,87.3,7,69.5,244,7,+24.71,113.8,12,89.1
7,West Virginia,B12,+22.98,110.8,19,87.8,9,70.5,183,15,+21.29,113.0,15,91.7
8,Kansas,B12,+22.74,109.7,26,87.0,6,71.8,102,13,+22.47,112.6,22,90.1
9,Tennessee,SEC,+22.58,109.1,36,86.5,4,67.9,316,6,+24.72,111.9,29,87.2
10,Texas Tech,B12,+22.38,107.5,55,85.1,1,67.1,336,12,+23.03,112.1,27,89.0
11,Illinois,B10,+22.09,113.8,7,91.7,35,73.4,40,8,+24.67,116.0,10,91.4
12,Houston,Amer,+22.06,112.1,12,90.0,20,68.4,297,9,+24.09,112.7,20,88.6
13,Duke,ACC,+21.80,111.2,16,89.4,17,70.9,152,26,+19.21,112.4,24,93.2
14,Creighton,BE,+21.50,115.2,5,93.8,59,71.8,108,10,+23.97,116.5,7,92.5
15,Michigan,B10,+21.26,112.6,9,91.3,30,69.6,241,4,+27.11,117.4,6,90.3
16,Indiana,B10,+20.84,108.3,48,87.4,8,69.7,236,37,+17.82,109.6,56,91.8
17,Rutgers,B10,+20.63,109.9,24,89.3,15,70.8,167,39,+17.17,110.5,45,93.4
18,Virginia,ACC,+20.56,107.3,57,86.7,5,61.9,357,16,+21.23,111.8,33,90.6
19,Oregon,P12,+20.20,110.8,18,90.6,23,70.7,172,20,+20.52,112.9,16,92.4
20,Ohio St.,B10,+20.12,112.6,8,92.5,44,67.2,332,18,+21.18,116.2,8,95.0
21,Clemson,ACC,+20.05,106.1,73,86.1,2,68.7,277,19,+20.86,107.7,72,86.8
22,North Carolina,ACC,+19.78,109.2,33,89.4,18,71.8,106,35,+17.97,108.9,59,91.0
23,Florida,SEC,+19.42,109.6,27,90.2,21,72.0,96,38,+17.49,111.8,32,94.3
24,Florida St.,ACC,+19.23,110.5,21,91.3,29,70.3,190,25,+19.79,113.1,14,93.3
25,Colorado,P12,+18.89,108.8,43,89.9,19,70.0,215,14,+22.02,112.9,17,90.8
26,Purdue,B10,+18.60,110.5,20,91.9,38,69.2,260,28,+18.66,111.3,38,92.6
27,Michigan St.,B10,+18.50,111.4,14,92.9,51,73.2,48,42,+16.25,110.2,52,94.0
28,LSU,SEC,+18.43,114.8,6,96.4,95,71.1,142,22,+20.25,118.0,5,97.7
29,UCLA,P12,+18.26,112.1,11,93.9,60,66.5,344,24,+19.90,116.0,9,96.1
30,Saint Louis,A10,+18.21,110.0,23,91.7,36,70.6,174,32,+18.14,110.9,41,92.8
31,Syracuse,ACC,+18.21,108.9,39,90.7,24,73.2,44,40,+16.78,110.3,50,93.5
32,Stanford,P12,+17.70,106.8,66,89.1,13,71.2,138,45,+15.99,106.7,84,90.7
33,Louisville,ACC,+17.56,109.2,34,91.6,34,68.7,280,27,+18.94,111.0,40,92.1
34,USC,P12,+17.49,108.8,44,91.3,32,69.4,249,17,+21.20,111.6,35,90.4
35,Missouri,SEC,+17.46,109.5,29,92.1,40,69.8,228,46,+15.97,108.2,70,92.2
36,Arkansas,SEC,+17.21,107.9,51,90.7,25,73.3,43,36,+17.89,111.2,39,93.3
37,Virginia Tech,ACC,+17.19,109.1,38,91.9,37,67.0,337,31,+18.23,111.8,34,93.6
38,San Diego St.,MWC,+17.00,107.8,52,90.8,26,67.3,327,41,+16.55,108.4,66,91.8
39,Mississippi,SEC,+17.00,105.0,86,88.0,10,69.6,242,55,+14.23,105.1,102,90.9
40,Oklahoma,B12,+16.82,111.4,15,94.6,74,71.5,120,29,+18.42,112.7,19,94.3
41,N.C. State,ACC,+16.75,108.1,49,91.3,31,72.6,73,59,+13.29,109.9,55,96.7
42,Marquette,BE,+16.65,111.0,17,94.3,70,69.2,259,53,+14.79,111.5,36,96.7
43,Arizona,P12,+16.50,108.0,50,91.5,33,70.2,200,30,+18.33,113.6,13,95.3
44,Oklahoma St.,B12,+16.25,107.2,62,90.9,27,73.9,34,33,+18.12,110.2,51,92.1
45,Penn St.,B10,+16.24,109.1,37,92.8,49,70.8,162,47,+15.87,112.5,23,96.6
46,Connecticut,BE,+16.17,108.8,45,92.6,47,67.9,313,23,+19.92,110.9,42,91.0
47,SMU,Amer,+16.09,109.5,30,93.4,55,70.8,159,54,+14.30,110.4,49,96.1
48,Xavier,BE,+15.99,111.9,13,95.9,88,69.2,261,50,+15.03,110.7,43,95.6
49,Maryland,B10,+15.87,109.9,25,94.0,63,68.0,307,43,+16.09,112.7,18,96.7
50,Kentucky,SEC,+15.74,106.1,74,90.4,22,70.3,189,52,+14.94,106.9,79,92.0
51,Minnesota,B10,+15.60,108.5,46,92.9,52,75.1,22,34,+18.01,111.9,30,93.9
52,Seton Hall,BE,+15.51,109.5,31,94.0,61,69.3,254,44,+16.03,111.8,31,95.8
53,Richmond,A10,+15.32,109.4,32,94.0,64,72.9,57,51,+15.01,112.2,25,97.2
