Rank,Team,Conf,AdjEM,AdjO,AdjO_Rank,AdjD,AdjD_Rank,AdjT,AdjT_Rank,Final_Rank,Final_AdjEM,FinalAdjO,Final_AdjO_Rank,AR
1,Gonzaga,WCC,+29.33,117.2,1,87.9,14,75.2,24,1,+32.11,123.7,1,91.5
2,Baylor,B12,+28.08,115.0,3,86.9,7,70.8,255,2,+31.80,119.3,4,87.5
3,Villanova,BE,+24.90,114.1,4,89.2,27,67.7,350,5,+26.75,119.7,3,93.0
4,Texas,B12,+24.02,109.4,20,85.4,2,70.1,295,7,+24.71,113.8,12,89.1
5,Kansas,B12,+23.77,109.9,14,86.2,6,74.2,48,13,+22.47,112.6,22,90.1
6,Duke,ACC,+23.64,110.9,9,87.3,9,74.6,35,26,+19.21,112.4,24,93.2
7,Wisconsin,B10,+23.41,109.6,16,86.1,5,68.4,345,11,+23.88,113.9,11,90.0
8,West Virginia,B12,+23.02,110.1,13,87.1,8,71.8,188,15,+21.29,113.0,15,91.7
9,Texas Tech,B12,+22.87,108.4,30,85.6,3,70.8,254,12,+23.03,112.1,27,89.0
10,Michigan St.,B10,+22.43,111.1,8,88.7,23,73.4,80,42,+16.25,110.2,52,94.0
11,Houston,Amer,+21.81,110.4,10,88.6,21,69.6,319,9,+24.09,112.7,20,88.6
12,Iowa,B10,+21.66,115.6,2,93.9,74,73.6,73,3,+27.42,123.5,2,96.0
13,Virginia,ACC,+21.16,106.4,55,85.2,1,63.9,357,16,+21.23,111.8,33,90.6
14,Ohio St.,B10,+21.08,109.3,22,88.2,16,70.5,271,18,+21.18,116.2,8,95.0
15,North Carolina,ACC,+21.03,108.5,27,87.5,10,73.4,86,35,+17.97,108.9,59,91.0
16,Creighton,BE,+20.86,112.2,6,91.3,49,72.0,177,10,+23.97,116.5,7,92.5
17,Florida St.,ACC,+20.02,108.5,28,88.5,18,73.6,71,25,+19.79,113.1,14,93.3
18,Tennessee,SEC,+19.98,108.7,26,88.7,22,70.3,281,6,+24.72,111.9,29,87.2
19,Louisville,ACC,+19.97,109.3,21,89.4,29,69.7,312,27,+18.94,111.0,40,92.1
20,Oregon,P12,+19.94,109.6,15,89.6,30,69.9,301,20,+20.52,112.9,16,92.4
21,Kentucky,SEC,+19.92,107.5,38,87.5,11,72.0,176,52,+14.94,106.9,79,92.0
22,Illinois,B10,+19.91,109.6,17,89.6,31,72.6,130,8,+24.67,116.0,10,91.4
23,Virginia Tech,ACC,+19.83,109.5,18,89.7,32,69.2,328,31,+18.23,111.8,34,93.6
24,Florida,SEC,+19.49,108.8,25,89.3,28,69.9,300,38,+17.49,111.8,32,94.3
25,Michigan,B10,+19.28,110.3,11,91.0,43,72.4,145,4,+27.11,117.4,6,90.3
26,Purdue,B10,+19.08,110.3,12,91.2,47,70.5,272,28,+18.66,111.3,38,92.6
27,Indiana,B10,+19.07,107.0,46,88.0,15,70.9,252,37,+17.82,109.6,56,91.8
28,Stanford,P12,+18.88,105.0,71,86.1,4,72.7,121,45,+15.99,106.7,84,90.7
29,Clemson,ACC,+18.58,106.3,56,87.7,13,70.8,258,19,+20.86,107.7,72,86.8
30,Oklahoma St.,B12,+18.46,107.0,48,88.5,20,72.6,128,33,+18.12,110.2,51,92.1
31,Arizona St.,P12,+18.44,111.5,7,93.0,67,76.2,12,66,+12.50,108.2,69,95.7
32,Rutgers,B10,+18.34,106.0,59,87.6,12,72.8,117,39,+17.17,110.5,45,93.4
33,Oklahoma,B12,+18.00,108.1,34,90.1,37,73.5,74,29,+18.42,112.7,19,94.3
34,San Diego St.,MWC,+17.87,107.6,36,89.8,33,69.3,327,41,+16.55,108.4,66,91.8
35,Marquette,BE,+17.75,106.6,52,88.9,24,74.5,36,53,+14.79,111.5,36,96.7
36,Minnesota,B10,+17.33,107.2,43,89.9,34,74.5,38,34,+18.01,111.9,30,93.9
37,Maryland,B10,+17.16,109.5,19,92.3,57,69.7,310,43,+16.09,112.7,18,96.7
38,LSU,SEC,+17.02,114.0,5,97.0,124,71.2,232,22,+20.25,118.0,5,97.7
39,UCLA,P12,+16.79,109.2,23,92.4,60,68.0,347,24,+19.90,116.0,9,96.1
40,Arizona,P12,+16.54,105.7,62,89.1,25,72.6,134,30,+18.33,113.6,13,95.3
41,Mississippi,SEC,+16.47,105.6,64,89.2,26,71.5,207,55,+14.23,105.1,102,90.9
42,N.C. State,ACC,+16.44,108.3,32,91.8,54,72.5,136,59,+13.29,109.9,55,96.7
43,Saint Louis,A10,+16.42,107.0,47,90.6,40,70.4,278,32,+18.14,110.9,41,92.8
44,Miami FL,ACC,+16.28,107.2,44,90.9,42,72.7,122,79,+10.23,104.6,109,94.3
45,USC,P12,+16.15,106.9,49,90.8,41,71.3,223,17,+21.20,111.6,35,90.4
46,Syracuse,ACC,+16.14,107.3,41,91.1,45,73.5,75,40,+16.78,110.3,50,93.5
47,Colorado,P12,+15.88,107.0,45,91.2,48,71.3,222,14,+22.02,112.9,17,90.8
48,Seton Hall,BE,+15.82,107.2,42,91.4,50,72.6,127,44,+16.03,111.8,31,95.8
49,Memphis,Amer,+15.74,104.2,78,88.5,19,74.4,42,67,+12.10,102.6,151,90.5
50,Arkansas,SEC,+15.67,106.8,51,91.1,44,74.3,45,36,+17.89,111.2,39,93.3
51,Richmond,A10,+15.62,107.4,39,91.8,53,73.9,56,51,+15.01,112.2,25,97.2
52,Connecticut,BE,+15.51,108.1,33,92.6,64,71.1,237,23,+19.92,110.9,42,91.0
53,Loyola Chicago,MVC,+15.49,105.4,68,89.9,35,69.5,322,48,+15.32,108.5,64,93.2
54,SMU,Amer,+15.39,108.8,24,93.4,70,71.6,199,54,+14.30,110.4,49,96.1
55,Missouri,SEC,+15.04,106.2,58,91.2,46,71.1,239,46,+15.97,108.2,70,92.2
56,Utah,P12,+15.00,107.3,40,92.3,59,70.7,260,63,+12.80,108.3,67,95.5
57,Alabama,SEC,+14.72,106.6,53,91.9,55,77.6,4,21,+20.25,112.6,21,92.3
58,TCU,B12,+14.64,102.9,99,88.3,17,67.7,349,96,+7.29,105.2,99,97.9
59,Cincinnati,Amer,+14.30,104.9,72,90.6,39,71.8,182,80,+10.08,105.3,98,95.3
