Rank,Team,Conf,AdjEM,AdjO,AdjO_Rank,AdjD,AdjD_Rank,AdjT,AdjT_Rank,Final_Rank,Final_AdjEM,FinalAdjO,Final_AdjO_Rank,AR
1,Baylor,B12,+34.60,121.3,3,86.7,1,69.5,152,2,+34.59,121.8,3,87.3
2,Gonzaga,WCC,+34.17,124.4,2,90.3,12,74.9,7,1,+34.63,125.2,1,90.6
3,Michigan,B10,+28.12,117.0,7,88.8,6,68.3,208,3,+28.12,117.4,7,89.2
4,Iowa,B10,+27.02,124.6,1,97.6,98,71.1,71,4,+27.18,125.1,2,98.0
5,Houston,Amer,+26.14,113.5,20,87.4,3,66.2,304,5,+26.85,114.8,17,88.0
6,Villanova,BE,+26.14,119.4,4,93.3,38,64.8,333,6,+26.10,119.8,4,93.7
7,Virginia,ACC,+25.65,116.0,10,90.3,14,60.1,357,7,+25.70,116.4,10,90.7
8,Illinois,B10,+24.77,116.6,9,91.8,22,70.8,80,8,+24.92,117.1,8,92.2
9,Alabama,SEC,+24.76,114.5,15,89.8,8,74.6,9,9,+24.81,115.0,15,90.2
10,Texas,B12,+24.25,114.2,17,90.0,9,69.8,132,10,+24.24,114.7,18,90.4
11,Wisconsin,B10,+23.80,112.4,29,88.6,4,64.9,332,11,+23.76,113.0,27,89.3
12,Texas Tech,B12,+22.93,113.2,23,90.2,11,67.0,272,13,+22.95,113.6,23,90.7
13,Florida St.,ACC,+22.90,115.9,11,93.0,34,69.6,148,14,+22.95,116.3,11,93.4
14,Creighton,BE,+22.69,116.6,8,93.9,45,70.2,111,15,+22.66,117.1,9,94.4
15,Ohio St.,B10,+22.66,118.9,5,96.3,75,66.8,278,12,+22.96,119.6,5,96.6
16,Kansas,B12,+22.16,113.3,22,91.1,18,68.0,219,18,+21.75,112.3,33,90.5
17,West Virginia,B12,+22.02,114.4,16,92.4,30,68.8,173,16,+22.02,114.9,16,92.8
18,Colorado,P12,+21.99,115.0,14,93.0,35,67.1,270,17,+21.99,115.4,14,93.4
19,Tennessee,SEC,+21.24,108.5,68,87.2,2,66.2,302,19,+21.25,108.9,69,87.6
20,Oklahoma,B12,+20.49,113.5,21,93.0,36,69.2,162,20,+20.46,114.2,19,93.7
21,USC,P12,+20.33,111.9,31,91.6,20,68.4,202,21,+20.43,112.4,29,92.0
22,Loyola Chicago,MVC,+20.17,110.4,47,90.2,10,66.0,307,22,+20.13,110.8,50,90.6
23,Indiana,B10,+19.15,111.3,37,92.1,26,66.5,289,23,+19.34,111.8,37,92.5
