Rank,Team,Conf,Record,AdjEM,AdjO,AdjO_Rank,AdjD,AdjD_Rank,AdjT,AdjT_Rank,Final_Rank,Final_AdjEM,FinalAdjO,Final_AdjO_Rank
1,Gonzaga,WCC,31-0,+38.13,127.2,1,89.1,8,74.0,7,+.023,123,+10.75,77
2,Baylor,B12,27-2,+32.38,124.2,2,91.8,27,67.7,201,+.047,76,+12.18,67
3,Michigan,B10,23-5,+29.65,117.5,9,87.9,4,66.7,256,+.007,156,+16.40,19
4,Illinois,B10,24-7,+28.99,117.9,8,88.9,7,70.5,79,+.022,128,+18.10,5
5,Houston,Amer,28-4,+28.63,118.2,7,89.6,10,64.4,332,+.018,133,+9.13,90
6,USC,P12,25-8,+27.71,115.7,14,88.0,5,67.0,235,+.001,171,+16.34,21
7,Iowa,B10,22-9,+26.89,123.5,3,96.6,75,69.9,93,-.027,244,+16.39,20
8,Colorado,P12,23-9,+25.16,116.3,13,91.1,22,66.1,276,-.025,237,+15.46,27
9,Alabama,SEC,26-7,+25.04,112.8,30,87.7,3,73.4,11,+.020,131,+14.74,34
10,Loyola Chicago,MVC,26-5,+24.30,111.2,41,86.9,2,63.8,342,-.024,233,+6.23,113
11,Ohio St.,B10,21-10,+23.56,120.6,4,97.1,82,66.8,251,-.012,212,+17.86,9
12,Villanova,BE,18-7,+22.94,118.9,6,96.0,66,64.2,336,-.007,200,+13.60,47
13,UCLA,P12,22-10,+22.56,116.9,11,94.4,46,63.9,341,+.028,110,+17.45,11
14,Wisconsin,B10,18-13,+22.33,112.9,29,90.5,15,64.6,328,-.052,289,+18.06,6
15,Florida St.,ACC,18-7,+22.11,114.9,16,92.8,32,69.9,90,+.002,167,+13.45,50
16,Oregon,P12,21-7,+21.92,117.2,10,95.3,54,67.2,226,+.049,72,+15.25,30
17,Texas Tech,B12,18-11,+21.54,112.5,32,91.0,20,65.1,317,-.099,340,+12.59,61
18,Virginia,ACC,18-7,+21.49,114.7,17,93.2,36,59.9,357,+.025,118,+12.06,69
19,BYU,WCC,20-7,+21.47,113.8,21,92.3,29,67.6,208,+.037,91,+12.52,63
20,Arkansas,SEC,25-7,+21.44,111.0,43,89.6,11,72.6,19,+.064,51,+12.59,62
21,Creighton,BE,22-9,+20.63,113.3,25,92.7,31,68.7,144,+.017,137,+13.17,54
22,Connecticut,BE,15-8,+20.60,113.1,27,92.5,30,65.5,309,-.068,310,+12.96,56
23,West Virginia,B12,19-10,+20.35,116.6,12,96.3,70,69.2,123,-.056,294,+14.99,31
24,Purdue,B10,18-10,+20.30,113.2,26,92.9,34,66.1,278,+.010,148,+16.56,17
25,LSU,SEC,19-10,+20.29,120.0,5,99.7,124,70.6,70,-.007,201,+14.69,35
26,Texas,B12,19-8,+20.07,112.9,28,92.8,33,68.7,146,-.004,190,+14.29,41
27,Arizona,P12,17-9,+19.99,115.5,15,95.5,59,67.7,198,-.017,220,+13.43,51
28,San Diego St.,MWC,23-5,+19.96,111.0,44,91.0,21,65.5,307,+.027,114,+7.29,102
29,Tennessee,SEC,18-9,+19.90,107.9,85,88.0,6,67.1,232,-.013,215,+13.04,55
30,Kansas,B12,21-9,+19.78,110.0,54,90.2,14,68.2,174,+.070,44,+15.63,26
31,Memphis,Amer,20-8,+19.08,105.4,119,86.3,1,71.4,48,-.068,311,+8.67,95
32,St. Bonaventure,A10,16-5,+19.02,109.9,55,90.9,19,64.8,320,+.016,140,+8.50,99
33,Oklahoma St.,B12,21-9,+18.64,109.4,61,90.8,17,72.4,24,+.038,90,+15.27,29
34,North Carolina,ACC,18-11,+18.61,110.2,52,91.6,26,71.5,43,-.005,194,+14.75,33
35,Maryland,B10,17-14,+17.61,111.7,37,94.1,42,64.7,321,-.024,234,+17.06,12
36,Duke,ACC,13-11,+17.56,114.5,18,96.9,79,68.6,152,-.109,347,+12.25,65
37,Georgia Tech,ACC,17-9,+17.50,113.6,23,96.1,69,67.3,223,-.005,193,+12.68,59
38,Rutgers,B10,16-12,+17.45,108.0,83,90.6,16,67.5,214,+.027,113,+17.95,8
39,Penn St.,B10,11-14,+17.01,112.1,34,95.1,52,69.2,125,-.050,286,+19.33,1
40,Florida,SEC,15-10,+16.90,110.9,45,94.0,41,68.3,167,-.004,188,+14.64,36
41,Oklahoma,B12,16-11,+16.89,112.0,36,95.1,51,67.2,228,-.025,238,+14.08,43
42,Syracuse,ACC,18-10,+16.74,113.6,24,96.8,77,68.6,151,+.029,109,+12.92,57
43,Oregon St.,P12,20-13,+16.45,112.0,35,95.6,60,65.5,306,+.072,40,+16.74,16
44,Utah,P12,12-13,+15.86,112.7,31,96.9,78,67.6,204,-.077,319,+15.73,24
45,Clemson,ACC,16-8,+15.47,106.3,107,90.9,18,64.1,337,+.100,18,+14.37,40
46,Utah St.,MWC,20-9,+15.38,104.7,126,89.4,9,68.6,149,-.037,262,+5.67,120
47,Missouri,SEC,16-10,+15.07,110.5,49,95.5,57,68.4,163,+.070,43,+15.77,23
48,VCU,A10,19-7,+15.02,105.1,122,90.1,13,69.6,107,+.035,97,+8.53,98
49,Indiana,B10,12-15,+14.92,109.0,70,94.1,44,65.9,289,-.053,290,+18.28,3
50,Kentucky,SEC,9-16,+14.92,107.9,84,93.0,35,68.1,181,-.148,354,+16.83,15
51,Mississippi,SEC,16-12,+14.62,106.0,109,91.4,24,65.0,318,-.063,301,+10.68,78
52,Virginia Tech,ACC,15-7,+14.43,109.6,59,95.2,53,65.8,298,+.043,82,+9.66,86
53,Seton Hall,BE,14-13,+14.35,110.2,51,95.8,63,66.5,264,-.027,245,+14.40,39
54,Saint Louis,A10,14-7,+14.35,110.3,50,96.0,65,68.0,184,-.037,263,+5.54,121
55,Drake,MVC,26-5,+14.25,112.4,33,98.1,100,66.3,271,+.102,17,+3.93,137
56,SMU,Amer,11-6,+14.04,110.7,47,96.7,76,68.8,141,-.012,210,+8.66,96
57,Stanford,P12,14-13,+13.84,106.0,110,92.1,28,69.2,120,+.022,127,+16.50,18
