Rank,Team,Conf,AdjEM,AdjO,AdjO_Rank,AdjD,AdjD_Rank,AdjT,AdjT_Rank,Final_Rank,Final_AdjEM,FinalAdjO,Final_AdjO_Rank,AR
1,Baylor,B12,+35.09,122.6,3,87.5,3,68.8,162,2,+35.04,122.6,3,87.5
2,Gonzaga,WCC,+34.82,123.9,2,89.1,7,74.6,7,1,+35.81,124.3,2,88.5
3,Michigan,B10,+28.09,117.2,7,89.1,8,67.7,217,3,+28.35,117.7,7,89.3
4,Illinois,B10,+27.16,117.3,6,90.1,14,70.4,84,6,+26.89,117.3,8,90.4
5,Iowa,B10,+26.10,125.4,1,99.3,121,70.2,92,5,+26.97,126.2,1,99.3
6,Houston,Amer,+25.87,114.2,16,88.3,5,65.7,310,4,+27.02,115.8,14,88.8
7,Alabama,SEC,+25.17,112.1,32,86.9,2,74.1,9,10,+25.33,111.8,36,86.5
8,Ohio St.,B10,+24.94,120.8,4,95.9,71,66.8,266,7,+25.69,121.1,4,95.4
9,Virginia,ACC,+24.59,116.5,9,91.9,25,59.9,357,9,+25.42,116.0,13,90.5
10,Villanova,BE,+24.35,119.2,5,94.9,53,64.7,333,8,+25.60,120.8,5,95.2
11,Wisconsin,B10,+23.02,112.5,27,89.5,9,65.1,324,12,+23.38,112.1,32,88.7
12,Tennessee,SEC,+22.89,109.1,65,86.2,1,66.7,270,14,+22.89,109.4,63,86.5
13,USC,P12,+22.55,112.6,25,90.1,12,67.8,216,13,+23.21,112.5,27,89.3
14,Loyola Chicago,MVC,+22.34,111.2,42,88.9,6,65.6,312,15,+22.63,111.6,38,89.0
15,Texas Tech,B12,+22.25,112.4,30,90.1,13,66.2,292,18,+21.37,111.9,35,90.5
16,Texas,B12,+22.19,112.6,26,90.4,16,69.3,143,19,+21.35,113.4,22,92.0
17,Florida St.,ACC,+21.81,114.9,14,93.1,33,69.6,117,17,+21.86,115.2,16,93.3
18,Colorado,P12,+21.19,116.4,10,95.2,60,66.7,271,11,+24.29,117.0,9,92.8
19,West Virginia,B12,+20.72,115.3,13,94.6,48,69.3,144,16,+21.92,116.5,10,94.6
20,Creighton,BE,+20.54,115.6,12,95.0,58,69.6,123,20,+20.99,114.5,17,93.5
21,San Diego St.,MWC,+20.03,111.6,36,91.6,23,66.3,290,21,+20.45,111.5,41,91.1
22,Purdue,B10,+20.02,112.0,33,92.0,26,66.4,283,24,+20.10,112.4,30,92.3
23,Oklahoma,B12,+20.00,112.4,28,92.4,28,68.0,207,23,+20.12,112.4,29,92.3
24,Rutgers,B10,+19.52,110.4,51,90.9,17,68.0,209,26,+19.39,110.6,54,91.2
25,Indiana,B10,+19.28,110.7,49,91.4,22,66.1,300,27,+19.37,110.8,51,91.4
26,Arkansas,SEC,+19.20,110.4,52,91.2,20,73.0,20,25,+19.64,111.5,40,91.9
27,Kansas,B12,+19.14,111.7,34,92.6,29,68.4,186,22,+20.30,112.1,31,91.8
28,Florida,SEC,+18.83,113.6,19,94.8,50,69.8,108,28,+19.23,113.7,20,94.5
29,Missouri,SEC,+18.46,111.5,41,93.0,32,69.8,110,38,+17.04,111.6,39,94.5
30,Penn St.,B10,+18.00,113.1,23,95.1,59,69.5,132,30,+18.16,112.9,26,94.7
31,Louisville,ACC,+17.78,110.2,54,92.4,27,66.1,295,33,+17.94,110.4,55,92.5
32,Seton Hall,BE,+17.77,114.9,15,97.1,90,67.4,237,31,+18.03,115.3,15,97.2
33,Connecticut,BE,+17.64,111.5,39,93.9,42,64.2,337,43,+16.55,110.8,49,94.3
34,Oklahoma St.,B12,+17.63,109.5,58,91.9,24,70.8,65,40,+17.02,108.4,70,91.4
35,Duke,ACC,+17.57,113.4,20,95.8,70,69.6,118,41,+16.88,114.4,18,97.5
36,Virginia Tech,ACC,+17.44,111.0,45,93.6,36,66.3,287,34,+17.89,111.2,45,93.3
37,BYU,WCC,+17.28,110.9,47,93.6,37,68.1,206,32,+17.94,110.8,47,92.9
38,UCLA,P12,+17.23,113.3,21,96.1,74,63.7,345,42,+16.62,113.6,21,97.0
39,Arizona,P12,+17.16,114.0,18,96.8,83,68.6,171,36,+17.57,114.2,19,96.6
40,North Carolina,ACC,+17.06,109.9,56,92.9,31,70.6,76,39,+17.03,109.8,60,92.8
41,Oregon,P12,+16.74,111.7,35,95.0,54,69.0,153,35,+17.59,111.8,37,94.2
42,Minnesota,B10,+16.70,111.5,38,94.8,52,69.9,107,37,+17.51,111.9,33,94.4
43,LSU,SEC,+16.70,117.0,8,100.3,137,70.6,73,29,+18.26,119.2,6,101.0
44,Maryland,B10,+16.53,110.2,53,93.7,40,65.8,307,44,+16.52,109.9,59,93.3
45,Xavier,BE,+16.06,111.1,43,95.0,57,68.5,179,46,+16.17,111.3,43,95.1
46,Clemson,ACC,+15.99,106.0,99,90.0,11,65.4,320,48,+16.02,106.4,94,90.3
47,Utah St.,MWC,+15.91,105.8,106,89.9,10,69.5,126,47,+16.05,105.8,111,89.8
48,Saint Louis,A10,+15.86,110.8,48,95.0,55,69.5,127,45,+16.39,110.8,52,94.4
49,Stanford,P12,+15.72,107.0,86,91.3,21,70.3,88,59,+14.88,106.3,100,91.4
50,Memphis,Amer,+15.55,103.4,143,87.8,4,71.4,46,51,+15.84,103.9,144,88.1
51,St. Bonaventure,A10,+15.25,109.3,62,94.0,43,66.4,281,50,+15.89,110.8,50,94.9
52,Wright St.,Horz,+15.16,108.0,72,92.8,30,70.8,69,54,+15.31,108.7,68,93.4
53,Richmond,A10,+14.92,112.8,24,97.9,97,69.2,148,56,+15.17,112.9,25,97.7
54,Syracuse,ACC,+14.79,111.6,37,96.8,81,69.8,111,53,+15.54,112.5,28,96.9
55,Georgia Tech,ACC,+14.53,111.5,40,97.0,86,67.5,235,60,+14.76,111.3,42,96.6
56,Kentucky,SEC,+14.37,105.4,108,91.1,18,67.7,220,62,+14.51,106.1,105,91.5
57,VCU,A10,+14.36,104.5,124,90.2,15,70.6,77,49,+16.00,106.4,95,90.4
58,SMU,Amer,+14.25,111.0,46,96.7,80,68.8,160,55,+15.27,110.8,48,95.6
59,Auburn,SEC,+14.08,112.4,29,98.3,106,71.9,36,61,+14.70,111.9,34,97.2
