Rank,Team,Conf,AdjEM,AdjO,AdjO_Rank,AdjD,AdjD_Rank,AdjT,AdjT_Rank,Final_Rank,Final_AdjEM,FinalAdjO,Final_AdjO_Rank,AR
1,Gonzaga,WCC,+31.21,121.8,2,90.6,19,77.4,4,1,+32.11,123.7,1,91.5
2,Baylor,B12,+30.68,119.7,3,89.0,9,70.4,159,2,+31.80,119.3,4,87.5
3,Villanova,BE,+26.75,118.8,4,92.0,29,64.8,350,5,+26.75,119.7,3,93.0
4,Wisconsin,B10,+25.48,113.8,10,88.3,5,66.1,339,11,+23.88,113.9,11,90.0
5,Iowa,B10,+25.07,121.8,1,96.7,96,72.0,89,3,+27.42,123.5,2,96.0
6,Tennessee,SEC,+24.76,110.6,36,85.8,2,68.2,281,6,+24.72,111.9,29,87.2
7,Kansas,B12,+23.93,112.4,13,88.5,7,69.7,210,13,+22.47,112.6,22,90.1
8,Illinois,B10,+23.79,116.2,6,92.4,36,72.8,50,8,+24.67,116.0,10,91.4
9,Texas,B12,+22.78,110.8,32,88.0,4,69.1,238,7,+24.71,113.8,12,89.1
10,Houston,Amer,+22.66,112.2,14,89.6,12,67.1,319,9,+24.09,112.7,20,88.6
11,Texas Tech,B12,+22.44,107.9,63,85.5,1,67.2,316,12,+23.03,112.1,27,89.0
12,Michigan,B10,+22.34,114.5,8,92.1,32,69.3,230,4,+27.11,117.4,6,90.3
13,West Virginia,B12,+21.93,111.7,20,89.7,13,68.5,266,15,+21.29,113.0,15,91.7
14,Duke,ACC,+21.62,111.6,21,90.0,14,70.5,152,26,+19.21,112.4,24,93.2
15,Ohio St.,B10,+21.61,114.5,7,92.9,42,67.5,306,18,+21.18,116.2,8,95.0
16,Creighton,BE,+21.36,114.3,9,92.9,41,72.2,75,10,+23.97,116.5,7,92.5
17,Virginia,ACC,+20.54,109.7,42,89.1,10,60.7,357,16,+21.23,111.8,33,90.6
18,Clemson,ACC,+20.48,106.6,72,86.1,3,68.5,268,19,+20.86,107.7,72,86.8
19,Rutgers,B10,+20.29,111.8,17,91.5,24,70.7,139,39,+17.17,110.5,45,93.4
20,Oregon,P12,+19.97,112.1,15,92.1,31,70.4,161,20,+20.52,112.9,16,92.4
21,Florida,SEC,+19.95,111.2,26,91.3,21,71.9,90,38,+17.49,111.8,32,94.3
22,Colorado,P12,+19.47,111.7,19,92.3,34,68.5,270,14,+22.02,112.9,17,90.8
