Rank,Team,Conf,AdjEM,AdjO,AdjO_Rank,AdjD,AdjD_Rank,AdjT,AdjT_Rank,Final_Rank,Final_AdjEM,FinalAdjO,Final_AdjO_Rank,AR
1,Gonzaga,WCC,+29.39,117.6,1,88.2,11,75.6,22,1,+32.11,123.7,1,91.5
2,Baylor,B12,+26.65,114.5,3,87.9,8,71.9,196,2,+31.80,119.3,4,87.5
3,Duke,ACC,+24.60,112.4,7,87.8,7,74.4,50,26,+19.21,112.4,24,93.2
4,Villanova,BE,+24.31,114.0,5,89.7,23,68.6,350,5,+26.75,119.7,3,93.0
5,Texas Tech,B12,+24.31,110.4,14,86.1,3,71.5,237,12,+23.03,112.1,27,89.0
6,Kansas,B12,+23.76,111.1,11,87.4,5,74.6,37,13,+22.47,112.6,22,90.1
7,West Virginia,B12,+23.08,110.5,13,87.4,6,72.1,191,15,+21.29,113.0,15,91.7
8,Texas,B12,+22.76,108.6,32,85.9,2,71.5,238,7,+24.71,113.8,12,89.1
9,Wisconsin,B10,+22.65,109.8,20,87.1,4,69.4,335,11,+23.88,113.9,11,90.0
10,Ohio St.,B10,+22.01,110.1,16,88.1,10,71.7,222,18,+21.18,116.2,8,95.0
11,Kentucky,SEC,+21.73,110.3,15,88.5,13,71.4,240,52,+14.94,106.9,79,92.0
12,Iowa,B10,+21.66,116.0,2,94.4,74,73.8,75,3,+27.42,123.5,2,96.0
13,Michigan St.,B10,+21.53,111.6,10,90.1,28,73.3,101,42,+16.25,110.2,52,94.0
14,Creighton,BE,+21.17,112.8,6,91.6,46,72.9,127,10,+23.97,116.5,7,92.5
15,Virginia,ACC,+20.84,106.5,60,85.7,1,64.6,357,16,+21.23,111.8,33,90.6
16,Michigan,B10,+20.61,112.0,8,91.4,42,72.3,177,4,+27.11,117.4,6,90.3
17,Houston,Amer,+20.40,110.9,12,90.5,35,70.5,297,9,+24.09,112.7,20,88.6
18,Florida St.,ACC,+20.02,109.0,29,88.9,16,73.9,72,25,+19.79,113.1,14,93.3
19,Tennessee,SEC,+19.98,109.1,27,89.2,18,70.6,289,6,+24.72,111.9,29,87.2
20,Oregon,P12,+19.94,110.1,17,90.1,30,70.1,311,20,+20.52,112.9,16,92.4
21,Illinois,B10,+19.86,110.0,18,90.1,29,72.8,133,8,+24.67,116.0,10,91.4
22,North Carolina,ACC,+19.80,109.2,25,89.4,19,74.6,39,35,+17.97,108.9,59,91.0
23,Florida,SEC,+19.49,109.3,24,89.8,24,70.2,309,38,+17.49,111.8,32,94.3
24,Indiana,B10,+19.21,108.2,40,89.0,17,72.3,178,37,+17.82,109.6,56,91.8
25,Virginia Tech,ACC,+18.92,109.2,26,90.3,32,69.6,330,31,+18.23,111.8,34,93.6
