Rank,Team,Conf,AdjEM,AdjO,AdjO_Rank,AdjD,AdjD_Rank,AdjT,AdjT_Rank,Final_Rank,Final_AdjEM,FinalAdjO,Final_AdjO_Rank,AR
1,Gonzaga,WCC,+31.86,123.4,1,91.6,21,75.3,9,1,+32.11,123.7,1,91.5
2,Baylor,B12,+31.85,119.2,4,87.4,3,69.4,165,2,+31.80,119.3,4,87.5
3,Iowa,B10,+27.34,123.2,2,95.9,72,71.4,68,3,+27.42,123.5,2,96.0
4,Michigan,B10,+27.17,117.2,6,90.0,11,68.1,231,4,+27.11,117.4,6,90.3
5,Villanova,BE,+26.79,119.6,3,92.8,37,63.6,352,5,+26.75,119.7,3,93.0
6,Texas,B12,+25.18,113.0,12,87.8,4,69.1,180,7,+24.71,113.8,12,89.1
7,Illinois,B10,+24.69,115.9,8,91.2,18,71.0,79,8,+24.67,116.0,10,91.4
8,Tennessee,SEC,+24.69,111.7,28,87.0,2,65.8,316,6,+24.72,111.9,29,87.2
9,Wisconsin,B10,+24.05,113.8,11,89.8,8,65.0,336,11,+23.88,113.9,11,90.0
10,Creighton,BE,+24.00,116.3,7,92.3,32,70.7,95,10,+23.97,116.5,7,92.5
11,Houston,Amer,+23.99,112.4,18,88.4,6,65.9,314,9,+24.09,112.7,20,88.6
12,Kansas,B12,+22.45,112.5,17,90.0,10,68.7,208,13,+22.47,112.6,22,90.1
13,Texas Tech,B12,+22.44,110.8,37,88.3,5,66.7,284,12,+23.03,112.1,27,89.0
14,West Virginia,B12,+21.29,112.9,13,91.6,22,68.9,192,15,+21.29,113.0,15,91.7
15,Virginia,ACC,+21.04,110.8,36,89.8,9,58.7,357,16,+21.23,111.8,33,90.6
16,Ohio St.,B10,+20.80,115.7,9,94.9,56,66.2,304,18,+21.18,116.2,8,95.0
17,Clemson,ACC,+20.72,107.6,70,86.9,1,66.3,298,19,+20.86,107.7,72,86.8
18,Colorado,P12,+20.67,111.9,25,91.2,19,68.0,235,14,+22.02,112.9,17,90.8
19,Oregon,P12,+20.54,112.8,14,92.2,30,69.9,139,20,+20.52,112.9,16,92.4
20,Alabama,SEC,+20.27,112.4,19,92.1,28,74.6,15,21,+20.25,112.6,21,92.3
21,USC,P12,+20.09,110.4,44,90.3,13,68.0,237,17,+21.20,111.6,35,90.4
22,Connecticut,BE,+19.90,110.7,38,90.8,16,65.0,335,23,+19.92,110.9,42,91.0
23,Duke,ACC,+19.24,112.3,21,93.0,39,69.2,175,26,+19.21,112.4,24,93.2
24,LSU,SEC,+19.19,117.5,5,98.3,109,69.4,160,22,+20.25,118.0,5,97.7
25,Indiana,B10,+19.14,109.8,54,90.7,14,66.6,292,37,+17.82,109.6,56,91.8
26,Arkansas,SEC,+18.77,111.9,23,93.2,40,73.3,24,36,+17.89,111.2,39,93.3
27,UCLA,P12,+18.64,114.5,10,95.9,70,64.6,340,24,+19.90,116.0,9,96.1
28,Louisville,ACC,+18.62,110.5,42,91.8,24,66.2,305,27,+18.94,111.0,40,92.1
29,Oklahoma,B12,+18.41,112.6,15,94.2,51,68.7,206,29,+18.42,112.7,19,94.3
30,Saint Louis,A10,+18.26,110.9,35,92.7,35,68.7,207,32,+18.14,110.9,41,92.8
31,North Carolina,ACC,+18.20,109.0,58,90.8,17,71.0,77,35,+17.97,108.9,59,91.0
32,Virginia Tech,ACC,+18.19,111.7,29,93.5,43,67.5,262,31,+18.23,111.8,34,93.6
33,Oklahoma St.,B12,+18.03,110.1,50,92.1,27,71.6,61,33,+18.12,110.2,51,92.1
34,Minnesota,B10,+18.00,111.7,27,93.7,45,71.7,56,34,+18.01,111.9,30,93.9
35,Florida St.,ACC,+17.95,110.5,40,92.6,33,70.3,108,25,+19.79,113.1,14,93.3
36,Stanford,P12,+17.54,107.3,75,89.7,7,71.6,60,45,+15.99,106.7,84,90.7
37,Purdue,B10,+17.44,110.2,49,92.8,36,66.2,303,28,+18.66,111.3,38,92.6
38,San Diego St.,MWC,+17.32,109.6,56,92.3,31,64.9,337,41,+16.55,108.4,66,91.8
39,Florida,SEC,+17.31,111.6,31,94.3,53,70.0,129,38,+17.49,111.8,32,94.3
40,Rutgers,B10,+17.03,110.3,48,93.2,41,69.3,168,39,+17.17,110.5,45,93.4
41,Syracuse,ACC,+16.82,110.1,51,93.3,42,70.4,106,40,+16.78,110.3,50,93.5
42,Arizona,P12,+16.72,112.2,22,95.5,62,69.7,148,30,+18.33,113.6,13,95.3
43,Michigan St.,B10,+16.20,110.1,52,93.9,49,70.8,93,42,+16.25,110.2,52,94.0
44,Maryland,B10,+16.14,112.5,16,96.4,79,66.9,282,43,+16.09,112.7,18,96.7
45,Seton Hall,BE,+16.09,111.7,30,95.6,65,67.8,245,44,+16.03,111.8,31,95.8
46,Missouri,SEC,+15.97,107.9,67,92.0,26,69.8,144,46,+15.97,108.2,70,92.2
47,Penn St.,B10,+15.94,112.3,20,96.4,78,68.5,212,47,+15.87,112.5,23,96.6
48,N.C. State,ACC,+15.42,109.3,57,93.9,48,69.9,140,59,+13.29,109.9,55,96.7
