Rank,Team,Conf,Record,AdjEM,AdjO,AdjO_Rank,AdjD,AdjD_Rank,AdjT,AdjT_Rank,Final_Rank,Final_AdjEM,FinalAdjO,Final_AdjO_Rank
1,Gonzaga,WCC,24-0,+36.78,126.2,1,89.4,10,75.1,4,+.017,131,+5.75,105
2,Michigan,B10,18-1,+33.93,121.6,5,87.7,4,67.7,226,+.036,98,+14.96,16
3,Baylor,B12,18-1,+31.52,122.0,4,90.5,15,68.7,176,+.046,82,+6.07,100
4,Houston,Amer,20-3,+29.92,118.1,9,88.2,5,65.8,306,-.034,252,+6.10,99
5,Iowa,B10,18-7,+29.51,124.9,2,95.4,59,69.8,115,-.040,266,+15.07,15
6,Illinois,B10,18-6,+27.48,118.1,10,90.6,16,71.0,72,+.008,153,+15.73,12
7,Ohio St.,B10,18-7,+25.56,122.6,3,97.0,82,67.4,247,+.006,154,+16.09,8
8,Alabama,SEC,19-6,+24.59,112.0,39,87.4,3,74.5,7,+.003,162,+13.37,23
9,Florida St.,ACC,14-4,+23.54,118.4,8,94.8,54,70.2,101,+.009,149,+11.15,46
10,Villanova,BE,15-4,+23.51,120.3,6,96.8,77,65.4,320,+.046,83,+11.13,48
11,Wisconsin,B10,16-9,+23.30,112.1,37,88.8,7,65.3,325,-.020,223,+15.30,14
12,Loyola Chicago,MVC,21-4,+23.24,109.7,66,86.5,1,64.5,338,-.022,228,+2.94,128
13,Purdue,B10,16-8,+22.90,113.4,24,90.5,14,66.7,274,+.013,139,+15.96,9
14,Creighton,BE,17-6,+22.81,116.9,12,94.1,46,69.3,144,-.034,254,+10.75,51
15,Virginia,ACC,16-6,+22.80,115.2,16,92.4,28,60.3,357,+.028,113,+10.66,54
16,Colorado,P12,19-7,+22.38,114.9,17,92.5,29,67.1,260,-.044,272,+8.98,72
17,Arkansas,SEC,19-5,+22.24,112.3,35,90.1,12,72.7,29,+.061,60,+9.96,61
18,Kansas,B12,18-8,+22.18,111.1,50,89.0,8,68.6,182,+.024,120,+14.56,17
19,West Virginia,B12,17-6,+22.15,117.2,11,95.1,55,69.6,126,-.001,180,+13.60,22
20,San Diego St.,MWC,19-4,+22.07,111.1,51,89.0,9,66.4,288,-.009,201,+4.53,115
21,USC,P12,19-6,+21.50,113.0,27,91.4,22,67.8,219,-.010,202,+8.96,73
22,BYU,WCC,19-5,+21.41,113.8,20,92.4,27,68.0,211,+.047,80,+7.99,83
23,Texas Tech,B12,15-8,+21.04,112.2,36,91.2,19,66.1,301,-.077,319,+9.99,59
24,Tennessee,SEC,16-7,+20.89,109.2,73,88.3,6,67.3,248,-.002,184,+10.73,52
25,Texas,B12,14-7,+20.49,113.6,23,93.1,36,69.2,150,-.025,233,+12.96,28
26,Maryland,B10,15-10,+20.25,112.7,28,92.5,30,65.4,324,-.010,204,+15.66,13
27,Florida,SEC,13-6,+20.14,112.7,29,92.5,31,69.3,142,+.035,101,+13.31,25
28,Connecticut,BE,12-6,+19.75,112.4,34,92.6,32,65.7,310,-.056,288,+11.32,43
29,LSU,SEC,14-8,+19.13,120.2,7,101.0,147,71.2,66,-.018,221,+11.74,40
