Rank,Team,Conf,AdjEM,AdjO,AdjO_Rank,AdjD,AdjD_Rank,AdjT,AdjT_Rank,Final_Rank,Final_AdjEM,FinalAdjO,Final_AdjO_Rank,AR
1,Gonzaga,WCC,+35.81,124.3,2,88.5,5,74.6,6,1,+37.64,125.6,2,87.9
2,Baylor,B12,+35.04,122.6,3,87.5,3,68.6,164,2,+34.94,122.7,3,87.8
3,Michigan,B10,+28.35,117.7,7,89.3,10,67.7,214,4,+28.46,117.8,7,89.3
4,Houston,Amer,+27.02,115.8,14,88.8,7,65.9,297,7,+26.94,115.8,14,88.9
5,Iowa,B10,+26.97,126.2,1,99.3,120,69.9,99,3,+28.85,127.4,1,98.5
6,Illinois,B10,+26.89,117.3,8,90.4,14,69.9,97,5,+27.14,117.5,8,90.3
7,Ohio St.,B10,+25.69,121.1,4,95.4,62,67.0,252,6,+27.06,122.2,4,95.2
8,Villanova,BE,+25.60,120.8,5,95.2,59,64.6,330,11,+24.18,121.1,5,97.0
9,Virginia,ACC,+25.42,116.0,13,90.5,15,59.9,357,9,+26.08,115.9,13,89.8
10,Alabama,SEC,+25.33,111.8,36,86.5,1,74.2,9,8,+26.17,112.9,27,86.7
11,Colorado,P12,+24.29,117.0,9,92.8,30,66.6,274,14,+22.43,116.0,11,93.5
12,Wisconsin,B10,+23.38,112.1,32,88.7,6,65.0,322,12,+23.58,112.2,33,88.6
13,USC,P12,+23.21,112.5,27,89.3,9,67.4,227,13,+23.57,112.6,30,89.1
14,Tennessee,SEC,+22.89,109.4,63,86.5,2,67.1,245,16,+21.80,108.8,68,87.0
15,Loyola Chicago,MVC,+22.63,111.6,38,89.0,8,65.5,311,10,+25.30,113.4,21,88.1
16,West Virginia,B12,+21.92,116.5,10,94.6,52,69.2,132,17,+21.57,116.7,9,95.1
17,Florida St.,ACC,+21.86,115.2,16,93.3,36,69.4,119,20,+21.28,115.7,15,94.4
18,Texas Tech,B12,+21.37,111.9,35,90.5,16,66.2,283,18,+21.42,112.1,35,90.7
19,Texas,B12,+21.35,113.4,22,92.0,26,68.9,147,19,+21.38,113.2,23,91.8
20,Creighton,BE,+20.99,114.5,17,93.5,40,69.5,115,15,+22.38,116.0,12,93.6
21,San Diego St.,MWC,+20.45,111.5,41,91.1,18,66.0,290,23,+20.38,111.5,41,91.2
22,Kansas,B12,+20.30,112.1,31,91.8,24,68.8,155,24,+20.30,111.4,42,91.1
23,Oklahoma,B12,+20.12,112.4,29,92.3,28,67.8,211,21,+20.52,112.7,29,92.2
24,Purdue,B10,+20.10,112.4,30,92.3,27,66.1,288,22,+20.44,112.6,31,92.2
25,Arkansas,SEC,+19.64,111.5,40,91.9,25,72.8,20,25,+20.23,112.2,34,92.0
26,Rutgers,B10,+19.39,110.6,54,91.2,19,67.7,216,26,+20.11,110.4,56,90.2
27,Indiana,B10,+19.37,110.8,51,91.4,21,65.9,298,29,+18.71,110.6,53,91.8
28,Florida,SEC,+19.23,113.7,20,94.5,50,69.6,113,28,+19.21,113.7,20,94.5
29,LSU,SEC,+18.26,119.2,6,101.0,144,70.4,77,27,+19.39,119.8,6,100.4
30,Penn St.,B10,+18.16,112.9,26,94.7,54,68.9,148,30,+18.31,113.0,25,94.7
31,Seton Hall,BE,+18.03,115.3,15,97.2,93,67.2,234,32,+18.08,115.2,17,97.2
32,BYU,WCC,+17.94,110.8,47,92.9,33,68.0,197,31,+18.11,110.9,50,92.8
33,Louisville,ACC,+17.94,110.4,55,92.5,29,65.9,296,34,+18.04,110.4,55,92.3
