Rank,Team,Conf,AdjEM,AdjO,AdjO_Rank,AdjD,AdjD_Rank,AdjT,AdjT_Rank,Final_Rank,Final_AdjEM,FinalAdjO,Final_AdjO_Rank,AR
1,Gonzaga,WCC,+31.19,121.8,2,90.6,19,77.4,4,1,+32.11,123.7,1,91.5
2,Baylor,B12,+30.67,119.7,3,89.0,9,70.4,162,2,+31.80,119.3,4,87.5
3,Villanova,BE,+26.76,118.8,4,92.0,29,64.8,349,5,+26.75,119.7,3,93.0
4,Wisconsin,B10,+25.49,113.8,10,88.3,5,66.1,339,11,+23.88,113.9,11,90.0
5,Iowa,B10,+25.07,121.8,1,96.7,96,72.0,88,3,+27.42,123.5,2,96.0
6,Tennessee,SEC,+24.86,110.6,36,85.8,2,68.2,283,6,+24.72,111.9,29,87.2
7,Kansas,B12,+23.92,112.4,13,88.5,7,69.7,209,13,+22.47,112.6,22,90.1
8,Illinois,B10,+23.79,116.2,6,92.5,35,72.9,50,8,+24.67,116.0,10,91.4
9,Texas,B12,+22.81,110.8,32,88.0,4,69.1,244,7,+24.71,113.8,12,89.1
10,Houston,Amer,+22.65,112.2,14,89.6,12,67.1,320,9,+24.09,112.7,20,88.6
11,Michigan,B10,+22.41,114.5,8,92.1,30,69.4,228,4,+27.11,117.4,6,90.3
12,Texas Tech,B12,+22.36,107.9,63,85.5,1,67.2,318,12,+23.03,112.1,27,89.0
13,West Virginia,B12,+21.94,111.7,20,89.7,13,68.6,266,15,+21.29,113.0,15,91.7
14,Duke,ACC,+21.62,111.6,21,90.0,14,70.6,149,26,+19.21,112.4,24,93.2
15,Ohio St.,B10,+21.61,114.5,7,92.9,39,67.5,308,18,+21.18,116.2,8,95.0
16,Creighton,BE,+21.37,114.3,9,92.9,40,72.3,76,10,+23.97,116.5,7,92.5
17,Virginia,ACC,+20.54,109.6,43,89.1,10,60.8,357,16,+21.23,111.8,33,90.6
18,Clemson,ACC,+20.50,106.6,72,86.1,3,68.5,272,19,+20.86,107.7,72,86.8
19,Rutgers,B10,+20.31,111.8,17,91.5,24,70.7,139,39,+17.17,110.5,45,93.4
20,Oregon,P12,+19.97,112.1,16,92.1,32,70.4,163,20,+20.52,112.9,16,92.4
21,Florida,SEC,+19.95,111.2,28,91.3,22,72.0,89,38,+17.49,111.8,32,94.3
22,Colorado,P12,+19.47,111.7,19,92.3,34,68.5,268,14,+22.02,112.9,17,90.8
23,San Diego St.,MWC,+18.99,109.5,47,90.6,18,66.9,325,41,+16.55,108.4,66,91.8
24,Arizona,P12,+18.93,111.2,29,92.2,33,70.2,174,30,+18.33,113.6,13,95.3
25,Indiana,B10,+18.89,109.0,54,90.1,15,68.0,291,37,+17.82,109.6,56,91.8
26,LSU,SEC,+18.80,116.4,5,97.6,107,70.2,175,22,+20.25,118.0,5,97.7
27,North Carolina,ACC,+18.70,109.2,53,90.5,17,72.3,71,35,+17.97,108.9,59,91.0
28,Arkansas,SEC,+18.44,111.4,24,92.9,42,73.2,39,36,+17.89,111.2,39,93.3
29,Louisville,ACC,+18.30,109.5,46,91.3,21,66.7,329,27,+18.94,111.0,40,92.1
30,Syracuse,ACC,+18.20,109.5,49,91.3,23,72.8,51,40,+16.78,110.3,50,93.5
31,Saint Louis,A10,+18.13,110.2,38,92.1,31,69.6,218,32,+18.14,110.9,41,92.8
32,Florida St.,ACC,+18.05,110.0,40,92.0,28,71.1,121,25,+19.79,113.1,14,93.3
