Rank,Team,Conf,AdjEM,AdjO,AdjO_Rank,AdjD,AdjD_Rank,AdjT,AdjT_Rank,Final_Rank,Final_AdjEM,FinalAdjO,Final_AdjO_Rank,AR
1,Gonzaga,WCC,+29.29,117.9,2,88.6,15,75.6,8,1,+32.11,123.7,1,91.5
2,Baylor,B12,+29.22,116.4,3,87.2,8,69.9,249,2,+31.80,119.3,4,87.5
3,Villanova,BE,+25.38,115.4,4,90.0,28,66.0,350,5,+26.75,119.7,3,93.0
4,Iowa,B10,+24.45,118.9,1,94.5,75,74.4,30,3,+27.42,123.5,2,96.0
5,Texas,B12,+23.77,109.9,20,86.1,3,69.6,260,7,+24.71,113.8,12,89.1
6,West Virginia,B12,+23.56,111.0,13,87.4,9,71.0,178,15,+21.29,113.0,15,91.7
7,Wisconsin,B10,+23.53,110.7,16,87.1,7,67.7,333,11,+23.88,113.9,11,90.0
8,Texas Tech,B12,+22.72,107.8,51,85.1,1,68.2,320,12,+23.03,112.1,27,89.0
9,Kansas,B12,+22.55,109.6,25,87.1,6,73.0,66,13,+22.47,112.6,22,90.1
10,Illinois,B10,+22.04,112.0,8,89.9,27,73.5,48,8,+24.67,116.0,10,91.4
11,Tennessee,SEC,+22.03,108.3,41,86.3,4,67.9,328,6,+24.72,111.9,29,87.2
12,Houston,Amer,+21.85,111.4,12,89.6,22,68.9,296,9,+24.09,112.7,20,88.6
13,Duke,ACC,+21.70,110.4,17,88.7,17,72.5,91,26,+19.21,112.4,24,93.2
14,Florida St.,ACC,+21.45,110.1,19,88.7,16,70.7,189,25,+19.79,113.1,14,93.3
15,Michigan,B10,+20.96,112.0,7,91.1,34,70.2,224,4,+27.11,117.4,6,90.3
16,Indiana,B10,+20.78,108.3,42,87.5,10,70.2,229,37,+17.82,109.6,56,91.8
17,Creighton,BE,+20.68,114.6,5,93.9,67,72.1,114,10,+23.97,116.5,7,92.5
18,Virginia,ACC,+20.59,106.9,58,86.3,5,62.2,357,16,+21.23,111.8,33,90.6
19,Rutgers,B10,+20.45,108.0,49,87.5,11,71.3,159,39,+17.17,110.5,45,93.4
20,Ohio St.,B10,+20.33,111.5,11,91.1,36,68.1,321,18,+21.18,116.2,8,95.0
21,Michigan St.,B10,+20.28,111.8,10,91.5,40,73.9,38,42,+16.25,110.2,52,94.0
22,Clemson,ACC,+20.00,105.8,74,85.8,2,69.0,293,19,+20.86,107.7,72,86.8
23,Louisville,ACC,+19.87,109.8,22,89.9,25,69.2,281,27,+18.94,111.0,40,92.1
24,Florida,SEC,+19.59,109.4,26,89.8,24,72.3,105,38,+17.49,111.8,32,94.3
25,Oregon,P12,+19.55,110.8,15,91.3,39,70.7,194,20,+20.52,112.9,16,92.4
26,UCLA,P12,+19.15,110.9,14,91.8,42,67.2,340,24,+19.90,116.0,9,96.1
27,Syracuse,ACC,+19.12,109.2,29,90.1,29,73.0,63,40,+16.78,110.3,50,93.5
28,North Carolina,ACC,+19.07,108.5,39,89.4,20,72.4,95,35,+17.97,108.9,59,91.0
29,San Diego St.,MWC,+18.72,108.0,48,89.3,19,68.1,322,41,+16.55,108.4,66,91.8
30,LSU,SEC,+18.27,114.4,6,96.1,97,71.9,119,22,+20.25,118.0,5,97.7
31,Saint Louis,A10,+17.94,109.1,32,91.1,35,68.9,298,32,+18.14,110.9,41,92.8
32,Purdue,B10,+17.94,109.2,30,91.2,38,69.4,273,28,+18.66,111.3,38,92.6
33,Marquette,BE,+17.80,109.8,21,92.0,45,70.0,242,53,+14.79,111.5,36,96.7
34,Arkansas,SEC,+17.68,108.0,47,90.4,31,72.6,78,36,+17.89,111.2,39,93.3
35,Stanford,P12,+17.64,105.4,78,87.8,12,71.7,129,45,+15.99,106.7,84,90.7
36,Oklahoma,B12,+17.58,111.9,9,94.4,74,72.2,107,29,+18.42,112.7,19,94.3
37,N.C. State,ACC,+17.38,109.4,27,92.0,46,71.5,134,59,+13.29,109.9,55,96.7
38,Missouri,SEC,+17.37,109.1,31,91.8,43,70.3,222,46,+15.97,108.2,70,92.2
39,USC,P12,+17.14,108.2,44,91.1,33,69.6,261,17,+21.20,111.6,35,90.4
40,Kentucky,SEC,+16.91,106.5,64,89.6,21,70.5,209,52,+14.94,106.9,79,92.0
41,Mississippi,SEC,+16.80,105.4,80,88.5,14,69.7,254,55,+14.23,105.1,102,90.9
42,Virginia Tech,ACC,+16.77,108.4,40,91.6,41,67.2,341,31,+18.23,111.8,34,93.6
43,Colorado,P12,+16.66,106.4,66,89.7,23,70.3,223,14,+22.02,112.9,17,90.8
44,Oklahoma St.,B12,+16.54,106.5,65,89.9,26,73.1,62,33,+18.12,110.2,51,92.1
45,Arizona,P12,+16.39,106.7,62,90.3,30,70.7,193,30,+18.33,113.6,13,95.3
46,Arizona St.,P12,+16.32,110.3,18,94.0,68,75.5,13,66,+12.50,108.2,69,95.7
47,Penn St.,B10,+16.21,108.7,35,92.5,51,71.0,173,47,+15.87,112.5,23,96.6
48,Connecticut,BE,+16.13,109.0,33,92.8,53,68.1,324,23,+19.92,110.9,42,91.0
49,Xavier,BE,+16.01,109.7,23,93.7,63,69.7,258,50,+15.03,110.7,43,95.6
50,Maryland,B10,+15.85,109.6,24,93.8,65,68.5,312,43,+16.09,112.7,18,96.7
