Rank,Team,Conf,Record,AdjEM,AdjO,AdjO_Rank,AdjD,AdjD_Rank,AdjT,AdjT_Rank,Final_Rank,Final_AdjEM,FinalAdjO,Final_AdjO_Rank
1,Gonzaga,WCC,24-0,+36.80,126.0,1,89.2,10,75.1,4,+.017,134,+5.77,103
2,Baylor,B12,19-1,+31.94,123.2,3,91.3,21,68.6,181,+.057,63,+7.27,90
3,Michigan,B10,18-2,+31.90,119.7,6,87.8,4,67.7,231,+.078,44,+15.51,15
4,Houston,Amer,20-3,+29.87,117.8,10,87.9,5,65.8,308,-.034,253,+6.01,99
5,Illinois,B10,19-6,+29.59,118.4,9,88.8,9,70.9,74,+.006,153,+16.60,7
6,Iowa,B10,18-7,+29.53,124.9,2,95.4,58,69.8,118,-.040,265,+15.16,16
7,Ohio St.,B10,18-7,+25.67,122.5,4,96.9,78,67.4,244,+.006,154,+16.21,9
8,Alabama,SEC,20-6,+24.74,111.6,41,86.9,3,74.1,10,+.004,159,+13.19,26
9,Villanova,BE,16-4,+24.27,120.3,5,96.0,67,65.4,320,+.047,81,+11.67,42
10,Florida St.,ACC,15-4,+24.16,118.5,8,94.3,50,70.5,90,+.004,158,+10.52,54
11,Wisconsin,B10,16-10,+23.30,112.8,29,89.5,11,65.3,324,-.036,259,+15.96,12
12,Loyola Chicago,MVC,21-4,+23.30,109.6,62,86.3,2,64.5,337,-.022,228,+3.00,129
13,Arkansas,SEC,20-5,+23.20,113.0,27,89.8,13,73.0,22,+.058,60,+10.13,58
14,Purdue,B10,17-8,+23.04,114.1,18,91.0,19,66.7,275,+.024,118,+16.12,10
15,Virginia,ACC,16-6,+22.80,115.2,15,92.4,30,60.3,357,+.028,111,+10.67,53
16,USC,P12,20-6,+22.77,113.0,28,90.2,15,67.9,219,-.010,199,+8.94,73
17,Colorado,P12,19-7,+22.40,114.6,17,92.2,29,67.1,259,-.044,272,+8.96,72
18,Creighton,BE,17-7,+22.27,116.1,12,93.8,44,69.2,146,-.034,252,+11.51,44
19,Kansas,B12,18-8,+22.19,110.9,51,88.7,7,68.6,179,+.024,119,+14.56,17
20,West Virginia,B12,17-7,+22.18,117.7,11,95.5,62,69.5,132,-.015,212,+14.29,19
21,San Diego St.,MWC,20-4,+21.92,110.7,52,88.8,8,66.6,282,-.003,183,+4.59,116
22,Texas Tech,B12,16-8,+21.72,112.4,35,90.6,17,65.7,314,-.075,316,+9.55,66
23,BYU,WCC,19-5,+21.46,113.7,23,92.2,28,68.0,212,+.047,83,+7.99,83
24,Tennessee,SEC,16-7,+20.91,109.1,74,88.2,6,67.4,247,-.002,181,+10.74,51
25,Connecticut,BE,13-6,+20.80,112.5,32,91.7,25,65.7,311,-.051,285,+11.78,41
26,Texas,B12,15-7,+20.65,113.4,25,92.8,34,69.4,135,-.022,229,+12.52,34
27,Florida,SEC,13-7,+19.65,112.4,34,92.8,36,69.1,150,+.008,152,+13.29,24
28,Maryland,B10,15-11,+19.64,111.8,40,92.2,26,65.3,323,-.026,235,+15.64,14
29,LSU,SEC,15-8,+19.41,119.5,7,100.1,127,71.4,60,-.012,205,+11.41,47
30,Georgia Tech,ACC,14-8,+18.72,113.9,20,95.2,57,67.9,217,-.033,249,+11.40,48
31,Oklahoma,B12,14-8,+18.47,112.3,36,93.8,45,68.2,203,-.021,223,+11.45,45
32,Rutgers,B10,13-10,+18.33,109.3,69,90.9,18,68.0,215,+.011,145,+16.68,6
33,North Carolina,ACC,15-9,+18.23,109.5,63,91.3,22,71.7,47,-.002,182,+12.92,31
34,St. Bonaventure,A10,13-4,+18.05,110.3,56,92.2,27,65.4,319,+.010,146,+6.33,98
35,Oklahoma St.,B12,17-6,+17.99,109.2,72,91.2,20,71.8,43,+.032,107,+11.23,50
36,Penn St.,B10,9-13,+17.96,112.6,31,94.7,54,69.7,122,-.065,304,+19.25,2
37,Oregon,P12,18-5,+17.58,113.7,22,96.1,70,67.5,240,+.057,62,+8.46,77
38,Duke,ACC,11-10,+17.48,115.4,14,97.9,100,69.1,154,-.120,346,+11.43,46
39,Indiana,B10,12-13,+17.17,110.9,50,93.8,43,66.4,289,-.042,267,+17.48,3
40,Memphis,Amer,15-6,+17.02,103.1,158,86.1,1,72.3,33,-.063,302,+5.02,112
41,Clemson,ACC,15-6,+16.71,106.3,117,89.6,12,64.8,331,+.151,6,+14.00,21
42,Saint Louis,A10,13-5,+16.68,111.2,48,94.5,53,68.2,202,-.029,242,+2.92,130
43,Missouri,SEC,15-7,+16.63,112.0,37,95.4,59,68.9,163,+.113,17,+14.36,18
44,UCLA,P12,17-7,+16.44,114.1,19,97.6,91,64.7,333,+.067,54,+10.14,57
45,Utah St.,MWC,16-7,+16.40,107.8,91,91.4,23,70.0,109,-.050,283,+3.49,123
46,Louisville,ACC,13-5,+16.34,109.0,75,92.7,33,66.4,287,+.157,5,+11.87,40
47,Virginia Tech,ACC,15-5,+16.21,110.6,53,94.4,51,66.2,297,+.087,32,+7.74,86
48,SMU,Amer,11-4,+16.02,111.5,42,95.5,61,68.8,166,+.056,64,+7.50,88
49,Arizona,P12,17-9,+16.01,113.8,21,97.7,95,68.2,195,-.017,217,+7.87,84
50,Seton Hall,BE,13-11,+16.00,111.9,39,95.9,66,67.3,248,-.021,226,+13.18,27
51,VCU,A10,17-6,+15.99,106.1,118,90.1,14,69.9,116,+.035,97,+7.19,91
52,Drake,MVC,24-3,+15.48,113.6,24,98.1,101,67.2,256,+.097,27,-0.07,164
53,Mississippi,SEC,14-10,+15.44,107.1,101,91.7,24,65.8,310,-.050,282,+9.65,63
54,Syracuse,ACC,15-8,+15.33,112.8,30,97.5,89,69.4,138,+.040,93,+10.02,59
55,Kentucky,SEC,8-15,+15.30,107.8,90,92.5,31,68.2,197,-.130,350,+16.69,5
56,Xavier,BE,13-6,+14.97,111.2,46,96.3,72,69.2,147,+.050,77,+9.60,65
57,Boise St.,MWC,18-7,+14.64,109.3,68,94.7,55,69.4,137,-.009,198,+3.51,122
58,Toledo,MAC,19-7,+14.47,115.8,13,101.3,154,68.8,168,-.021,225,+2.03,144
59,Minnesota,B10,13-13,+14.33,111.3,45,96.9,80,70.0,110,+.025,116,+16.60,8
60,Michigan St.,B10,14-10,+14.32,108.0,87,93.7,42,68.9,164,+.112,18,+15.94,13
61,Colorado St.,MWC,17-4,+14.21,108.1,85,93.9,47,70.3,97,+.068,52,+0.73,158
62,Richmond,A10,13-7,+14.15,112.5,33,98.3,103,68.9,162,-.028,238,+8.14,81
63,North Texas,CUSA,13-7,+13.67,106.7,109,93.0,38,64.5,339,-.067,307,+3.72,120
64,Wright St.,Horz,18-6,+13.58,109.2,70,95.6,63,71.6,55,-.078,320,-3.38,219
65,N.C. State,ACC,13-9,+13.54,110.2,57,96.7,77,68.6,182,-.001,179,+9.38,68
66,Auburn,SEC,12-14,+13.48,111.3,43,97.9,98,71.7,48,-.056,291,+13.51,23
67,Mississippi St.,SEC,14-12,+13.45,106.7,110,93.2,39,66.2,299,-.061,299,+9.63,64
68,St. John's,BE,15-10,+13.17,112.0,38,98.8,110,74.0,12,+.020,128,+9.95,60
69,Northwestern,B10,8-14,+13.13,105.9,121,92.8,35,69.1,152,-.107,339,+19.95,1
70,Davidson,A10,12-7,+12.94,113.2,26,100.2,131,63.0,351,-.073,312,+4.80,115
71,Wichita St.,Amer,14-4,+12.74,111.3,44,98.5,105,68.0,214,+.160,4,+10.31,55
72,Notre Dame,ACC,9-14,+12.36,114.9,16,102.5,183,67.3,249,-.087,326,+13.55,22
73,Buffalo,MAC,13-7,+12.23,107.9,88,95.7,64,74.7,6,-.117,345,+1.18,151
74,Providence,BE,12-12,+12.16,109.4,67,97.2,85,66.6,279,-.005,193,+12.91,32
75,UC Santa Barbara,BW,17-4,+11.90,108.2,83,96.3,71,65.7,313,+.055,67,+0.23,163
76,Marquette,BE,12-13,+11.85,109.5,65,97.6,90,68.1,210,-.020,222,+13.09,29
77,Saint Mary's,WCC,13-8,+11.72,102.3,178,90.6,16,63.5,348,+.046,84,+7.33,89
78,Stanford,P12,14-12,+11.59,105.0,133,93.4,40,69.7,120,+.023,123,+11.28,49
79,Louisiana Tech,CUSA,20-6,+11.46,104.4,140,92.9,37,69.6,130,+.027,114,-0.66,170
80,Marshall,CUSA,13-6,+11.42,111.0,49,99.6,123,73.0,19,-.068,308,+1.81,146
81,Pittsburgh,ACC,10-10,+11.12,108.3,80,97.1,84,69.0,159,-.059,297,+9.45,67
82,Dayton,A10,13-8,+10.69,107.7,94,97.0,83,66.3,294,+.022,125,+6.85,92
83,Liberty,ASun,20-5,+10.35,110.4,55,100.1,128,63.3,349,-.035,257,-6.55,295
84,Georgetown,BE,9-11,+10.17,106.5,113,96.3,73,70.0,111,-.005,189,+12.39,35
85,Utah,P12,10-12,+10.10,109.2,73,99.1,116,67.6,235,-.071,310,+9.93,61
86,Western Kentucky,CUSA,17-5,+10.06,107.7,96,97.6,92,68.5,186,+.117,15,+2.31,142
87,Belmont,OVC,25-3,+9.85,110.2,60,100.3,134,71.2,66,+.035,98,-7.42,311
88,Kent St.,MAC,15-6,+9.76,107.7,97,97.9,99,70.3,99,+.002,163,+2.59,138
89,Georgia,SEC,14-10,+9.51,108.6,78,99.1,117,73.5,15,+.081,39,+10.68,52
90,Missouri St.,MVC,16-6,+9.42,108.2,82,98.7,108,69.7,123,+.061,59,+2.47,140
91,Nebraska,B10,7-17,+9.36,101.9,185,92.6,32,72.2,39,-.120,349,+17.16,4
92,Furman,SC,16-8,+9.30,109.8,61,100.5,140,68.1,207,-.063,303,+0.85,157
93,Rhode Island,A10,10-14,+9.04,104.8,136,95.8,65,69.6,128,-.114,343,+8.46,78
94,Colgate,Pat,11-1,+9.03,109.5,64,100.4,136,73.1,18,+.050,72,-7.93,317
95,UCF,Amer,9-11,+8.97,107.7,95,98.8,109,67.3,252,+.045,86,+12.38,36
96,Oregon St.,P12,14-11,+8.68,107.6,98,98.9,114,65.7,315,+.050,75,+8.40,79
97,Nevada,MWC,14-9,+8.57,107.0,106,98.4,104,70.1,104,-.027,236,+3.30,125
98,Abilene Christian,Slnd,20-4,+8.54,101.9,189,93.4,41,69.8,117,-.021,227,-8.37,324
99,Arizona St.,P12,10-11,+8.30,108.8,76,100.5,137,72.9,24,-.010,200,+9.29,71
100,Vanderbilt,SEC,7-14,+8.16,110.2,58,102.0,170,69.5,133,-.146,354,+11.91,39
101,South Carolina,SEC,6-13,+8.03,105.7,122,97.7,94,75.0,5,-.063,301,+14.21,20
102,Cincinnati,Amer,9-9,+7.99,105.3,126,97.3,87,71.3,65,+.071,50,+9.34,70
103,Ohio,MAC,13-7,+7.96,111.2,47,103.2,196,69.4,136,+.010,147,+1.88,145
104,Winthrop,BSth,21-1,+7.94,104.9,135,97.0,82,74.1,11,+.033,101,-7.31,308
105,Akron,MAC,14-7,+7.93,108.7,77,100.7,146,69.8,119,+.005,155,+3.22,128
106,San Francisco,WCC,10-13,+7.91,106.8,107,98.9,113,68.6,180,-.100,335,+5.86,102
107,Loyola Marymount,WCC,12-8,+7.85,107.3,100,99.4,122,67.3,254,+.037,96,+5.44,106
108,Washington St.,P12,14-12,+7.69,101.5,194,93.9,46,68.1,211,+.005,157,+6.37,96
109,UC Riverside,BW,11-7,+7.67,104.9,134,97.3,86,66.9,268,-.134,351,-2.26,200
110,Butler,BE,9-13,+7.46,101.9,186,94.5,52,65.3,326,+.043,88,+12.69,33
111,UNC Greensboro,SC,18-8,+7.19,103.5,151,96.3,74,68.8,172,-.006,194,-0.97,174
112,UC Irvine,BW,14-8,+7.13,102.1,182,95.0,56,67.7,229,-.001,178,+0.92,156
113,Tulsa,Amer,10-11,+6.89,103.0,164,96.1,69,65.9,305,-.013,211,+8.53,76
114,Yale,Ivy,0-0,+6.85,108.1,86,101.2,153,68.3,191,+.000,168,-99.00,348
115,South Dakota St.,Sum,15-6,+6.60,110.5,54,103.9,207,71.7,50,+.032,106,-0.72,171
116,UAB,CUSA,19-6,+6.49,101.9,188,95.4,60,68.1,206,+.009,149,-5.15,262
117,Indiana St.,MVC,14-9,+6.17,104.0,146,97.8,96,67.9,218,+.075,49,+5.11,110
118,Bowling Green,MAC,14-10,+6.16,107.8,93,101.6,160,70.9,77,-.004,188,+3.27,126
119,Pepperdine,WCC,11-11,+5.96,107.9,89,101.9,166,71.3,63,+.001,165,+8.29,80
120,Vermont,AE,10-4,+5.87,106.0,119,100.2,130,67.3,251,-.047,276,-8.82,328
121,Pacific,WCC,9-8,+5.84,103.2,155,97.3,88,67.3,253,+.046,85,+8.03,82
122,Duquesne,A10,8-8,+5.77,103.4,152,97.7,93,69.0,158,-.016,215,+4.32,118
123,Massachusetts,A10,7-6,+5.59,105.0,131,99.4,120,72.3,35,-.040,263,+2.71,136
124,George Mason,A10,12-8,+5.22,102.2,181,96.9,81,68.3,192,+.027,113,+2.65,137
125,Eastern Washington,BSky,12-7,+5.08,109.4,66,104.3,216,73.2,16,-.109,342,-3.66,228
126,Wofford,SC,15-8,+4.86,107.0,104,102.1,176,66.7,276,+.050,73,+1.72,149
127,TCU,B12,12-11,+4.80,106.7,108,101.9,167,66.8,271,+.115,16,+9.91,62
128,Weber St.,BSky,16-5,+4.51,108.1,84,103.6,201,72.6,30,-.029,240,-6.06,281
129,Boston College,ACC,4-14,+4.48,106.0,120,101.5,158,71.7,49,-.097,333,+13.21,25
130,DePaul,BE,4-13,+4.33,98.3,248,94.0,48,70.8,81,-.076,318,+11.95,38
131,Temple,Amer,5-10,+4.31,102.6,172,98.3,102,68.7,173,-.072,311,+8.84,74
132,Texas A&M,SEC,8-8,+4.27,101.1,207,96.9,79,64.4,341,+.052,70,+6.42,95
133,East Tennessee St.,SC,12-11,+4.20,103.1,159,98.9,112,65.9,303,-.074,314,+1.80,147
134,Grand Canyon,WAC,14-5,+3.86,103.2,154,99.3,118,65.7,312,-.049,279,-5.83,276
135,Bradley,MVC,12-15,+3.53,103.8,148,100.3,135,66.4,290,-.083,324,+5.08,111
136,Morehead St.,OVC,21-7,+3.42,99.4,234,96.0,68,66.0,302,+.145,9,-3.39,220
137,East Carolina,Amer,8-8,+3.30,101.1,206,97.8,97,68.4,190,+.015,138,+4.90,113
138,Ball St.,MAC,10-11,+2.88,103.9,147,101.0,150,70.8,82,-.028,239,+2.76,133
139,UTEP,CUSA,12-10,+2.75,103.0,162,100.3,132,68.1,209,-.034,256,+2.56,139
140,Miami OH,MAC,12-10,+2.62,107.0,103,104.4,220,66.5,285,+.013,141,+2.06,143
141,Tulane,Amer,9-12,+2.61,99.1,241,96.4,75,67.9,220,-.013,209,+5.39,107
142,Cal St. Bakersfield,BW,15-10,+2.48,105.1,128,102.6,185,64.3,343,-.004,187,-1.39,182
143,Detroit,Horz,12-10,+2.34,110.2,59,107.8,290,67.7,228,-.051,284,-1.98,197
