Rank,Team,Conf,AdjEM,AdjO,AdjO_Rank,AdjD,AdjD_Rank,AdjT,AdjT_Rank,Final_Rank,Final_AdjEM,FinalAdjO,Final_AdjO_Rank,AR
1,Gonzaga,WCC,+34.04,124.4,2,90.4,11,75.3,8,1,+34.06,124.4,2,90.4
2,Baylor,B12,+33.72,120.7,3,87.0,1,69.2,170,2,+33.74,120.7,3,87.0
3,Michigan,B10,+28.05,116.8,7,88.8,5,68.7,208,3,+28.07,116.9,7,88.8
4,Iowa,B10,+27.12,124.6,1,97.5,98,71.4,70,4,+27.12,124.6,1,97.5
5,Villanova,BE,+26.29,119.3,4,93.0,32,65.1,334,5,+26.28,119.3,4,93.0
6,Houston,Amer,+26.12,113.6,18,87.5,2,66.6,298,6,+26.12,113.7,18,87.5
7,Illinois,B10,+24.70,116.6,8,91.9,26,71.4,71,7,+24.72,116.6,8,91.9
8,Texas,B12,+24.70,114.3,15,89.6,8,69.7,153,8,+24.69,114.3,15,89.6
9,Virginia,ACC,+24.41,115.3,12,90.8,17,59.7,357,9,+24.54,115.4,11,90.8
10,Alabama,SEC,+24.23,114.5,13,90.3,10,74.9,9,10,+24.25,114.6,13,90.3
11,Wisconsin,B10,+23.55,112.9,23,89.3,7,65.1,333,11,+23.60,112.9,24,89.3
12,Texas Tech,B12,+22.84,111.5,36,88.6,4,67.2,274,13,+22.83,111.5,36,88.7
13,Ohio St.,B10,+22.76,118.3,5,95.6,62,66.9,284,12,+22.90,118.4,5,95.5
14,Creighton,BE,+22.38,115.5,10,93.1,36,70.4,115,14,+22.37,115.5,10,93.1
15,Florida St.,ACC,+22.31,115.3,11,93.0,33,69.9,141,15,+22.25,115.3,12,93.0
16,West Virginia,B12,+22.10,112.9,24,90.8,15,68.9,189,16,+22.09,112.9,25,90.8
17,Kansas,B12,+21.99,113.3,19,91.3,20,68.5,219,17,+21.99,113.3,19,91.4
18,Colorado,P12,+21.85,114.5,14,92.7,30,67.8,248,19,+21.82,114.5,14,92.6
19,Tennessee,SEC,+21.82,109.9,57,88.1,3,66.4,305,18,+21.83,110.0,57,88.1
20,USC,P12,+20.36,111.9,31,91.5,22,68.7,204,20,+20.33,111.9,33,91.5
21,Indiana,B10,+19.84,110.9,40,91.1,18,66.9,285,24,+19.16,111.2,39,92.0
22,Oklahoma,B12,+19.76,113.1,20,93.3,41,69.1,176,22,+19.73,113.0,22,93.3
23,Florida,SEC,+19.54,113.0,21,93.5,44,70.8,94,23,+19.59,113.1,20,93.5
24,Loyola Chicago,MVC,+19.21,110.5,50,91.3,19,65.6,323,21,+19.88,110.5,49,90.6
25,UCLA,P12,+18.77,115.6,9,96.8,84,64.7,340,25,+18.79,115.6,9,96.8
26,Connecticut,BE,+18.55,110.8,42,92.3,28,64.6,341,26,+18.54,110.8,42,92.3
27,Arizona,P12,+18.45,114.1,16,95.6,65,70.0,139,27,+18.46,114.1,16,95.6
28,Oregon,P12,+18.44,111.7,35,93.3,39,70.0,134,28,+18.39,111.6,35,93.2
29,Purdue,B10,+18.31,110.2,53,91.9,27,67.2,278,30,+18.32,110.3,53,92.0
30,Minnesota,B10,+18.26,110.7,43,92.4,29,71.1,80,29,+18.33,110.8,43,92.4
31,Missouri,SEC,+18.20,109.9,56,91.7,25,69.2,172,32,+18.15,109.9,58,91.8
32,Duke,ACC,+17.79,111.8,33,94.0,49,69.3,166,33,+17.88,111.9,32,94.0
33,Saint Louis,A10,+17.74,111.0,39,93.3,40,68.7,210,34,+17.80,111.0,40,93.2
