Rank,Team,Conf,AdjEM,AdjO,AdjO_Rank,AdjD,AdjD_Rank,AdjT,AdjT_Rank,Final_Rank,Final_AdjEM,FinalAdjO,Final_AdjO_Rank,AR
1,Gonzaga,WCC,+29.29,118.0,2,88.7,14,75.5,11,1,+32.11,123.7,1,91.5
2,Baylor,B12,+29.11,116.5,3,87.4,8,69.6,251,2,+31.80,119.3,4,87.5
3,Villanova,BE,+25.87,116.5,4,90.6,31,65.8,350,5,+26.75,119.7,3,93.0
4,Iowa,B10,+24.41,119.0,1,94.6,75,74.1,30,3,+27.42,123.5,2,96.0
5,West Virginia,B12,+23.59,111.1,13,87.5,9,70.9,174,15,+21.29,113.0,15,91.7
6,Wisconsin,B10,+23.52,110.8,17,87.2,7,67.5,333,11,+23.88,113.9,11,90.0
7,Texas,B12,+23.18,109.6,24,86.4,4,69.6,249,7,+24.71,113.8,12,89.1
8,Texas Tech,B12,+22.84,108.0,50,85.1,1,68.0,322,12,+23.03,112.1,27,89.0
9,Kansas,B12,+22.50,109.7,23,87.2,6,72.7,66,13,+22.47,112.6,22,90.1
10,Illinois,B10,+22.05,112.0,8,90.0,26,73.6,43,8,+24.67,116.0,10,91.4
11,Tennessee,SEC,+22.04,108.4,42,86.4,3,67.7,328,6,+24.72,111.9,29,87.2
12,Duke,ACC,+21.96,111.2,12,89.2,18,71.1,158,26,+19.21,112.4,24,93.2
13,Houston,Amer,+21.86,111.5,11,89.7,24,68.8,295,9,+24.09,112.7,20,88.6
14,Florida St.,ACC,+21.44,110.2,18,88.8,15,70.6,192,25,+19.79,113.1,14,93.3
15,Michigan,B10,+21.03,112.2,7,91.1,33,70.0,230,4,+27.11,117.4,6,90.3
16,Indiana,B10,+20.69,108.3,45,87.6,10,70.0,231,37,+17.82,109.6,56,91.8
17,Creighton,BE,+20.65,114.7,5,94.1,66,72.0,111,10,+23.97,116.5,7,92.5
18,Virginia,ACC,+20.59,107.0,58,86.4,5,62.0,357,16,+21.23,111.8,33,90.6
19,Rutgers,B10,+20.36,108.1,47,87.8,11,71.1,156,39,+17.17,110.5,45,93.4
20,Michigan St.,B10,+20.28,111.8,9,91.6,39,74.1,32,42,+16.25,110.2,52,94.0
21,Clemson,ACC,+20.05,105.9,73,85.9,2,68.9,289,19,+20.86,107.7,72,86.8
22,Louisville,ACC,+19.87,109.9,19,90.0,27,69.0,282,27,+18.94,111.0,40,92.1
23,Ohio St.,B10,+19.62,110.9,16,91.2,36,68.1,317,18,+21.18,116.2,8,95.0
24,Florida,SEC,+19.59,109.5,25,89.9,25,72.1,104,38,+17.49,111.8,32,94.3
25,Oregon,P12,+19.45,110.9,15,91.5,38,70.4,200,20,+20.52,112.9,16,92.4
26,UCLA,P12,+19.14,111.0,14,91.9,41,67.3,339,24,+19.90,116.0,9,96.1
27,North Carolina,ACC,+19.02,108.6,39,89.6,21,72.3,92,35,+17.97,108.9,59,91.0
28,San Diego St.,MWC,+18.54,108.1,48,89.5,20,67.8,323,41,+16.55,108.4,66,91.8
29,Syracuse,ACC,+18.37,108.0,49,89.7,23,72.6,71,40,+16.78,110.3,50,93.5
30,Purdue,B10,+18.34,109.1,31,90.7,32,69.3,264,28,+18.66,111.3,38,92.6
31,LSU,SEC,+18.29,114.5,6,96.2,97,71.7,119,22,+20.25,118.0,5,97.7
32,Saint Louis,A10,+17.94,109.2,28,91.2,35,68.8,292,32,+18.14,110.9,41,92.8
33,Marquette,BE,+17.77,109.8,20,92.1,44,69.6,252,53,+14.79,111.5,36,96.7
34,Colorado,P12,+17.69,106.9,61,89.2,19,70.2,221,14,+22.02,112.9,17,90.8
35,Stanford,P12,+17.64,105.5,78,87.9,13,71.5,128,45,+15.99,106.7,84,90.7
36,Arkansas,SEC,+17.61,108.1,46,90.5,30,72.4,83,36,+17.89,111.2,39,93.3
37,N.C. State,ACC,+17.38,109.5,26,92.1,45,71.4,135,59,+13.29,109.9,55,96.7
38,Missouri,SEC,+17.38,109.3,27,91.9,42,70.1,222,46,+15.97,108.2,70,92.2
39,Oklahoma,B12,+17.34,111.5,10,94.2,69,72.0,109,29,+18.42,112.7,19,94.3
40,Mississippi,SEC,+17.29,105.2,84,87.9,12,69.7,246,55,+14.23,105.1,102,90.9
41,USC,P12,+17.22,108.4,43,91.1,34,69.4,261,17,+21.20,111.6,35,90.4
42,Kentucky,SEC,+16.90,106.5,68,89.6,22,70.6,187,52,+14.94,106.9,79,92.0
43,Virginia Tech,ACC,+16.85,108.4,41,91.6,40,67.0,341,31,+18.23,111.8,34,93.6
44,Arizona,P12,+16.62,106.9,59,90.3,28,70.5,197,30,+18.33,113.6,13,95.3
