Rank,Team,Conf,AdjEM,AdjO,AdjO_Rank,AdjD,AdjD_Rank,AdjT,AdjT_Rank,Final_Rank,Final_AdjEM,FinalAdjO,Final_AdjO_Rank,AR
1,Gonzaga,WCC,+31.89,123.5,1,91.7,21,75.1,10,1,+32.11,123.7,1,91.5
2,Baylor,B12,+31.84,119.3,4,87.4,3,69.3,164,2,+31.80,119.3,4,87.5
3,Iowa,B10,+27.31,123.4,2,96.0,71,71.3,66,3,+27.42,123.5,2,96.0
4,Michigan,B10,+27.16,117.3,6,90.1,10,68.0,232,4,+27.11,117.4,6,90.3
5,Villanova,BE,+26.76,119.6,3,92.9,36,63.5,352,5,+26.75,119.7,3,93.0
6,Texas,B12,+24.82,113.7,12,88.9,5,69.4,162,7,+24.71,113.8,12,89.1
7,Tennessee,SEC,+24.68,111.8,29,87.2,2,65.8,313,6,+24.72,111.9,29,87.2
8,Illinois,B10,+24.68,116.0,9,91.3,19,70.9,80,8,+24.67,116.0,10,91.4
9,Houston,Amer,+24.08,112.6,18,88.5,4,65.7,316,9,+24.09,112.7,20,88.6
10,Wisconsin,B10,+24.07,114.0,11,89.9,8,64.9,333,11,+23.88,113.9,11,90.0
11,Creighton,BE,+23.98,116.4,7,92.4,31,70.6,98,10,+23.97,116.5,7,92.5
12,Texas Tech,B12,+23.03,112.0,26,89.0,6,66.9,279,12,+23.03,112.1,27,89.0
13,Kansas,B12,+22.46,112.5,20,90.0,9,68.5,210,13,+22.47,112.6,22,90.1
14,West Virginia,B12,+21.28,113.0,14,91.7,22,68.7,201,15,+21.29,113.0,15,91.7
15,Virginia,ACC,+21.15,111.7,34,90.6,13,59.3,357,16,+21.23,111.8,33,90.6
16,Ohio St.,B10,+20.90,116.1,8,95.2,59,66.3,297,18,+21.18,116.2,8,95.0
17,Colorado,P12,+20.67,112.0,27,91.3,18,67.9,237,14,+22.02,112.9,17,90.8
18,Clemson,ACC,+20.66,107.5,72,86.9,1,66.4,296,19,+20.86,107.7,72,86.8
19,Oregon,P12,+20.54,112.9,15,92.3,29,69.8,139,20,+20.52,112.9,16,92.4
20,Alabama,SEC,+20.32,112.6,19,92.2,28,74.4,14,21,+20.25,112.6,21,92.3
21,LSU,SEC,+20.25,117.9,5,97.6,101,70.2,116,22,+20.25,118.0,5,97.7
22,USC,P12,+20.10,110.5,42,90.4,12,67.9,236,17,+21.20,111.6,35,90.4
23,Florida St.,ACC,+19.91,113.1,13,93.2,39,70.0,130,25,+19.79,113.1,14,93.3
24,Connecticut,BE,+19.90,110.8,40,90.9,17,64.9,334,23,+19.92,110.9,42,91.0
25,Indiana,B10,+19.21,109.8,55,90.6,14,66.4,293,37,+17.82,109.6,56,91.8
26,Duke,ACC,+19.20,112.3,22,93.1,38,69.0,183,26,+19.21,112.4,24,93.2
27,Louisville,ACC,+18.96,110.9,38,92.0,24,66.2,301,27,+18.94,111.0,40,92.1
28,UCLA,P12,+18.65,114.6,10,96.0,69,64.5,339,24,+19.90,116.0,9,96.1
29,Oklahoma,B12,+18.43,112.6,17,94.2,50,68.6,207,29,+18.42,112.7,19,94.3
30,Virginia Tech,ACC,+18.21,111.7,33,93.5,43,67.3,264,31,+18.23,111.8,34,93.6
31,Saint Louis,A10,+18.14,110.9,39,92.7,34,68.6,209,32,+18.14,110.9,41,92.8
32,Oklahoma St.,B12,+18.12,110.2,51,92.1,26,71.5,60,33,+18.12,110.2,51,92.1
33,North Carolina,ACC,+18.04,108.9,60,90.9,16,70.8,84,35,+17.97,108.9,59,91.0
34,Minnesota,B10,+17.99,111.8,31,93.8,46,71.6,57,34,+18.01,111.9,30,93.9
35,Arkansas,SEC,+17.89,111.1,37,93.2,40,73.9,20,36,+17.89,111.2,39,93.3
36,Stanford,P12,+17.54,107.4,75,89.9,7,71.6,55,45,+15.99,106.7,84,90.7
37,Florida,SEC,+17.50,111.8,32,94.3,51,69.9,134,38,+17.49,111.8,32,94.3
38,Purdue,B10,+17.42,110.3,48,92.8,35,66.0,307,28,+18.66,111.3,38,92.6
39,San Diego St.,MWC,+17.33,109.7,57,92.4,30,64.8,336,41,+16.55,108.4,66,91.8
40,Rutgers,B10,+17.03,110.3,47,93.3,41,69.2,171,39,+17.17,110.5,45,93.4
41,Syracuse,ACC,+16.79,110.2,49,93.4,42,70.3,109,40,+16.78,110.3,50,93.5
42,Arizona,P12,+16.72,112.3,23,95.6,62,69.6,146,30,+18.33,113.6,13,95.3
43,Michigan St.,B10,+16.17,110.1,52,94.0,49,70.6,97,42,+16.25,110.2,52,94.0
44,Seton Hall,BE,+16.09,111.8,30,95.7,64,67.7,243,44,+16.03,111.8,31,95.8
45,Maryland,B10,+16.04,112.7,16,96.6,79,66.7,284,43,+16.09,112.7,18,96.7
