Rank,Team,Conf,Record,AdjEM,AdjO,AdjO_Rank,AdjD,AdjD_Rank,AdjT,AdjT_Rank,Final_Rank,Final_AdjEM,FinalAdjO,Final_AdjO_Rank
1,Gonzaga,WCC,28-0,+37.04,126.3,1,89.2,8,74.3,4,+.018,133,+8.32,97
2,Baylor,B12,24-2,+29.73,122.8,3,93.0,37,68.5,158,+.047,76,+9.83,83
3,Michigan,B10,22-4,+29.29,118.6,8,89.3,9,66.9,246,+.029,111,+15.67,19
4,Houston,Amer,26-3,+29.28,119.1,7,89.8,11,64.7,325,-.000,182,+7.45,102
5,Illinois,B10,24-7,+28.91,117.6,9,88.7,6,70.5,79,+.022,129,+18.01,5
6,USC,P12,24-7,+26.82,114.9,15,88.1,5,67.0,236,-.008,202,+14.51,38
7,Iowa,B10,22-9,+26.77,123.3,2,96.5,75,69.9,92,-.027,243,+16.27,16
8,Alabama,SEC,26-6,+25.61,112.9,28,87.3,3,73.3,11,+.027,114,+14.42,39
9,Loyola Chicago,MVC,26-4,+25.56,111.7,35,86.1,1,63.8,342,-.015,218,+6.10,115
10,Colorado,P12,23-9,+24.32,115.7,13,91.4,24,66.1,277,-.025,237,+14.59,35
11,Villanova,BE,18-6,+23.54,119.8,6,96.3,71,64.5,332,-.004,194,+12.98,54
12,Ohio St.,B10,21-10,+23.41,120.3,4,96.8,81,66.8,252,-.012,213,+17.69,8
13,Florida St.,ACC,18-6,+23.29,115.6,14,92.3,29,69.9,89,-.008,203,+13.04,53
14,Wisconsin,B10,18-13,+22.25,112.6,29,90.4,16,64.6,329,-.052,289,+17.98,6
15,Arkansas,SEC,24-6,+22.09,111.4,37,89.3,10,72.8,17,+.067,47,+12.10,66
16,Virginia,ACC,18-7,+21.91,114.6,18,92.7,34,59.9,357,+.025,120,+12.46,61
17,Oregon,P12,21-6,+21.66,116.6,10,94.9,52,67.2,227,+.047,77,+13.78,45
18,Texas Tech,B12,18-11,+21.07,112.1,32,91.0,21,65.0,316,-.099,340,+12.15,65
19,Creighton,BE,22-8,+21.01,113.6,24,92.6,32,68.7,143,+.016,140,+12.56,59
20,Connecticut,BE,15-8,+20.78,113.0,27,92.2,28,65.5,309,-.068,309,+13.12,52
21,BYU,WCC,20-7,+20.70,113.2,25,92.5,31,67.6,208,+.037,91,+11.78,68
22,LSU,SEC,19-10,+20.42,119.8,5,99.4,123,70.7,70,-.007,201,+14.78,27
23,Purdue,B10,18-10,+20.32,113.0,26,92.7,33,66.1,278,+.010,148,+16.56,14
24,UCLA,P12,20-9,+20.27,116.0,12,95.8,63,64.1,337,+.030,108,+15.01,26
25,West Virginia,B12,19-10,+19.97,116.3,11,96.3,73,69.2,125,-.056,294,+14.65,34
26,San Diego St.,MWC,23-5,+19.90,110.7,45,90.8,19,65.5,307,+.027,116,+7.20,103
27,Tennessee,SEC,18-9,+19.86,107.8,83,87.9,4,67.2,232,-.013,216,+12.96,55
28,Texas,B12,19-8,+19.63,112.5,30,92.9,35,68.7,146,-.004,191,+13.85,44
29,Kansas,B12,21-9,+19.21,109.5,60,90.3,14,68.1,177,+.070,44,+15.10,24
30,St. Bonaventure,A10,16-5,+19.09,109.8,55,90.7,18,64.9,319,+.016,139,+8.54,93
31,Arizona,P12,17-9,+19.05,114.9,16,95.8,66,67.7,200,-.017,221,+12.50,60
32,North Carolina,ACC,18-11,+19.02,110.1,51,91.1,22,71.6,43,-.005,196,+15.14,22
33,Georgia Tech,ACC,17-9,+18.03,113.6,23,95.6,62,67.4,223,-.005,195,+13.16,51
34,Oklahoma St.,B12,21-9,+17.99,108.9,69,90.9,20,72.3,25,+.038,90,+14.70,30
35,Duke,ACC,13-11,+17.98,114.5,19,96.5,76,68.6,152,-.109,347,+12.64,56
36,Syracuse,ACC,18-9,+17.60,114.8,17,97.2,86,68.6,150,+.030,107,+12.64,57
37,Maryland,B10,17-14,+17.59,111.4,38,93.8,41,64.7,322,-.024,234,+17.02,10
38,Rutgers,B10,16-12,+17.46,107.8,82,90.3,15,67.5,217,+.027,115,+17.93,7
39,Memphis,Amer,17-8,+17.39,104.0,132,86.6,2,71.5,47,-.085,322,+7.73,100
40,Penn St.,B10,11-14,+16.97,111.9,34,95.0,53,69.2,124,-.050,286,+19.27,1
41,Florida,SEC,15-10,+16.96,110.8,44,93.8,42,68.3,169,-.004,188,+14.67,32
42,Oklahoma,B12,16-11,+16.41,111.5,36,95.1,54,67.2,228,-.025,238,+13.60,48
43,Clemson,ACC,16-8,+15.92,106.3,103,90.4,17,64.1,338,+.100,18,+14.78,28
44,Utah St.,MWC,20-9,+15.54,104.7,125,89.1,7,68.6,148,-.037,261,+5.81,117
45,Missouri,SEC,16-10,+15.08,110.4,49,95.3,57,68.4,165,+.070,43,+15.75,17
46,VCU,A10,19-7,+15.02,105.0,120,90.0,12,69.6,109,+.035,97,+8.50,94
47,Kentucky,SEC,9-16,+15.00,107.9,81,92.9,36,68.1,182,-.148,354,+16.88,12
48,Utah,P12,12-13,+14.88,112.1,33,97.2,87,67.6,205,-.077,318,+14.70,29
49,Indiana,B10,12-15,+14.87,108.8,70,93.9,44,65.9,288,-.053,290,+18.20,3
50,Oregon St.,P12,19-12,+14.83,111.0,41,96.2,69,65.6,302,+.078,32,+15.07,25
51,Virginia Tech,ACC,15-7,+14.80,109.6,58,94.8,51,65.8,298,+.043,81,+9.99,82
52,Mississippi,SEC,16-12,+14.67,106.0,109,91.3,23,65.0,317,-.063,300,+10.68,75
53,Drake,MVC,26-5,+14.59,112.4,31,97.8,98,66.3,271,+.102,17,+4.19,135
54,Seton Hall,BE,14-13,+14.57,110.1,52,95.5,60,66.5,265,-.027,244,+14.59,37
55,Saint Louis,A10,14-7,+14.39,110.2,50,95.8,65,68.0,186,-.037,262,+5.57,120
56,Louisville,ACC,13-7,+13.92,107.7,88,93.8,40,65.7,300,+.118,9,+13.66,46
57,SMU,Amer,11-6,+13.85,110.4,48,96.6,77,68.8,142,-.012,211,+8.39,95
58,UC Santa Barbara,BW,22-5,+13.28,109.4,61,96.1,67,65.7,301,+.030,110,+1.39,171
59,Boise St.,MWC,19-8,+13.25,109.7,56,96.5,74,69.2,127,-.008,204,+5.54,121
60,Georgetown,BE,13-13,+13.11,107.7,89,94.6,47,69.7,101,+.008,155,+15.12,23
61,Auburn,SEC,13-14,+13.09,111.3,39,98.2,103,71.0,55,-.044,275,+14.40,40
62,Stanford,P12,14-13,+13.04,105.4,115,92.4,30,69.2,120,+.022,128,+15.67,18
63,Richmond,A10,14-8,+12.99,110.5,47,97.5,93,68.5,159,-.039,265,+9.01,88
64,Xavier,BE,13-8,+12.88,110.5,46,97.6,95,68.0,188,+.003,166,+10.38,78
65,Minnesota,B10,14-15,+12.86,108.0,79,95.2,55,70.0,88,+.011,147,+16.88,13
66,N.C. State,ACC,14-10,+12.79,110.1,53,97.3,90,67.8,195,+.007,159,+11.20,69
67,Michigan St.,B10,15-13,+12.76,106.8,98,94.0,45,68.3,168,+.090,23,+17.54,9
68,Colorado St.,MWC,19-6,+12.69,107.9,80,95.2,56,69.0,134,+.050,67,+3.86,139
69,St. John's,BE,16-11,+12.46,111.0,42,98.6,109,73.4,10,+.014,144,+11.19,70
70,Davidson,A10,13-9,+12.22,113.7,21,101.5,164,62.5,353,-.074,315,+6.96,106
71,North Texas,CUSA,18-10,+12.11,106.7,99,94.6,48,62.7,350,-.018,223,+6.66,108
72,Wichita St.,Amer,16-6,+12.06,109.1,67,97.0,84,67.1,234,+.089,24,+10.15,80
73,Toledo,MAC,21-9,+11.85,114.1,20,102.3,182,68.7,144,-.024,236,+3.14,147
74,Wright St.,Horz,18-6,+11.84,108.1,76,96.3,72,71.1,52,-.078,320,-3.29,251
